dx	feature	class	OR	Z	P	fdr
DDD.kaplanis	isoExpr.M24_darkgrey	Networks.isoExpr	1.0943529360149684	2.134312512146868	0.03281720773066241	0.21615180091830527
ASD.SFARI.1or2	isoExpr.M23_darkturquoise	Networks.isoExpr	1.065753953829152	2.113987149340468	0.03451636491209721	0.22625559774915396
EPI.helbig	n_exons_log2	txAnno	1.2195175406068641	2.108968166624768	0.03494732947797511	0.22798972088012334
ASD.SFARI.1	n_transcripts_log2|tpm	txAnno	1.1929036589029527	2.1042499862002426	0.03535664628137494	0.2284839877617154
ASD.SFARI.1or2	isoUsage.M28_skyblue	Networks.isoUsage	1.0717353082574053	2.1050355432363466	0.03528821423574588	0.2284839877617154
NDD.fuTADA	isoExpr.M39_orangered4	Networks.isoExpr	1.0595154936819424	2.0943321923554445	0.036230398517554864	0.23303120173262987
EPI.helbig	isoUsage.M21_darkred	Networks.isoUsage	1.1623193544140673	2.087912216587659	0.03680575396813461	0.23562562119787112
ASD.SFARI.1	isoExpr.M28_skyblue	Networks.isoExpr	1.0948109277076388	2.0777767573252137	0.03772992553227803	0.23930554620009678
NDD.fuTADA	isoExpr.M33_darkolivegreen	Networks.isoExpr	1.064630928330338	2.0794854267400025	0.037572755902029534	0.23930554620009678
ASD.SFARI.1or2	isoExpr.M27_white	Networks.isoExpr	1.0656477347611264	2.0714696928639893	0.03831492385953283	0.24189606307631326
SCZ.schema	n_exons_log2	txAnno	1.5607483336977492	2.0644416383530566	0.03897586201838575	0.24494005029902974
ASD.SFARI.1	isoUsage.M2_blue	Networks.isoUsage	1.2313910859904638	2.060871499652514	0.03931530094567872	0.24594503331315
NDD.fuTADA	isoExpr.M29_saddlebrown	Networks.isoExpr	1.0619922758906803	2.053265384217878	0.04004684614964341	0.24938263284096127
ASD.SFARI.1or2	isoExpr.M13_salmon	Networks.isoExpr	1.0691652330527197	2.050434026832439	0.04032209555898818	0.24996050188151042
EPI.epi25	isoUsage.M1_turquoise	Networks.isoUsage	0.35831016450839825	-2.0461960377292825	0.04073708703100516	0.25139553708323004
BIP.bipex	DTU.not.DTE	DGE/DTE/DTU	2.90871230019866	2.037778991434685	0.04157204029213451	0.2553173311964459
ASD.SFARI.1	ExM-U	SingleCellMarkers	2.562632252157899	2.0360501921057312	0.04174531546569626	0.2553173311964459
NDD.fuTADA	geneExpr.M2_blue	Networks.geneExpr	0.9081225811831172	-2.0323109795338903	0.04212218364658413	0.2564772959814233
DDD.kaplanis	oRG	SingleCellMarkers	2.2588843821797555	2.0295567094854112	0.042401619070912444	0.2570363633944692
ASD.SFARI.1	isoExpr.M9_magenta	Networks.isoExpr	1.1140765398696642	2.000759342282129	0.045418330887727544	0.27276650617665377
ASD.SFARI.1	geneExpr.M22_darkgreen	Networks.geneExpr	1.1236312016120962	1.9991343680472946	0.045593817455805624	0.27276650617665377
NDD.fuTADA	isoExpr.M11_greenyellow	Networks.isoExpr	1.0639076842554536	1.999502597747436	0.045554001075428875	0.27276650617665377
EPI.helbig	isoExpr.M50_thistle2	Networks.isoExpr	1.128510948089686	1.9948863458646064	0.046055277049586424	0.2731416863979801
ASD.fuTADA	isoExpr.M28_skyblue	Networks.isoExpr	1.089824034798685	1.9956634981603467	0.045970562780713126	0.2731416863979801
ASD.fuTADA	PgS	SingleCellMarkers	2.228793747180041	1.9922174059873305	0.04634720925788484	0.2736882615659579
DDD.kaplanis	isoExpr.M1_turquoise	Networks.isoExpr	1.128803479994423	1.9883761579849002	0.04677010362349454	0.2750001801038091
EPI.epi25	geneExpr.M19_lightyellow	Networks.geneExpr	1.2450482192803012	1.9848838825467534	0.047157391977669896	0.2760924231171272
DDD.kaplanis	DTU.up	DGE/DTE/DTU	1.3432725167547868	1.9789429329506947	0.047822431745169376	0.2774612132409587
NDD.fuTADA	isoUsage.M19_lightyellow	Networks.isoUsage	1.067992425822684	1.980131777739714	0.047688723239761206	0.2774612132409587
NDD.fuTADA	isoUsage.M22_darkgreen	Networks.isoUsage	0.9055932708679515	-1.9773793653684293	0.047998764626355626	0.2774612132409587
NDD.fuTADA	isoExpr.M16_lightcyan	Networks.isoExpr	1.0658174379022354	1.972883845995196	0.04850879748141392	0.27923131323334904
NDD.fuTADA	geneExpr.M5_green	Networks.geneExpr	1.0647182671003352	1.9661290118662405	0.04928370991083784	0.28250494802446796
BIP.bipex	isoExpr.M20_royalblue	Networks.isoExpr	1.21876971149566	1.9580732397156848	0.05022141930821393	0.2866806018843878
DDD.kaplanis	isoUsage.M16_lightcyan	Networks.isoUsage	0.8482375055710251	-1.9522761851227004	0.05090542330477507	0.2893793772927048
ASD.SFARI.1	isoExpr.M27_white	Networks.isoExpr	1.0942339641803245	1.9471287027615312	0.051519306664578775	0.29165888483666497
ASD.SFARI.S	isoExpr.M4_yellow	Networks.isoExpr	1.1664512837480827	1.9360558898668858	0.052860856165099494	0.2973301910570598
SCZ.schema	isoExpr.M9_magenta	Networks.isoExpr	1.2389772105957588	1.9352864178688671	0.05295515811527197	0.2973301910570598
ASD.SFARI.S	isoExpr.M23_darkturquoise	Networks.isoExpr	1.113452165239036	1.9261634296271941	0.0540839705636885	0.3004003512128172
DDD.kaplanis	isoUsage.M22_darkgreen	Networks.isoUsage	0.828823097061827	-1.9255565270338881	0.05415977135004807	0.3004003512128172
SCZ.schema	isoExpr.M45_darkorange2	Networks.isoExpr	1.165505558016922	1.9263446925806729	0.05406134840145091	0.3004003512128172
ASD.SFARI.1	isoExpr.M53_palevioletred3	Networks.isoExpr	1.082717592330493	1.9003923768009565	0.05738164657571331	0.31698732180938405
ASD.fuTADA	isoExpr.M23_darkturquoise	Networks.isoExpr	1.0867337407438378	1.8898906665473634	0.0587725840861339	0.3233672297108572
NDD.fuTADA	isoExpr.M37_skyblue3	Networks.isoExpr	1.0550068388082694	1.8798884944404854	0.06012327628826341	0.3294755540596835
ASD.SFARI.S	isoUsage.M1_turquoise	Networks.isoUsage	1.3032608681901332	1.8738267340173818	0.06095431035861013	0.3313785920289519
NDD.fuTADA	isoExpr.M35_sienna3	Networks.isoExpr	1.0559516984881234	1.8744612888383507	0.06086687283823854	0.3313785920289519
DDD.kaplanis	isoExpr.M17_grey60	Networks.isoExpr	1.097980087414572	1.8539656238175106	0.06374407821269464	0.34381648484799865
NDD.fuTADA	isoExpr.M51_thistle1	Networks.isoExpr	1.0630253714490105	1.8553529174582	0.06354584613675042	0.34381648484799865
SCZ.schema	isoUsage.M1_turquoise	Networks.isoUsage	1.9357399666143191	1.8431649718933392	0.06530492745879925	0.3508539239943332
ASD.fuTADA	isoExpr.M13_salmon	Networks.isoExpr	1.0930418136527356	1.840867066762022	0.06564104161085679	0.3510693144563134
BIP.bipex	geneExpr.M8_pink	Networks.geneExpr	1.2106553843203764	1.8393921470507106	0.06585752833231573	0.3510693144563134
EPI.epi25	DGE.up	DGE/DTE/DTU	3.0432979615804183	1.8351677609251809	0.06648083636594182	0.3530183946563577
SCZ.schema	isoExpr.M39_orangered4	Networks.isoExpr	1.1606652896628495	1.829320490550059	0.06735161079666264	0.35626141618311896
DDD.kaplanis	isoExpr.M18_lightgreen	Networks.isoExpr	1.0900417308167782	1.822307788542663	0.06840829708682443	0.3604591038805749
SCZ.schema	DGE.up	DGE/DTE/DTU	2.150975352559499	1.8133846982023432	0.06977250796177743	0.3648409767466988
ASD.fuTADA	geneExpr.M2_blue	Networks.geneExpr	0.8404849903994236	-1.814435760835537	0.06961066434258226	0.3648409767466988
ASD.fuTADA	DGE.down	DGE/DTE/DTU	0.6211696327022851	-1.8084387609574961	0.07053823984336645	0.36550659745323577
DDD.kaplanis	isoUsage.M29_saddlebrown	Networks.isoUsage	1.0811343554453148	1.805688727668084	0.07096697439602971	0.36550659745323577
ASD.fuTADA	isoUsage.M16_lightcyan	Networks.isoUsage	0.8440497868672991	-1.8061967810225692	0.07088760756575298	0.36550659745323577
NDD.fuTADA	isoExpr.M8_pink	Networks.isoExpr	1.068449183639255	1.8087249667829102	0.0704937422236952	0.36550659745323577
NDD.fuTADA	isoExpr.M13_salmon	Networks.isoExpr	1.0604555725381022	1.7988060511332304	0.07204936581044406	0.36831205656831484
BIP.bipex	isoUsage.M24_darkgrey	Networks.isoUsage	1.2200338968358668	1.8002928298070247	0.07181441249098867	0.36831205656831484
SCZ.schema	geneExpr.M12_tan	Networks.geneExpr	1.1818981100788462	1.794476206587099	0.072737193003498	0.3704459271925363
EPI.helbig	isoExpr.M6_red	Networks.isoExpr	1.1570397773221537	1.7775876852817665	0.07547159781972683	0.38294847782602137
NDD.fuTADA	n_transcripts_log2|tpm	txAnno	1.0787557676961317	1.7718587136421728	0.07641801332296227	0.3844272958492882
ASD.fuTADA	DTU.down	DGE/DTE/DTU	1.3213687235385805	1.764551471633291	0.07763917752308515	0.3844272958492882
ASD.SFARI.1	isoExpr.M11_greenyellow	Networks.isoExpr	1.0891548225220264	1.7656993903132117	0.07744629513633991	0.3844272958492882
ASD.SFARI.1or2	isoExpr.M30_steelblue	Networks.isoExpr	1.0496819579284251	1.7640279667941028	0.0777272707666079	0.3844272958492882
SCZ.schema	isoUsage.M29_saddlebrown	Networks.isoUsage	1.1894842834422623	1.7662702549654044	0.07735051937648105	0.3844272958492882
EPI.epi25	isoExpr.M36_yellowgreen	Networks.isoExpr	1.2391334929118252	1.7733795025736527	0.07616584315844936	0.3844272958492882
ASD.SFARI.1or2	PgS	SingleCellMarkers	1.6546884709361702	1.7644292443894143	0.07765973814119378	0.3844272958492882
ASD.SFARI.1or2	isoExpr.M28_skyblue	Networks.isoExpr	1.0550058899718828	1.760270994560387	0.07836186966568495	0.3861718037481596
ASD.SFARI.1or2	isoExpr.M32_violet	Networks.isoExpr	1.0622657009305572	1.7573334718387938	0.07886098572160133	0.3872385320379707
ASD.SFARI.1	isoExpr.M31_paleturquoise	Networks.isoExpr	1.0778970890749786	1.7552791781906667	0.07921156624003135	0.38757087767443915
EPI.helbig	isoUsage.M27_white	Networks.isoUsage	1.1076068519905422	1.7522609921157108	0.07972894021657964	0.38871405016624233
ASD.SFARI.S	novel_exon	txAnno	1.385935074048332	1.7503189767120182	0.08006328817691977	0.3889599461077308
DDD.kaplanis	isoUsage.M14_cyan	Networks.isoUsage	0.8679137981812259	-1.745978303247001	0.08081472205523735	0.39122321277623734
ASD.SFARI.1or2	isoExpr.M48_darkslateblue	Networks.isoExpr	1.0517476811420499	1.7421068112853022	0.08148975596965714	0.39310199182545874
ASD.fuTADA	isoExpr.M10_purple	Networks.isoExpr	1.0944139549199914	1.7362383190958703	0.08252170438494641	0.3952962762495684
EPI.epi25	isoExpr.M48_darkslateblue	Networks.isoExpr	1.2022227911038583	1.7378353966425633	0.08223982168022258	0.3952962762495684
DDD.kaplanis	geneExpr.M2_blue	Networks.geneExpr	0.8652944085694658	-1.7344411758212366	0.08283983451465197	0.3954375375786523
ASD.SFARI.1or2	isoUsage.M2_blue	Networks.isoUsage	1.1009536052700246	1.7178587282987132	0.08582238635736392	0.40418503041244236
DDD.kaplanis	isoUsage.M6_red	Networks.isoUsage	0.8895992213835264	-1.7177801041735372	0.085836731845295125	0.40418503041244236
SCZ.schema	isoExpr.M24_darkgrey	Networks.isoExpr	1.185167251694005	1.7189622312267991	0.0856212493434471	0.40418503041244236
BIP.bipex	isoExpr.M5_green	Networks.isoExpr	1.2796264001086817	1.717694019581979	0.08585244076643848	0.40418503041244236
DDD.kaplanis	isoExpr.M6_red	Networks.isoExpr	1.1041122803074506	1.712702911947719	0.08676720915813689	0.40570333292371175
DDD.kaplanis	isoExpr.M11_greenyellow	Networks.isoExpr	1.0779368105417197	1.7134616659727993	0.08662763991054123	0.40570333292371175
ASD.fuTADA	isoExpr.M12_tan	Networks.isoExpr	1.1029478619222566	1.7043722476062915	0.08831156527684246	0.4115198790111366
NDD.fuTADA	isoUsage.M14_cyan	Networks.isoUsage	0.9250476183572993	-1.7025690248549836	0.08864875089052252	0.4116908092203927
EPI.helbig	isoUsage.M4_yellow	Networks.isoUsage	0.8069558668978014	-1.700127129964304	0.08910701518930532	0.4119999964019568
ASD.fuTADA	isoExpr.M17_grey60	Networks.isoExpr	1.0996152756654818	1.6990127169271942	0.08931678754115414	0.4119999964019568
ASD.SFARI.S	isoExpr.M43_ivory	Networks.isoExpr	1.0976681826274246	1.6931582241197363	0.09042535403491064	0.41277957212283656
DDD.kaplanis	isoExpr.M28_skyblue	Networks.isoExpr	1.072052563649043	1.691763967989354	0.09069098628392248	0.41277957212283656
EPI.helbig	isoUsage.M10_purple	Networks.isoUsage	1.1264587272564732	1.6932800704507887	0.09040216977080112	0.41277957212283656
NDD.fuTADA	isoExpr.M50_thistle2	Networks.isoExpr	1.0600314205868901	1.6927601218490387	0.09050113614217097	0.41277957212283656
ASD.SFARI.1or2	isoUsage.M7_black	Networks.isoUsage	0.9271369636294824	-1.6900763955007807	0.09101334008887296	0.412875085833629
ASD.fuTADA	isoUsage.M23_darkturquoise	Networks.isoUsage	1.0872287012707493	1.68515554977562	0.09195856449533032	0.4157862487082592
DDD.kaplanis	isoExpr.M45_darkorange2	Networks.isoExpr	1.0677663689502597	1.681670059256373	0.09263283697742196	0.4174571929574608
BIP.bipex	isoUsage.M5_green	Networks.isoUsage	1.305869999134967	1.677257408907532	0.09349215723747255	0.4199483784109423
ASD.SFARI.1	isoExpr.M35_sienna3	Networks.isoExpr	1.0779584330314993	1.6751127003178643	0.09391212157290055	0.42042729284961033
DDD.kaplanis	isoUsage.M10_purple	Networks.isoUsage	1.0850201945812867	1.6735832161621973	0.0942125393465915	0.42042729284961033
ASD.fuTADA	isoExpr.M42_lightcyan1	Networks.isoExpr	1.0758252030663435	1.6719965729835549	0.09452499785127767	0.4204521008319819
ASD.fuTADA	geneExpr.M10_purple	Networks.geneExpr	1.1127088493567918	1.6698421363728102	0.09495060119046524	0.42097839362762907
ASD.SFARI.1or2	DTE	DGE/DTE/DTU	1.1646764685345743	1.6651798135107403	0.09587688706377043	0.422351560377381
ASD.SFARI.1	ExDp	SingleCellMarkers	2.2694432784727203	1.66551821244161	0.0958094131907446	0.422351560377381
ASD.SFARI.S	DTE.not.DGE	DGE/DTE/DTU	0.496400388151289	-1.650712972260487	0.09879719771119405	0.4338210284113329
ASD.fuTADA	DTU	DGE/DTE/DTU	1.2799696900592428	1.645172140010973	0.09993431711176852	0.43741218671924237
SCZ.schema	DTE.up	DGE/DTE/DTU	2.006889335570556	1.6319935412128919	0.10268084681375082	0.4376438507010103
ASD.SFARI.1	isoUsage.M13_salmon	Networks.isoUsage	1.1118188533659163	1.6364808936437678	0.10173898124554914	0.4376438507010103
ASD.SFARI.1or2	isoExpr.M42_lightcyan1	Networks.isoExpr	1.0509886550196594	1.6367484756121835	0.10168303559000888	0.4376438507010103
ASD.SFARI.1or2	geneExpr.M13_salmon	Networks.geneExpr	1.0487930396854719	1.6360265793797926	0.10183402474603315	0.4376438507010103
DDD.kaplanis	isoUsage.M5_green	Networks.isoUsage	0.8885101314655207	-1.6407186241071805	0.10085583707560229	0.4376438507010103
EPI.helbig	isoUsage.M7_black	Networks.isoUsage	1.142559677648875	1.634175892262103	0.10222192301993369	0.4376438507010103
ASD.fuTADA	isoExpr.M9_magenta	Networks.isoExpr	1.090929357607521	1.632894695415512	0.10249114599498765	0.4376438507010103
NDD.fuTADA	isoUsage.M21_darkred	Networks.isoUsage	0.9176662527603289	-1.632446780900929	0.10258540102466719	0.4376438507010103
NDD.fuTADA	geneExpr.M15_midnightblue	Networks.geneExpr	0.8907458368096358	-1.6311329124283955	0.10286227731804767	0.4376438507010103
ASD.SFARI.1	isoUsage.M17_grey60	Networks.isoUsage	1.1044246884020723	1.6289731688280509	0.1033186990814909	0.43822482272954344
ASD.SFARI.1or2	isoUsage.M17_grey60	Networks.isoUsage	1.0642478894707827	1.6269246601882907	0.10375309979726638	0.43870909482177445
ASD.SFARI.S	isoExpr.M6_red	Networks.isoExpr	1.1335016727520515	1.6158707697959238	0.10612225657791495	0.4473461277284415
EPI.helbig	isoUsage.M12_tan	Networks.isoUsage	0.7991474202211307	-1.6126814210357967	0.10681373897619063	0.4488798233048502
NDD.fuTADA	isoExpr.M52_salmon4	Networks.isoExpr	1.0535330899609714	1.602639235405805	0.10901432615198552	0.45672668754807383
DDD.kaplanis	isoUsage.M4_yellow	Networks.isoUsage	0.8924706829480548	-1.6005016502249891	0.10948734113017633	0.4573099309400658
DDD.kaplanis	geneExpr.M23_darkturquoise	Networks.geneExpr	1.066958362414054	1.597782771378569	0.1100913302035475	0.45843502242814615
ASD.fuTADA	isoUsage.M29_saddlebrown	Networks.isoUsage	1.0782630085833445	1.595543910884918	0.11059065878839092	0.4591187955760471
DDD.kaplanis	geneExpr.M6_red	Networks.geneExpr	1.0697477558582613	1.5886355256527118	0.11214270281439107	0.4641555977514072
DDD.kaplanis	isoExpr.M42_lightcyan1	Networks.isoExpr	1.0672950166550295	1.5850183016930826	0.11296217609784436	0.4645335819421585
ASD.fuTADA	isoUsage.M4_yellow	Networks.isoUsage	0.8809463618511955	-1.585800240534494	0.1127846311264097	0.4645335819421585
EPI.epi25	isoExpr.M34_darkmagenta	Networks.isoExpr	1.2175519702185276	1.5837472273465052	0.1132512528238547	0.4645335819421585
DDD.kaplanis	isoUsage.M18_lightgreen	Networks.isoUsage	0.8781828374247588	-1.5799770011251408	0.11411213353434906	0.466667531170323
ASD.fuTADA	isoExpr.M15_midnightblue	Networks.isoExpr	0.7862185183635275	-1.5765078155176873	0.11490881903375041	0.4685270299888038
ASD.SFARI.1	isoExpr.M18_lightgreen	Networks.isoExpr	0.7924931566710853	-1.574877889577217	0.11528463316379679	0.4686645324462956
ASD.SFARI.1or2	geneExpr.M2_blue	Networks.geneExpr	0.9309870305599307	-1.5686321973682855	0.11673366561474689	0.47315124820178467
DDD.kaplanis	isoUsage.M8_pink	Networks.isoUsage	1.0798433803389216	1.564126636162699	0.11778783178599168	0.47601572137701653
ASD.SFARI.1or2	isoExpr.M40_mediumpurple3	Networks.isoExpr	1.0481353100315347	1.562611936634244	0.11814389895491365	0.476050416377152
SCZ.schema	isoExpr.M31_paleturquoise	Networks.isoExpr	1.1499290056043587	1.560584360442197	0.11862185122283955	0.47657459288941406
SCZ.schema	geneExpr.M15_midnightblue	Networks.geneExpr	1.2153697962860242	1.5577804067923107	0.11928531216222428	0.4778388235738224
ASD.SFARI.1	DTU	DGE/DTE/DTU	0.7711783611698888	-1.5523380220253256	0.12058136472987363	0.48162236058287716
ASD.SFARI.S	isoExpr.M13_salmon	Networks.isoExpr	1.103123536547818	1.5484681117854506	0.12150963346886656	0.4839191798033349
EPI.helbig	geneExpr.M2_blue	Networks.geneExpr	0.7767038645647082	-1.5469753248673672	0.1218691958143707	0.4839443427990952
SCZ.schema	novel_exon	txAnno	1.798598485621159	1.5400209211610103	0.12355525386662328	0.48522265223428235
ASD.SFARI.1	DTU.not.DTE	DGE/DTE/DTU	0.660604343636712	-1.5428727638199649	0.12286165031855079	0.48522265223428235
ASD.SFARI.S	isoUsage.M12_tan	Networks.isoUsage	1.1055670800519763	1.5402383212333497	0.12350227207329392	0.48522265223428235
EPI.helbig	isoUsage.M16_lightcyan	Networks.isoUsage	0.7534030169638135	-1.539805321833749	0.12360781432829528	0.48522265223428235
EPI.epi25	DTU	DGE/DTE/DTU	0.19568891378068526	-1.5373793713239772	0.12420043497032641	0.48537249039512453
ASD.SFARI.1	isoExpr.M33_darkolivegreen	Networks.isoExpr	1.0775122025105284	1.536749934926092	0.12435455775816694	0.48537249039512453
ASD.SFARI.1	isoUsage.M24_darkgrey	Networks.isoUsage	0.8488293477801498	-1.5315424093961354	0.1256353934315422	0.4889786619352637
SCZ.schema	DTE.down	DGE/DTE/DTU	0.21068166808818725	-1.5296957468319046	0.12609205689990527	0.48936577323759267
BIP.bipex	n_transcripts_log2|tpm	txAnno	1.4535621043745444	1.5234457104407482	0.12764723333817485	0.4906267577048657
ASD.SFARI.1	geneExpr.M2_blue	Networks.geneExpr	0.8630525172693629	-1.526525322563669	0.12687908897195524	0.4906267577048657
ASD.fuTADA	isoUsage.M5_green	Networks.isoUsage	0.8864043702114702	-1.522637372309043	0.12784945438002704	0.4906267577048657
NDD.fuTADA	isoUsage.M16_lightcyan	Networks.isoUsage	0.9340468612799296	-1.524750163401507	0.1273214245971594	0.4906267577048657
ASD.SFARI.S	DTU.not.DGE	DGE/DTE/DTU	0.6617440042592151	-1.5161116008400999	0.12949113540637866	0.4955387025327898
ASD.fuTADA	isoExpr.M11_greenyellow	Networks.isoExpr	1.074943080815472	1.5119003169893919	0.13055922340653608	0.49823436230349427
NDD.fuTADA	DGE.down	DGE/DTE/DTU	0.8148587175244851	-1.5088289665208363	0.13134249626324906	0.49983116633514224
ASD.fuTADA	isoExpr.M32_violet	Networks.isoExpr	1.0793523479698481	1.5032415114561706	0.13277677649716524	0.503889705820267
DDD.kaplanis	isoExpr.M44_floralwhite	Networks.isoExpr	1.059231154160418	1.4984216493754547	0.13402373508539342	0.5072168979751077
DDD.kaplanis	isoExpr.M29_saddlebrown	Networks.isoExpr	1.0629090593867565	1.4941684138042606	0.13513160610643793	0.5091299780056479
NDD.fuTADA	isoExpr.M44_floralwhite	Networks.isoExpr	1.0440134035605895	1.4936294771364653	0.13527249050661008	0.5091299780056479
ASD.SFARI.1or2	geneExpr.M12_tan	Networks.geneExpr	1.0491877764348665	1.4917927779391387	0.1357534778179311	0.509540450987851
ASD.SFARI.1or2	geneExpr.M11_greenyellow	Networks.geneExpr	0.8288599555231958	-1.4895239649113623	0.13634944750060696	0.5103790794421627
ASD.fuTADA	isoExpr.M19_lightyellow	Networks.isoExpr	1.0726757374808205	1.4790518581186982	0.13912645544503657	0.5193548881735698
ASD.SFARI.S	geneExpr.M6_red	Networks.geneExpr	1.0858394528802773	1.4697305464157997	0.14163474620163763	0.5269520336760439
SCZ.schema	isoExpr.M27_white	Networks.isoExpr	1.1550125244427654	1.4686384641680201	0.14193087622369358	0.5269520336760439
ASD.SFARI.1	isoUsage.M29_saddlebrown	Networks.isoUsage	1.0764784919475023	1.4629048617939917	0.1434934134954278	0.5276827307600965
ASD.SFARI.S	isoExpr.M42_lightcyan1	Networks.isoExpr	1.0857694667213815	1.4622658825464816	0.14366836392227447	0.5276827307600965
EPI.helbig	isoUsage.M15_midnightblue	Networks.isoUsage	0.7523545004631259	-1.4631735859494812	0.14341988653300095	0.5276827307600965
SCZ.schema	isoExpr.M30_steelblue	Networks.isoExpr	1.1290675677994955	1.4652913588117151	0.14284144309209176	0.5276827307600965
ASD.SFARI.1or2	isoUsage.M9_magenta	Networks.isoUsage	1.055770628274025	1.4531886079751861	0.1461713942752142	0.5340892718530916
DDD.kaplanis	isoExpr.M10_purple	Networks.isoExpr	1.0735835282212363	1.4531132278504113	0.14619231893789006	0.5340892718530916
NDD.fuTADA	isoExpr.M21_darkred	Networks.isoExpr	1.0533423046899661	1.4463713826478704	0.148073064012235	0.5380904448189971
ASD.SFARI.S	ExM	SingleCellMarkers	2.8623761013188354	1.4463939420570044	0.14806674002766249	0.5380904448189971
ASD.SFARI.S	DTE.down	DGE/DTE/DTU	0.6548347547662885	-1.4428018956688804	0.14907628501597545	0.5403029377563131
EPI.helbig	isoExpr.M5_green	Networks.isoExpr	0.8641915153793903	-1.4322491614462505	0.1520725268085273	0.5497080784371567
BIP.bipex	isoExpr.M11_greenyellow	Networks.isoExpr	1.192986348706279	1.4278536473225425	0.15333398769440165	0.5528093766877112
ASD.SFARI.1	isoUsage.M16_lightcyan	Networks.isoUsage	0.8857543801183366	-1.4231695884365356	0.15468699929333526	0.5547675105546317
EPI.epi25	isoUsage.M21_darkred	Networks.isoUsage	1.2894155373874747	1.4240865898469917	0.1544214078433915	0.5547675105546317
ASD.SFARI.1	DTU.not.DGE	DGE/DTE/DTU	0.7513002445461314	-1.414891162926547	0.15710040940822537	0.5619518561077513
ASD.SFARI.1or2	geneExpr.M4_yellow	Networks.geneExpr	0.8972417297707117	-1.4084152428829557	0.1590081482506801	0.5643553448275433
ASD.SFARI.S	isoExpr.M15_midnightblue	Networks.isoExpr	1.1039883191356303	1.4088525703864203	0.15887876663945222	0.5643553448275433
EPI.helbig	isoUsage.M1_turquoise	Networks.isoUsage	0.8151241465545978	-1.409553586864133	0.15867153993140795	0.5643553448275433
ASD.SFARI.S	isoExpr.M1_turquoise	Networks.isoExpr	1.1281329723479272	1.4037190324636284	0.16040253266396065	0.5663697673959435
BIP.bipex	isoExpr.M1_turquoise	Networks.isoExpr	0.6514379068471703	-1.4050421918896892	0.16000873236449534	0.5663697673959435
ASD.SFARI.1	isoExpr.M48_darkslateblue	Networks.isoExpr	1.0638699437202668	1.4006107181547724	0.1613305140763532	0.5681820161557941
DDD.kaplanis	isoExpr.M35_sienna3	Networks.isoExpr	1.0604675910650092	1.3943018501715545	0.1632264724609999	0.573385300696333
DDD.kaplanis	DTU.down	DGE/DTE/DTU	1.2309688256038267	1.3880493600391326	0.16512201518314706	0.5785605135573184
EPI.helbig	isoExpr.M45_darkorange2	Networks.isoExpr	1.0804020366604503	1.381835880079048	0.16702209940559873	0.5822398885131559
EPI.helbig	ExDp	SingleCellMarkers	2.304948661289314	1.3821766648890046	0.1669174632439647	0.5822398885131559
ASD.SFARI.1or2	vRG	SingleCellMarkers	1.5184997458800056	1.3665433847064037	0.17176847332221762	0.5972660112980663
ASD.SFARI.1	isoUsage.M14_cyan	Networks.isoUsage	0.8860088232521478	-1.3600060201426993	0.1738280188303356	0.5998599138477576
ASD.SFARI.1	isoUsage.M25_orange	Networks.isoUsage	0.8876979102798992	-1.3600198375570471	0.17382364639224096	0.5998599138477576
ASD.fuTADA	isoExpr.M43_ivory	Networks.isoExpr	1.0648154284413742	1.3625606771819685	0.17302100890755231	0.5998599138477576
EPI.helbig	DTE.not.DGE	DGE/DTE/DTU	0.5592000341508305	-1.3572233779153107	0.17471024474902352	0.6002514495172651
ASD.SFARI.1	isoExpr.M24_darkgrey	Networks.isoExpr	1.072583440039526	1.3568849866608235	0.1748177579251013	0.6002514495172651
DDD.kaplanis	isoExpr.M12_tan	Networks.isoExpr	1.0767922048647507	1.3511753696896807	0.17663926251758397	0.6049894741227251
ASD.SFARI.S	geneExpr.M22_darkgreen	Networks.geneExpr	1.098291556275091	1.3460127099265176	0.17829841765447438	0.6076339109120147
ASD.fuTADA	isoUsage.M25_orange	Networks.isoUsage	0.890035233118641	-1.3472505260950818	0.1778995601212538	0.6076339109120147
ASD.fuTADA	geneExpr.M16_lightcyan	Networks.geneExpr	0.8639300866245873	-1.3443748625842042	0.17882719827455898	0.6079237261442824
DDD.kaplanis	ExN-2	SingleCellMarkers	4.078482177528763	1.3402174319386921	0.18017466590483577	0.610988347251547
SCZ.schema	n_transcripts_log2|tpm	txAnno	1.3469561360876936	1.3373265841610928	0.18111605708983966	0.6126641931187169
ASD.SFARI.1or2	isoUsage.M12_tan	Networks.isoUsage	1.046018110828551	1.333716489514108	0.18229678860583265	0.6151394098275633
EPI.epi25	isoExpr.M31_paleturquoise	Networks.isoExpr	1.187234574665488	1.332227054320163	0.18278558894874938	0.6152733583778542
SCZ.schema	geneExpr.M3_brown	Networks.geneExpr	1.1596319340925674	1.3224036162883763	0.1860337853107658	0.6246722693033068
SCZ.schema	isoUsage.M9_magenta	Networks.isoUsage	1.1974783716736923	1.3181398935960225	0.18745682200729386	0.6279116042787105
ASD.fuTADA	isoExpr.M31_paleturquoise	Networks.isoExpr	1.059369459704129	1.3144494474561719	0.18869499956763144	0.6305174375796465
ASD.SFARI.S	DTE.up	DGE/DTE/DTU	1.3482093931932249	1.3087644066412247	0.19061416718306817	0.6320519835165007
