Gene,Set
CLEC1A,SCZ_SCHEMA (p<0.05)
CLEC2B,SCZ_SCHEMA (p<0.05)
CLPTM1,SCZ_SCHEMA (p<0.05)
CLSTN2,SCZ_SCHEMA (p<0.05)
CLTC,SCZ_SCHEMA (p<0.05)
CNNM1,SCZ_SCHEMA (p<0.05)
CNOT4,SCZ_SCHEMA (p<0.05)
COL24A1,SCZ_SCHEMA (p<0.05)
COL9A3,SCZ_SCHEMA (p<0.05)
COLGALT1,SCZ_SCHEMA (p<0.05)
COMMD2,SCZ_SCHEMA (p<0.05)
COPS7A,SCZ_SCHEMA (p<0.05)
CPAMD8,SCZ_SCHEMA (p<0.05)
CPNE8,SCZ_SCHEMA (p<0.05)
CPSF4,SCZ_SCHEMA (p<0.05)
CR1L,SCZ_SCHEMA (p<0.05)
CRAMP1L,SCZ_SCHEMA (p<0.05)
CRAT,SCZ_SCHEMA (p<0.05)
CRB1,SCZ_SCHEMA (p<0.05)
CRIPAK,SCZ_SCHEMA (p<0.05)
CSDE1,SCZ_SCHEMA (p<0.05)
CSNK1A1,SCZ_SCHEMA (p<0.05)
CSNK1G2,SCZ_SCHEMA (p<0.05)
CSNK2A1,SCZ_SCHEMA (p<0.05)
CSPG5,SCZ_SCHEMA (p<0.05)
CSTF3,SCZ_SCHEMA (p<0.05)
CSTL1,SCZ_SCHEMA (p<0.05)
CTAG2,SCZ_SCHEMA (p<0.05)
CTAGE1,SCZ_SCHEMA (p<0.05)
CTAGE5,SCZ_SCHEMA (p<0.05)
CTBP1,SCZ_SCHEMA (p<0.05)
CTCF,SCZ_SCHEMA (p<0.05)
CTNNAL1,SCZ_SCHEMA (p<0.05)
CUL1,SCZ_SCHEMA (p<0.05)
CUL4B,SCZ_SCHEMA (p<0.05)
CYP11B1,SCZ_SCHEMA (p<0.05)
CYP2C18,SCZ_SCHEMA (p<0.05)
CYSTM1,SCZ_SCHEMA (p<0.05)
CYTH4,SCZ_SCHEMA (p<0.05)
DAGLA,SCZ_SCHEMA (p<0.05)
DCAF5,SCZ_SCHEMA (p<0.05)
DCAF7,SCZ_SCHEMA (p<0.05)
DCAF8,SCZ_SCHEMA (p<0.05)
DCLK2,SCZ_SCHEMA (p<0.05)
DCLK3,SCZ_SCHEMA (p<0.05)
DCTN5,SCZ_SCHEMA (p<0.05)
DDB1,SCZ_SCHEMA (p<0.05)
DDX31,SCZ_SCHEMA (p<0.05)
DDX43,SCZ_SCHEMA (p<0.05)
DEFB125,SCZ_SCHEMA (p<0.05)
DENND5A,SCZ_SCHEMA (p<0.05)
DEPDC7,SCZ_SCHEMA (p<0.05)
DEXI,SCZ_SCHEMA (p<0.05)
DGCR2,SCZ_SCHEMA (p<0.05)
DGKH,SCZ_SCHEMA (p<0.05)
DGKI,SCZ_SCHEMA (p<0.05)
DHX37,SCZ_SCHEMA (p<0.05)
DHX58,SCZ_SCHEMA (p<0.05)
DHX9,SCZ_SCHEMA (p<0.05)
DIDO1,SCZ_SCHEMA (p<0.05)
DLAT,SCZ_SCHEMA (p<0.05)
DLGAP1,SCZ_SCHEMA (p<0.05)
DLK2,SCZ_SCHEMA (p<0.05)
DMBX1,SCZ_SCHEMA (p<0.05)
DMXL2,SCZ_SCHEMA (p<0.05)
DNAH1,SCZ_SCHEMA (p<0.05)
DNAH7,SCZ_SCHEMA (p<0.05)
DNAJC14,SCZ_SCHEMA (p<0.05)
DNAJC2,SCZ_SCHEMA (p<0.05)
DNM3,SCZ_SCHEMA (p<0.05)
DOPEY1,SCZ_SCHEMA (p<0.05)
DPY19L3,SCZ_SCHEMA (p<0.05)
DSCAM,SCZ_SCHEMA (p<0.05)
DSCAML1,SCZ_SCHEMA (p<0.05)
DYNC2H1,SCZ_SCHEMA (p<0.05)
DYRK4,SCZ_SCHEMA (p<0.05)
DYSF,SCZ_SCHEMA (p<0.05)
EEF1E1,SCZ_SCHEMA (p<0.05)
EFCAB13,SCZ_SCHEMA (p<0.05)
EFHB,SCZ_SCHEMA (p<0.05)
EFTUD2,SCZ_SCHEMA (p<0.05)
EGFL6,SCZ_SCHEMA (p<0.05)
EID2,SCZ_SCHEMA (p<0.05)
EIF2S1,SCZ_SCHEMA (p<0.05)
EIF2S3,SCZ_SCHEMA (p<0.05)
EIF3K,SCZ_SCHEMA (p<0.05)
EIF4A2,SCZ_SCHEMA (p<0.05)
EIF4G1,SCZ_SCHEMA (p<0.05)
EIF4G2,SCZ_SCHEMA (p<0.05)
EIF4G3,SCZ_SCHEMA (p<0.05)
ELL2,SCZ_SCHEMA (p<0.05)
EMX2,SCZ_SCHEMA (p<0.05)
ENO2,SCZ_SCHEMA (p<0.05)
ENOX2,SCZ_SCHEMA (p<0.05)
ENTPD4,SCZ_SCHEMA (p<0.05)
EPHA4,SCZ_SCHEMA (p<0.05)
EPHB2,SCZ_SCHEMA (p<0.05)
EPM2AIP1,SCZ_SCHEMA (p<0.05)
ESYT1,SCZ_SCHEMA (p<0.05)
EYA3,SCZ_SCHEMA (p<0.05)
EZR,SCZ_SCHEMA (p<0.05)
F8,SCZ_SCHEMA (p<0.05)
FABP4,SCZ_SCHEMA (p<0.05)
FABP7,SCZ_SCHEMA (p<0.05)
FADS1,SCZ_SCHEMA (p<0.05)
FAM111A,SCZ_SCHEMA (p<0.05)
FAM120A,SCZ_SCHEMA (p<0.05)
FAM135A,SCZ_SCHEMA (p<0.05)
FAM149B1,SCZ_SCHEMA (p<0.05)
FAM154B,SCZ_SCHEMA (p<0.05)
FAM160B2,SCZ_SCHEMA (p<0.05)
FAM171B,SCZ_SCHEMA (p<0.05)
FAM173A,SCZ_SCHEMA (p<0.05)
FAM174B,SCZ_SCHEMA (p<0.05)
FAM178A,SCZ_SCHEMA (p<0.05)
FAM193A,SCZ_SCHEMA (p<0.05)
FAM214A,SCZ_SCHEMA (p<0.05)
FAM214B,SCZ_SCHEMA (p<0.05)
FAM63B,SCZ_SCHEMA (p<0.05)
FAM69C,SCZ_SCHEMA (p<0.05)
FAM71F2,SCZ_SCHEMA (p<0.05)
FAM86B1,SCZ_SCHEMA (p<0.05)
FAM8A1,SCZ_SCHEMA (p<0.05)
FAR2,SCZ_SCHEMA (p<0.05)
FBXL12,SCZ_SCHEMA (p<0.05)
FBXL6,SCZ_SCHEMA (p<0.05)
FBXO16,SCZ_SCHEMA (p<0.05)
FBXO32,SCZ_SCHEMA (p<0.05)
FBXO34,SCZ_SCHEMA (p<0.05)
FBXO46,SCZ_SCHEMA (p<0.05)
FBXW9,SCZ_SCHEMA (p<0.05)
FDXR,SCZ_SCHEMA (p<0.05)
FGF14,SCZ_SCHEMA (p<0.05)
FGFBP2,SCZ_SCHEMA (p<0.05)
FGFBP3,SCZ_SCHEMA (p<0.05)
FLRT1,SCZ_SCHEMA (p<0.05)
FN3KRP,SCZ_SCHEMA (p<0.05)
FNBP4,SCZ_SCHEMA (p<0.05)
FOXF2,SCZ_SCHEMA (p<0.05)
FRMD6,SCZ_SCHEMA (p<0.05)
FTSJ2,SCZ_SCHEMA (p<0.05)
FYN,SCZ_SCHEMA (p<0.05)
FZD5,SCZ_SCHEMA (p<0.05)
GABRG2,SCZ_SCHEMA (p<0.05)
GAL3ST2,SCZ_SCHEMA (p<0.05)
GAS7,SCZ_SCHEMA (p<0.05)
GATA3,SCZ_SCHEMA (p<0.05)
GATC,SCZ_SCHEMA (p<0.05)
GATSL3,SCZ_SCHEMA (p<0.05)
GBAS,SCZ_SCHEMA (p<0.05)
GCA,SCZ_SCHEMA (p<0.05)
GDF10,SCZ_SCHEMA (p<0.05)
GGA2,SCZ_SCHEMA (p<0.05)
GGNBP2,SCZ_SCHEMA (p<0.05)
GIF,SCZ_SCHEMA (p<0.05)
GIMAP5,SCZ_SCHEMA (p<0.05)
GLI3,SCZ_SCHEMA (p<0.05)
GMEB1,SCZ_SCHEMA (p<0.05)
GNL3,SCZ_SCHEMA (p<0.05)
GOLGA1,SCZ_SCHEMA (p<0.05)
GOLGB1,SCZ_SCHEMA (p<0.05)
GPATCH2,SCZ_SCHEMA (p<0.05)
GPR146,SCZ_SCHEMA (p<0.05)
GPR148,SCZ_SCHEMA (p<0.05)
GPR171,SCZ_SCHEMA (p<0.05)
GPR182,SCZ_SCHEMA (p<0.05)
GPR37,SCZ_SCHEMA (p<0.05)
GPSM3,SCZ_SCHEMA (p<0.05)
GRHL3,SCZ_SCHEMA (p<0.05)
GRIA3,SCZ_SCHEMA (p<0.05)
GRIK3,SCZ_SCHEMA (p<0.05)
GRIN2A,SCZ_SCHEMA (p<0.05)
GRM1,SCZ_SCHEMA (p<0.05)
GSK3A,SCZ_SCHEMA (p<0.05)
GSTA2,SCZ_SCHEMA (p<0.05)
GSTO1,SCZ_SCHEMA (p<0.05)
GSTZ1,SCZ_SCHEMA (p<0.05)
GTF3C4,SCZ_SCHEMA (p<0.05)
GUCY1B3,SCZ_SCHEMA (p<0.05)
H3F3B,SCZ_SCHEMA (p<0.05)
HAAO,SCZ_SCHEMA (p<0.05)
HAO1,SCZ_SCHEMA (p<0.05)
HAO2,SCZ_SCHEMA (p<0.05)
HAPLN2,SCZ_SCHEMA (p<0.05)
HCN4,SCZ_SCHEMA (p<0.05)
HDC,SCZ_SCHEMA (p<0.05)
HDLBP,SCZ_SCHEMA (p<0.05)
HELLS,SCZ_SCHEMA (p<0.05)
HERC1,SCZ_SCHEMA (p<0.05)
HERPUD2,SCZ_SCHEMA (p<0.05)
HIST1H1E,SCZ_SCHEMA (p<0.05)
HIST1H2BB,SCZ_SCHEMA (p<0.05)
HIVEP2,SCZ_SCHEMA (p<0.05)
HMGB2,SCZ_SCHEMA (p<0.05)
HMGCR,SCZ_SCHEMA (p<0.05)
HMGN1,SCZ_SCHEMA (p<0.05)
HNF1B,SCZ_SCHEMA (p<0.05)
HNRNPD,SCZ_SCHEMA (p<0.05)
HOMEZ,SCZ_SCHEMA (p<0.05)
HOPX,SCZ_SCHEMA (p<0.05)
HOXD11,SCZ_SCHEMA (p<0.05)
HPS6,SCZ_SCHEMA (p<0.05)
HRASLS5,SCZ_SCHEMA (p<0.05)
HSD3B2,SCZ_SCHEMA (p<0.05)
HYAL4,SCZ_SCHEMA (p<0.05)
ICA1L,SCZ_SCHEMA (p<0.05)
ICK,SCZ_SCHEMA (p<0.05)
IDE,SCZ_SCHEMA (p<0.05)
IFRD2,SCZ_SCHEMA (p<0.05)
IFT52,SCZ_SCHEMA (p<0.05)
IGF2BP1,SCZ_SCHEMA (p<0.05)
IGFBP4,SCZ_SCHEMA (p<0.05)
IGSF1,SCZ_SCHEMA (p<0.05)
IKBKAP,SCZ_SCHEMA (p<0.05)
IL5RA,SCZ_SCHEMA (p<0.05)
IL7R,SCZ_SCHEMA (p<0.05)
ILDR2,SCZ_SCHEMA (p<0.05)
IMPDH2,SCZ_SCHEMA (p<0.05)
INSL6,SCZ_SCHEMA (p<0.05)
INTS6,SCZ_SCHEMA (p<0.05)
IP6K1,SCZ_SCHEMA (p<0.05)
IP6K2,SCZ_SCHEMA (p<0.05)
IPMK,SCZ_SCHEMA (p<0.05)
IRX2,SCZ_SCHEMA (p<0.05)
JADE1,SCZ_SCHEMA (p<0.05)
JAK3,SCZ_SCHEMA (p<0.05)
JARID2,SCZ_SCHEMA (p<0.05)
JMJD1C,SCZ_SCHEMA (p<0.05)
KANSL3,SCZ_SCHEMA (p<0.05)
KAT8,SCZ_SCHEMA (p<0.05)
KCNAB3,SCZ_SCHEMA (p<0.05)
KCND1,SCZ_SCHEMA (p<0.05)
KCNH7,SCZ_SCHEMA (p<0.05)
KCNIP3,SCZ_SCHEMA (p<0.05)
KCNK17,SCZ_SCHEMA (p<0.05)
KCNK7,SCZ_SCHEMA (p<0.05)
KCNN3,SCZ_SCHEMA (p<0.05)
KCNV1,SCZ_SCHEMA (p<0.05)
KCTD1,SCZ_SCHEMA (p<0.05)
KCTD11,SCZ_SCHEMA (p<0.05)
KCTD2,SCZ_SCHEMA (p<0.05)
KDM3B,SCZ_SCHEMA (p<0.05)
KDM6B,SCZ_SCHEMA (p<0.05)
KHDRBS2,SCZ_SCHEMA (p<0.05)
KIAA0391,SCZ_SCHEMA (p<0.05)
KIAA0586,SCZ_SCHEMA (p<0.05)
KIAA1107,SCZ_SCHEMA (p<0.05)
KIAA1147,SCZ_SCHEMA (p<0.05)
KIAA1524,SCZ_SCHEMA (p<0.05)
KIAA1551,SCZ_SCHEMA (p<0.05)
KIAA2013,SCZ_SCHEMA (p<0.05)
KIF1A,SCZ_SCHEMA (p<0.05)
KIF3A,SCZ_SCHEMA (p<0.05)
KIF3C,SCZ_SCHEMA (p<0.05)
KLC3,SCZ_SCHEMA (p<0.05)
KLHL1,SCZ_SCHEMA (p<0.05)
KLHL15,SCZ_SCHEMA (p<0.05)
KLHL26,SCZ_SCHEMA (p<0.05)
KLHL3,SCZ_SCHEMA (p<0.05)
KLHL35,SCZ_SCHEMA (p<0.05)
KLHL5,SCZ_SCHEMA (p<0.05)
KLRG2,SCZ_SCHEMA (p<0.05)
KRIT1,SCZ_SCHEMA (p<0.05)
KRT15,SCZ_SCHEMA (p<0.05)
KRT25,SCZ_SCHEMA (p<0.05)
KRT86,SCZ_SCHEMA (p<0.05)
KRTAP10-1,SCZ_SCHEMA (p<0.05)
KRTAP5-5,SCZ_SCHEMA (p<0.05)
KTN1,SCZ_SCHEMA (p<0.05)
LAPTM5,SCZ_SCHEMA (p<0.05)
LARP1,SCZ_SCHEMA (p<0.05)
LDHB,SCZ_SCHEMA (p<0.05)
LEFTY2,SCZ_SCHEMA (p<0.05)
LHX1,SCZ_SCHEMA (p<0.05)
LIMK1,SCZ_SCHEMA (p<0.05)
LIN7A,SCZ_SCHEMA (p<0.05)
LINS,SCZ_SCHEMA (p<0.05)
LMBR1L,SCZ_SCHEMA (p<0.05)
LMTK3,SCZ_SCHEMA (p<0.05)
LNX2,SCZ_SCHEMA (p<0.05)
LONRF1,SCZ_SCHEMA (p<0.05)
LPHN1,SCZ_SCHEMA (p<0.05)
LPIN2,SCZ_SCHEMA (p<0.05)
LRBA,SCZ_SCHEMA (p<0.05)
LRCH4,SCZ_SCHEMA (p<0.05)
LRFN4,SCZ_SCHEMA (p<0.05)
LRP5,SCZ_SCHEMA (p<0.05)
LRRC4,SCZ_SCHEMA (p<0.05)
LRRC61,SCZ_SCHEMA (p<0.05)
LRRC7,SCZ_SCHEMA (p<0.05)
LRRN2,SCZ_SCHEMA (p<0.05)
LTBP1,SCZ_SCHEMA (p<0.05)
LUZP1,SCZ_SCHEMA (p<0.05)
LYPD5,SCZ_SCHEMA (p<0.05)
LYZL1,SCZ_SCHEMA (p<0.05)
LZIC,SCZ_SCHEMA (p<0.05)
LZTFL1,SCZ_SCHEMA (p<0.05)
MACF1,SCZ_SCHEMA (p<0.05)
MAEA,SCZ_SCHEMA (p<0.05)
MAGEC1,SCZ_SCHEMA (p<0.05)
MAGI2,SCZ_SCHEMA (p<0.05)
MAP3K3,SCZ_SCHEMA (p<0.05)
MAP3K6,SCZ_SCHEMA (p<0.05)
MAP7,SCZ_SCHEMA (p<0.05)
MAPK4,SCZ_SCHEMA (p<0.05)
MAPK9,SCZ_SCHEMA (p<0.05)
MB21D1,SCZ_SCHEMA (p<0.05)
MBP,SCZ_SCHEMA (p<0.05)
MCF2,SCZ_SCHEMA (p<0.05)
MCHR2,SCZ_SCHEMA (p<0.05)
MED1,SCZ_SCHEMA (p<0.05)
METAP1,SCZ_SCHEMA (p<0.05)
METTL2A,SCZ_SCHEMA (p<0.05)
MEX3B,SCZ_SCHEMA (p<0.05)
MFN2,SCZ_SCHEMA (p<0.05)
MGAT3,SCZ_SCHEMA (p<0.05)
MIER1,SCZ_SCHEMA (p<0.05)
MILR1,SCZ_SCHEMA (p<0.05)
MIP,SCZ_SCHEMA (p<0.05)
MKI67,SCZ_SCHEMA (p<0.05)
MKLN1,SCZ_SCHEMA (p<0.05)
MLLT1,SCZ_SCHEMA (p<0.05)
MMP2,SCZ_SCHEMA (p<0.05)
MOCS1,SCZ_SCHEMA (p<0.05)
MORN3,SCZ_SCHEMA (p<0.05)
MPHOSPH9,SCZ_SCHEMA (p<0.05)
MPPED1,SCZ_SCHEMA (p<0.05)
MRPL1,SCZ_SCHEMA (p<0.05)
MSH3,SCZ_SCHEMA (p<0.05)
MSMB,SCZ_SCHEMA (p<0.05)
MTERF,SCZ_SCHEMA (p<0.05)
MTERFD2,SCZ_SCHEMA (p<0.05)
MTMR12,SCZ_SCHEMA (p<0.05)
MUC16,SCZ_SCHEMA (p<0.05)
MYF5,SCZ_SCHEMA (p<0.05)
MYH3,SCZ_SCHEMA (p<0.05)
MYLK3,SCZ_SCHEMA (p<0.05)
MYLK4,SCZ_SCHEMA (p<0.05)
MYNN,SCZ_SCHEMA (p<0.05)
MYO5A,SCZ_SCHEMA (p<0.05)
NAA10,SCZ_SCHEMA (p<0.05)
NAAA,SCZ_SCHEMA (p<0.05)
NADK,SCZ_SCHEMA (p<0.05)
NAMPT,SCZ_SCHEMA (p<0.05)
NBR1,SCZ_SCHEMA (p<0.05)
NCALD,SCZ_SCHEMA (p<0.05)
NCAM2,SCZ_SCHEMA (p<0.05)
NCDN,SCZ_SCHEMA (p<0.05)
NCF2,SCZ_SCHEMA (p<0.05)
NDFIP1,SCZ_SCHEMA (p<0.05)
NDUFB9,SCZ_SCHEMA (p<0.05)
NEIL3,SCZ_SCHEMA (p<0.05)
NELFCD,SCZ_SCHEMA (p<0.05)
NET1,SCZ_SCHEMA (p<0.05)
NFIC,SCZ_SCHEMA (p<0.05)
NID2,SCZ_SCHEMA (p<0.05)
NINL,SCZ_SCHEMA (p<0.05)
NLGN3,SCZ_SCHEMA (p<0.05)
NLGN4X,SCZ_SCHEMA (p<0.05)
NLRC3,SCZ_SCHEMA (p<0.05)
NLRP8,SCZ_SCHEMA (p<0.05)
NOD1,SCZ_SCHEMA (p<0.05)
NOL6,SCZ_SCHEMA (p<0.05)
NPAS4,SCZ_SCHEMA (p<0.05)
NPRL3,SCZ_SCHEMA (p<0.05)
NPSR1,SCZ_SCHEMA (p<0.05)
NQO1,SCZ_SCHEMA (p<0.05)
NR1H4,SCZ_SCHEMA (p<0.05)
NR2F2,SCZ_SCHEMA (p<0.05)
NR3C2,SCZ_SCHEMA (p<0.05)
NR4A2,SCZ_SCHEMA (p<0.05)
NREP,SCZ_SCHEMA (p<0.05)
NRIP2,SCZ_SCHEMA (p<0.05)
NRXN1,SCZ_SCHEMA (p<0.05)
NRXN2,SCZ_SCHEMA (p<0.05)
NRXN3,SCZ_SCHEMA (p<0.05)
NTPCR,SCZ_SCHEMA (p<0.05)
NTS,SCZ_SCHEMA (p<0.05)
NUP35,SCZ_SCHEMA (p<0.05)
NUTM2F,SCZ_SCHEMA (p<0.05)
OCM,SCZ_SCHEMA (p<0.05)
OGFOD3,SCZ_SCHEMA (p<0.05)
OLFM1,SCZ_SCHEMA (p<0.05)
OMG,SCZ_SCHEMA (p<0.05)
OR10J5,SCZ_SCHEMA (p<0.05)
OR13C2,SCZ_SCHEMA (p<0.05)
OR13F1,SCZ_SCHEMA (p<0.05)
OR13G1,SCZ_SCHEMA (p<0.05)
OR1D2,SCZ_SCHEMA (p<0.05)
OR1L6,SCZ_SCHEMA (p<0.05)
OR1L8,SCZ_SCHEMA (p<0.05)
OR2AK2,SCZ_SCHEMA (p<0.05)
OR2T8,SCZ_SCHEMA (p<0.05)
OR4P4,SCZ_SCHEMA (p<0.05)
OR52E4,SCZ_SCHEMA (p<0.05)
OR5V1,SCZ_SCHEMA (p<0.05)
OR6B1,SCZ_SCHEMA (p<0.05)
OR6B3,SCZ_SCHEMA (p<0.05)
OTUD4,SCZ_SCHEMA (p<0.05)
OVOL2,SCZ_SCHEMA (p<0.05)
P2RY8,SCZ_SCHEMA (p<0.05)
PABPC1,SCZ_SCHEMA (p<0.05)
PACS1,SCZ_SCHEMA (p<0.05)
PAN2,SCZ_SCHEMA (p<0.05)
PANX2,SCZ_SCHEMA (p<0.05)
PAPOLB,SCZ_SCHEMA (p<0.05)
PAPSS1,SCZ_SCHEMA (p<0.05)
PAQR3,SCZ_SCHEMA (p<0.05)
PARD3B,SCZ_SCHEMA (p<0.05)
PARP1,SCZ_SCHEMA (p<0.05)
PATZ1,SCZ_SCHEMA (p<0.05)
PAX4,SCZ_SCHEMA (p<0.05)
PBX1,SCZ_SCHEMA (p<0.05)
PCDH19,SCZ_SCHEMA (p<0.05)
PCDHA5,SCZ_SCHEMA (p<0.05)
PCDHAC1,SCZ_SCHEMA (p<0.05)
PCDHGC3,SCZ_SCHEMA (p<0.05)
PCLO,SCZ_SCHEMA (p<0.05)
PCNXL3,SCZ_SCHEMA (p<0.05)
PCP4,SCZ_SCHEMA (p<0.05)
PDCD10,SCZ_SCHEMA (p<0.05)
PEBP4,SCZ_SCHEMA (p<0.05)
PELO,SCZ_SCHEMA (p<0.05)
PGC,SCZ_SCHEMA (p<0.05)
PHF20L1,SCZ_SCHEMA (p<0.05)
PHLDB1,SCZ_SCHEMA (p<0.05)
PHLPP2,SCZ_SCHEMA (p<0.05)
PHRF1,SCZ_SCHEMA (p<0.05)
PI4KA,SCZ_SCHEMA (p<0.05)
PID1,SCZ_SCHEMA (p<0.05)
PIFO,SCZ_SCHEMA (p<0.05)
PIK3IP1,SCZ_SCHEMA (p<0.05)
PIK3R4,SCZ_SCHEMA (p<0.05)
PIP5K1B,SCZ_SCHEMA (p<0.05)
PKN2,SCZ_SCHEMA (p<0.05)
PLBD2,SCZ_SCHEMA (p<0.05)
PLCD4,SCZ_SCHEMA (p<0.05)
PLEKHM1,SCZ_SCHEMA (p<0.05)
PLSCR5,SCZ_SCHEMA (p<0.05)
PMM1,SCZ_SCHEMA (p<0.05)
POFUT1,SCZ_SCHEMA (p<0.05)
POLD2,SCZ_SCHEMA (p<0.05)
POLD4,SCZ_SCHEMA (p<0.05)
POLR1E,SCZ_SCHEMA (p<0.05)
POLR2E,SCZ_SCHEMA (p<0.05)
POLR2K,SCZ_SCHEMA (p<0.05)
POLRMT,SCZ_SCHEMA (p<0.05)
POTEF,SCZ_SCHEMA (p<0.05)
PPAN,SCZ_SCHEMA (p<0.05)
PPAP2B,SCZ_SCHEMA (p<0.05)
PPARGC1A,SCZ_SCHEMA (p<0.05)
PPCS,SCZ_SCHEMA (p<0.05)
PPIH,SCZ_SCHEMA (p<0.05)
PPM1G,SCZ_SCHEMA (p<0.05)
PPP1R3C,SCZ_SCHEMA (p<0.05)
PPP2R1A,SCZ_SCHEMA (p<0.05)
PPP3CA,SCZ_SCHEMA (p<0.05)
PPRC1,SCZ_SCHEMA (p<0.05)
PPTC7,SCZ_SCHEMA (p<0.05)
PRB3,SCZ_SCHEMA (p<0.05)
PREP,SCZ_SCHEMA (p<0.05)
PRKCQ,SCZ_SCHEMA (p<0.05)
PRMT7,SCZ_SCHEMA (p<0.05)
PROM1,SCZ_SCHEMA (p<0.05)
PRPS1L1,SCZ_SCHEMA (p<0.05)
PRSS37,SCZ_SCHEMA (p<0.05)
PRSS42,SCZ_SCHEMA (p<0.05)
PSAP,SCZ_SCHEMA (p<0.05)
PSMA2,SCZ_SCHEMA (p<0.05)
PSMA3,SCZ_SCHEMA (p<0.05)
PSMC1,SCZ_SCHEMA (p<0.05)
PSMC6,SCZ_SCHEMA (p<0.05)
PSMD11,SCZ_SCHEMA (p<0.05)
PSMD13,SCZ_SCHEMA (p<0.05)
PSMG3,SCZ_SCHEMA (p<0.05)
PTBP3,SCZ_SCHEMA (p<0.05)
PTGER1,SCZ_SCHEMA (p<0.05)
PTK2,SCZ_SCHEMA (p<0.05)
PTMA,SCZ_SCHEMA (p<0.05)
PTPRH,SCZ_SCHEMA (p<0.05)
PUM2,SCZ_SCHEMA (p<0.05)
PVRL4,SCZ_SCHEMA (p<0.05)
PWP1,SCZ_SCHEMA (p<0.05)
PWP2,SCZ_SCHEMA (p<0.05)
PYGL,SCZ_SCHEMA (p<0.05)
PYGO2,SCZ_SCHEMA (p<0.05)
QRICH1,SCZ_SCHEMA (p<0.05)
RAB28,SCZ_SCHEMA (p<0.05)
RAB37,SCZ_SCHEMA (p<0.05)
RAB4A,SCZ_SCHEMA (p<0.05)
RAB7L1,SCZ_SCHEMA (p<0.05)
RAB8A,SCZ_SCHEMA (p<0.05)
RABIF,SCZ_SCHEMA (p<0.05)
RAC3,SCZ_SCHEMA (p<0.05)
RAD51D,SCZ_SCHEMA (p<0.05)
RAD54L,SCZ_SCHEMA (p<0.05)
RAD9B,SCZ_SCHEMA (p<0.05)
RADIL,SCZ_SCHEMA (p<0.05)
RAET1G,SCZ_SCHEMA (p<0.05)
RAI1,SCZ_SCHEMA (p<0.05)
RAMP2,SCZ_SCHEMA (p<0.05)
RANBP2,SCZ_SCHEMA (p<0.05)
RANBP9,SCZ_SCHEMA (p<0.05)
RAP1GDS1,SCZ_SCHEMA (p<0.05)
RAP2A,SCZ_SCHEMA (p<0.05)
RAPSN,SCZ_SCHEMA (p<0.05)
RARS,SCZ_SCHEMA (p<0.05)
RASGEF1B,SCZ_SCHEMA (p<0.05)
RASSF4,SCZ_SCHEMA (p<0.05)
RB1CC1,SCZ_SCHEMA (p<0.05)
RBM11,SCZ_SCHEMA (p<0.05)
RBM4,SCZ_SCHEMA (p<0.05)
RBP2,SCZ_SCHEMA (p<0.05)
RC3H2,SCZ_SCHEMA (p<0.05)
RCC1,SCZ_SCHEMA (p<0.05)
RFX1,SCZ_SCHEMA (p<0.05)
RFX4,SCZ_SCHEMA (p<0.05)
RHNO1,SCZ_SCHEMA (p<0.05)
RHO,SCZ_SCHEMA (p<0.05)
RHPN1,SCZ_SCHEMA (p<0.05)
RIC8B,SCZ_SCHEMA (p<0.05)
RMI2,SCZ_SCHEMA (p<0.05)
RNF168,SCZ_SCHEMA (p<0.05)
RNF208,SCZ_SCHEMA (p<0.05)
RNF34,SCZ_SCHEMA (p<0.05)
RNF7,SCZ_SCHEMA (p<0.05)
RNFT1,SCZ_SCHEMA (p<0.05)
RNH1,SCZ_SCHEMA (p<0.05)
ROBO1,SCZ_SCHEMA (p<0.05)
ROPN1L,SCZ_SCHEMA (p<0.05)
ROR1,SCZ_SCHEMA (p<0.05)
ROS1,SCZ_SCHEMA (p<0.05)
RPL29,SCZ_SCHEMA (p<0.05)
RPL7A,SCZ_SCHEMA (p<0.05)
RPP14,SCZ_SCHEMA (p<0.05)
RSF1,SCZ_SCHEMA (p<0.05)
RTN4,SCZ_SCHEMA (p<0.05)
RTP1,SCZ_SCHEMA (p<0.05)
RUNX1,SCZ_SCHEMA (p<0.05)
RXRB,SCZ_SCHEMA (p<0.05)
RYR2,SCZ_SCHEMA (p<0.05)
S100P,SCZ_SCHEMA (p<0.05)
SAAL1,SCZ_SCHEMA (p<0.05)
SAMD13,SCZ_SCHEMA (p<0.05)
SAP30L,SCZ_SCHEMA (p<0.05)
SAR1A,SCZ_SCHEMA (p<0.05)
SATB1,SCZ_SCHEMA (p<0.05)
SCAF1,SCZ_SCHEMA (p<0.05)
SCAI,SCZ_SCHEMA (p<0.05)
SCN2A,SCZ_SCHEMA (p<0.05)
SCRN3,SCZ_SCHEMA (p<0.05)
SECISBP2L,SCZ_SCHEMA (p<0.05)
SEMA3F,SCZ_SCHEMA (p<0.05)
SEMA5B,SCZ_SCHEMA (p<0.05)
SEMA6B,SCZ_SCHEMA (p<0.05)
SEMA6D,SCZ_SCHEMA (p<0.05)
SENP7,SCZ_SCHEMA (p<0.05)
SERPINB1,SCZ_SCHEMA (p<0.05)
SERPINB13,SCZ_SCHEMA (p<0.05)
SETD1A,SCZ_SCHEMA (p<0.05)
SF3A3,SCZ_SCHEMA (p<0.05)
