gene_name	isoformUpregulated	isoformDownregulated	dIF	isoform_switch_q_value
NRCAM	TALONT000812017	TALONT000812025	0.02233333333333333	0.045069921767685
NRCAM	TALONT000812048	ENST00000351718.8_4	0.014333333333333333	0.03918831060950118
NRCAM	TALONT000812048	TALONT000812007	0.014333333333333333	0.03918831060950118
NRCAM	TALONT000812048	TALONT000812010	0.014333333333333333	0.03918831060950118
NRCAM	TALONT000812048	TALONT000812014	0.014333333333333333	0.03918831060950118
NRCAM	TALONT000812048	TALONT000812025	0.014333333333333333	0.03918831060950118
NRCAM	TALONT000812050	TALONT000812007	0.023	3.547861363392347e-4
NRCAM	TALONT000812050	TALONT000812024	0.023	3.547861363392347e-4
NRCAM	TALONT000812050	TALONT000812025	0.023	3.547861363392347e-4
NRCAM	TALONT000812104	ENST00000351718.8_4	0.021333333333333336	0.01270910264200931
NRCAM	TALONT000812104	TALONT000812007	0.021333333333333336	0.01270910264200931
NRCAM	TALONT000812104	TALONT000812010	0.021333333333333336	0.01270910264200931
NRCAM	TALONT000812104	TALONT000812014	0.021333333333333336	0.01270910264200931
NRCAM	TALONT000812104	TALONT000812024	0.021333333333333336	0.01270910264200931
NRCAM	TALONT000812104	TALONT000812025	0.021333333333333336	0.01270910264200931
NRCAM	TALONT000812132	ENST00000351718.8_4	0.020333333333333335	0.022943921311222804
NRCAM	TALONT000812132	TALONT000812007	0.020333333333333335	0.022943921311222804
NRCAM	TALONT000812132	TALONT000812010	0.020333333333333335	0.022943921311222804
NRCAM	TALONT000812132	TALONT000812014	0.020333333333333335	0.022943921311222804
NRCAM	TALONT000812132	TALONT000812024	0.020333333333333335	0.022943921311222804
NRCAM	TALONT000812132	TALONT000812025	0.020333333333333335	0.022943921311222804
ITGA6	TALONT000676466	ENST00000409080.6_5	0.05366666666666666	0.046977031617014636
SEMA6A	TALONT000734720	ENST00000257414.12_3	0.5093333333333333	1.0075390503572152e-34
SEMA6A	TALONT000734720	ENST00000513137.5_2	0.5093333333333333	1.0075390503572152e-34
MYL6	TALONT000601841	ENST00000550697.5_1	0.059999999999999984	0.0024366432729449002
MYL6	TALONT000602077	ENST00000550697.5_1	0.07166666666666667	0.006077056936813503
MYL6	TALONT001341060	ENST00000550697.5_1	0.04133333333333333	6.46257092678612e-14
AGO1	TALONT000355808	TALONT000355985	0.039	0.04133357552820498
DPYSL2	ENST00000521913.7_6	ENST00000311151.9_3	0.16999999999999998	7.823126919240795e-13
LRRFIP2	TALONT000453001	TALONT000452996	0.24500000000000002	9.151580178728335e-11
LRRFIP2	TALONT000453005	ENST00000354379.8_3	0.050333333333333334	0.005143190320027312
LRRFIP2	TALONT000453007	ENST00000354379.8_3	0.10066666666666668	0.01042698585056355
LRRFIP2	TALONT000453007	ENST00000421276.6_3	0.10066666666666668	0.01042698585056355
LRRFIP2	TALONT000453007	TALONT000452996	0.10066666666666668	0.01042698585056355
CBX5	TALONT000594371	TALONT000595167	0.05333333333333333	0.004130575691941969
SORBS1	TALONT000847282	TALONT000847257	0.048666666666666664	1.0304188834302434e-5
SORBS1	TALONT000847282	TALONT000847262	0.048666666666666664	1.0304188834302434e-5
SORBS1	TALONT000847282	TALONT000847271	0.048666666666666664	1.0304188834302434e-5
SORBS1	TALONT000847285	TALONT000847257	0.05	0.017870768480025088
SORBS1	TALONT000847285	TALONT000847262	0.05	0.017870768480025088
SORBS1	TALONT000847285	TALONT000847271	0.05	0.017870768480025088
SORBS1	TALONT000847292	TALONT000847257	0.016666666666666666	5.121990505102959e-4
SORBS1	TALONT000847292	TALONT000847262	0.016666666666666666	5.121990505102959e-4
SORBS1	TALONT000847292	TALONT000847271	0.016666666666666666	5.121990505102959e-4
ABL1	ENST00000372348.7_3	ENST00000318560.6_3	0.2033333333333333	0.03221458148601031
ABL1	ENST00000372348.7_3	TALONT000788884	0.2033333333333333	0.03221458148601031
SH3GLB1	ENST00000482504.1_2	ENST00000370558.8_3	0.4109999999999999	5.600729365770465e-39
SH3GLB1	ENST00000482504.1_2	ENST00000535010.5_1	0.4109999999999999	5.600729365770465e-39
ABLIM1	TALONT000852506	TALONT000852500	0.04366666666666667	0.006019525717780337
ABLIM1	TALONT000852508	TALONT000852500	0.2543333333333333	3.89731020632689e-13
ABLIM1	TALONT002475876	TALONT000852500	0.024	0.019452023355842715
ABLIM1	TALONT002475896	TALONT000852500	0.026	0.024567405630385755
MYO9B	TALONT000307237	TALONT000307066	0.058	0.01858716750546913
CIRBP	ENST00000320936.9_1	TALONT000252397	0.05366666666666668	0.02319236127038403
CIRBP	ENST00000585630.5_1	TALONT000252397	0.009666666666666667	0.01777785498958655
HNRNPM	TALONT000276971	TALONT000277007	0.09933333333333333	1.1043129978040468e-22
HNRNPM	TALONT000276971	TALONT000277059	0.09933333333333333	1.1043129978040468e-22
ARVCF	ENST00000263207.8_3	TALONT000381416	0.04433333333333333	2.290934807409354e-6
ARVCF	TALONT000381470	TALONT000381416	0.04166666666666667	8.389333713794284e-5
ARVCF	TALONT000381620	TALONT000381416	0.030333333333333334	0.00428478104296034
SNU13	ENST00000215956.10_3	ENST00000401959.6_4	0.19233333333333336	0.01704095530585458
TCF20	ENST00000359486.7_4	ENST00000404876.1_3	0.25	2.4387377257909255e-4
AP1B1	TALONT000392196	ENST00000432560.6_3	0.28700000000000003	1.6708691262426443e-10
RBFOX2	TALONT000397660	ENST00000416721.6_3	0.011999999999999999	0.013112237367714219
RBFOX2	TALONT000397727	ENST00000416721.6_3	0.019000000000000003	3.7849412834345175e-4
RBFOX2	TALONT000397735	ENST00000416721.6_3	0.03233333333333333	2.523662237487658e-8
RBFOX2	TALONT000397739	ENST00000416721.6_3	0.03533333333333333	2.011654510188963e-5
RBFOX2	TALONT000397971	ENST00000416721.6_3	0.015666666666666666	0.02057701698982804
RBFOX2	TALONT000397971	ENST00000449924.6_3	0.015666666666666666	0.02057701698982804
RBFOX2	TALONT000398008	ENST00000416721.6_3	0.02	0.02177562045338836
RBFOX2	TALONT000398008	ENST00000449924.6_3	0.02	0.02177562045338836
RBFOX2	TALONT000398189	ENST00000416721.6_3	0.015333333333333334	7.37851049223204e-4
RBFOX2	TALONT000398189	ENST00000449924.6_3	0.015333333333333334	7.37851049223204e-4
SYNGR1	ENST00000328933.10_3	ENST00000318801.8_2	0.22933333333333328	1.2498635945423499e-10
NIN	TALONT002325468	TALONT000319508	0.018666666666666665	0.0021468882793120756
TRIM9	ENST00000360392.4_2	ENST00000298355.7_2	0.10833333333333332	1.8733088403131096e-18
TRIM9	TALONT000319710	ENST00000298355.7_2	0.09	7.805479073454917e-6
TRIM9	TALONT000319757	ENST00000298355.7_2	0.12033333333333335	1.292437775980516e-25
TRIM9	TALONT000319766	ENST00000298355.7_2	0.014666666666666666	0.0388458402836932
TRIM9	TALONT001745353	ENST00000298355.7_2	0.019333333333333334	2.558091731345649e-12
DDHD1	ENST00000395606.5_2	ENST00000557445.1_2	0.04966666666666667	0.02408123787435366
ITPK1	TALONT000392322	ENST00000267615.11_4	0.24066666666666664	7.161093812068417e-7
ZC3H14	ENST00000556945.5_3	ENST00000393514.9_2	0.0836666666666667	0.002799274708477252
ZC3H14	TALONT000383203	ENST00000393514.9_2	0.038333333333333344	0.005215523550309886
ZMYND8	ENST00000446994.6_2	ENST00000352431.6_2	0.08266666666666668	0.014423314779814886
ZMYND8	ENST00000446994.6_2	ENST00000360911.7_2	0.08266666666666668	0.014423314779814886
ZMYND8	ENST00000446994.6_2	ENST00000461685.5_3	0.08266666666666668	0.014423314779814886
ZMYND8	ENST00000446994.6_2	TALONT000314862	0.08266666666666668	0.014423314779814886
ZMYND8	TALONT001050006	ENST00000352431.6_2	0.05833333333333334	4.009281685948568e-4
ZMYND8	TALONT001050006	ENST00000360911.7_2	0.05833333333333334	4.009281685948568e-4
ZMYND8	TALONT001050006	ENST00000461685.5_3	0.05833333333333334	4.009281685948568e-4
ZMYND8	TALONT001050006	TALONT000314862	0.05833333333333334	4.009281685948568e-4
NELFCD	TALONT001084006	ENST00000602795.6_2	0.013999999999999999	0.00154023718474894
ARFGAP1	ENST00000353546.7_1	ENST00000370283.9_2	0.096	2.9809820327112035e-11
ARFGAP1	ENST00000353546.7_1	TALONT000334723	0.096	2.9809820327112035e-11
ARFGAP1	ENST00000353546.7_1	TALONT000334734	0.096	2.9809820327112035e-11
ARFGAP1	ENST00000353546.7_1	TALONT000335032	0.096	2.9809820327112035e-11
ARFGAP1	TALONT000334705	TALONT000335032	0.1710000000000001	1.0183269335655716e-4
CDC25B	ENST00000344256.10_3	ENST00000245960.9_1	0.11566666666666667	3.594021018059121e-7
CDC25B	ENST00000379598.9_1	ENST00000245960.9_1	0.037333333333333336	0.03192473992214698
CDC25B	TALONT000255984	ENST00000245960.9_1	0.094	0.0013034213069308563
SAMHD1	ENST00000647095.1_2	TALONT000296921	0.03133333333333333	0.021432612239138442
LIPG	TALONT000533951	ENST00000261292.9_3	0.1423333333333333	5.260923199216931e-7
LIPG	TALONT000533951	TALONT000534002	0.1423333333333333	5.260923199216931e-7
LIPG	TALONT000533952	ENST00000261292.9_3	0.25433333333333336	3.831512145450605e-11
LIPG	TALONT000533952	TALONT000534002	0.25433333333333336	3.831512145450605e-11
NOL4	ENST00000261592.9_2	ENST00000590712.5_3	0.19366666666666665	1.3865895273772224e-11
NOL4	ENST00000261592.9_2	TALONT000523836	0.19366666666666665	1.3865895273772224e-11
NOL4	ENST00000535384.5_2	ENST00000590712.5_3	0.03066666666666666	1.3188728229921042e-5
NOL4	ENST00000535384.5_2	TALONT000523836	0.03066666666666666	1.3188728229921042e-5
NOL4	ENST00000538587.5_2	ENST00000590712.5_3	0.08566666666666667	1.092618298150423e-12
NOL4	ENST00000538587.5_2	TALONT000523836	0.08566666666666667	1.092618298150423e-12
NOL4	TALONT000910205	ENST00000590712.5_3	0.018666666666666668	0.016322251127416042
NOL4	TALONT000910205	TALONT000523836	0.018666666666666668	0.016322251127416042
RBBP7	ENST00000380084.8_2	TALONT000710893	0.08800000000000001	4.421710611354831e-8
SCML2	TALONT000711210	ENST00000665583.1_2	0.23199999999999998	1.0186985484690809e-4
CDK16	TALONT000719070	ENST00000457458.6_2	0.03133333333333333	4.037366703533747e-4
CDK16	TALONT000719070	TALONT000719013	0.03133333333333333	4.037366703533747e-4
USP11	ENST00000218348.7_1	TALONT000720245	0.015666666666666607	7.173046854597844e-5
USP11	TALONT000719562	TALONT000720245	0.008	0.02297273498353493
HTATSF1	ENST00000218364.5_2	ENST00000535601.5_1	0.13399999999999995	2.671104528641127e-6
HTATSF1	ENST00000218364.5_2	TALONT000763640	0.13399999999999995	2.671104528641127e-6
MAGED2	ENST00000218439.8_1	ENST00000375068.6_2	0.022	0.0012741327259609505
MAGED2	ENST00000375053.6_1	ENST00000375068.6_2	0.020333333333333328	0.04285533388814247
MAGED2	TALONT000728489	ENST00000375068.6_2	0.029333333333333333	1.0738005026765355e-9
MAGED2	TALONT000728494	ENST00000375068.6_2	0.012666666666666666	4.921122581912736e-7
NALCN	ENST00000251127.11_3	TALONT000260294	0.146	0.014122063437934141
ARHGEF7	TALONT000270853	ENST00000478679.5_2	0.22333333333333338	0.022413428969930895
ARHGEF7	TALONT000270853	TALONT000271635	0.22333333333333338	0.022413428969930895
ARHGEF7	TALONT000270853	TALONT000271878	0.22333333333333338	0.022413428969930895
TSC22D1	ENST00000261489.6_4	ENST00000458659.3_5	0.08166666666666667	4.811016394862691e-5
CYB5B	ENST00000307892.13_3	ENST00000568342.2_1	0.13766666666666671	0.0017075908123186613
NDRG4	ENST00000258187.9_1	ENST00000356752.8_1	0.11833333333333335	0.02542613569871431
NDRG4	TALONT000483864	ENST00000356752.8_1	0.01566666666666667	4.21615797475733e-5
TSC2	ENST00000219476.9_3	ENST00000642797.1_1	0.011666666666666665	0.015384520696120507
UBE2I	ENST00000397514.8_2	ENST00000562482.1_1	0.11633333333333329	4.6475253602306694e-4
TOX3	TALONT000465624	TALONT000465838	0.10166666666666666	0.024909838475186234
AP3B2	ENST00000668990.2_3	ENST00000535348.5_3	0.1373333333333333	0.0021945826538903096
GABPB1	ENST00000380877.7_3	ENST00000220429.12_3	0.04899999999999999	0.015363581210047184
SGK3	TALONT000623219	ENST00000396596.2_2	0.06866666666666665	0.04127101129543962
EEF1D	TALONT000681969	ENST00000395119.7_2	0.13899999999999998	4.932338062180332e-4
INTS10	ENST00000517546.1_1	ENST00000397977.8_2	0.129	5.505310287861801e-6
INTS10	ENST00000517546.1_1	TALONT000578306	0.129	5.505310287861801e-6
INTS10	ENST00000517546.1_1	TALONT000578355	0.129	5.505310287861801e-6
FCGRT	ENST00000221466.10_2	TALONT000394308	0.4333333333333334	1.3530836485219983e-4
OLFM2	TALONT000281263	ENST00000593091.1_2	0.07200000000000001	0.01039522415152766
PLD3	TALONT000357165	TALONT000357102	0.13933333333333334	3.5400423517398086e-10
PLD3	TALONT000357165	TALONT000357717	0.13933333333333334	3.5400423517398086e-10
HNRNPUL1	ENST00000392006.8_3	ENST00000352456.7_1	0.07433333333333336	6.492509065584671e-4
HNRNPUL1	ENST00000392006.8_3	ENST00000595018.5_1	0.07433333333333336	6.492509065584671e-4
MAST1	TALONT001083826	TALONT000294428	0.014666666666666668	0.023193424067501252
RASA4	TALONT000807833	ENST00000262940.7	0.11633333333333333	2.537684959734507e-9
RASA4	TALONT000807909	ENST00000262940.7	0.043	8.346774864904567e-4
RASA4	TALONT000807941	ENST00000262940.7	0.15133333333333332	1.509824516461915e-5
CPVL	TALONT000753261	ENST00000265394.10_3	0.7693333333333333	7.016381555392779e-16
CHN2	ENST00000222792.10_2	ENST00000412711.6_2	0.1269999999999999	6.3448369533813015e-6
GRB10	ENST00000407526.6_3	TALONT000769954	0.044333333333333336	0.02212558355591736
FKBP14	ENST00000412494.1_2	ENST00000222803.10_2	0.18133333333333332	0.012355159698627351
EPHB6	TALONT000824463	TALONT000824227	0.032	0.022881394646430943
PTPRZ1	ENST00000652298.1_1	ENST00000393386.7_2	0.009666666666666667	3.0208035407957036e-7
PTPRZ1	ENST00000652298.1_1	TALONT000817647	0.009666666666666667	3.0208035407957036e-7
PTPRZ1	ENST00000652298.1_1	TALONT000817652	0.009666666666666667	3.0208035407957036e-7
PTPRZ1	ENST00000652298.1_1	TALONT000818101	0.009666666666666667	3.0208035407957036e-7
PTPRZ1	ENST00000652298.1_1	TALONT000818199	0.009666666666666667	3.0208035407957036e-7
PTPRZ1	TALONT000817649	ENST00000393386.7_2	0.088	1.74690828841523e-27
PTPRZ1	TALONT000817649	TALONT000818101	0.088	1.74690828841523e-27
PTPRZ1	TALONT000817649	TALONT000818199	0.088	1.74690828841523e-27
PTPRZ1	TALONT000817663	ENST00000393386.7_2	0.012333333333333332	9.841084932891305e-12
PTPRZ1	TALONT000817663	TALONT000817647	0.012333333333333332	9.841084932891305e-12
PTPRZ1	TALONT000817663	TALONT000818101	0.012333333333333332	9.841084932891305e-12
PTPRZ1	TALONT000817663	TALONT000818199	0.012333333333333332	9.841084932891305e-12
PTPRZ1	TALONT000818104	ENST00000393386.7_2	0.026000000000000002	2.67997921026286e-7
PTPRZ1	TALONT000818104	TALONT000817647	0.026000000000000002	2.67997921026286e-7
PTPRZ1	TALONT000818104	TALONT000817652	0.026000000000000002	2.67997921026286e-7
PTPRZ1	TALONT000818104	TALONT000818199	0.026000000000000002	2.67997921026286e-7
PTPRZ1	TALONT000818165	ENST00000393386.7_2	0.012000000000000002	7.490249749718575e-7
PTPRZ1	TALONT000818165	TALONT000817647	0.012000000000000002	7.490249749718575e-7
PTPRZ1	TALONT000818165	TALONT000817652	0.012000000000000002	7.490249749718575e-7
PTPRZ1	TALONT000818165	TALONT000818101	0.012000000000000002	7.490249749718575e-7
PTPRZ1	TALONT000818165	TALONT000818199	0.012000000000000002	7.490249749718575e-7
PTPRZ1	TALONT000818200	ENST00000393386.7_2	0.013666666666666666	0.0028741818592476123
PTPRZ1	TALONT000818200	TALONT000817647	0.013666666666666666	0.0028741818592476123
PTPRZ1	TALONT000818200	TALONT000817652	0.013666666666666666	0.0028741818592476123
PTPRZ1	TALONT000818200	TALONT000818101	0.013666666666666666	0.0028741818592476123
PHF14	ENST00000521747.5_1	TALONT000745713	0.13433333333333333	3.7116806934375545e-13
PHF14	TALONT000745659	TALONT000745713	0.052666666666666674	0.030834228130503454
CHCHD3	ENST00000448878.6_6	ENST00000262570.10_5	0.32666666666666666	9.875815773313991e-8
FSD1L	ENST00000484973.5_2	TALONT000759350	0.269	0.009093048705775807
FSD1L	ENST00000484973.5_2	TALONT000759367	0.269	0.009093048705775807
SPIN1	TALONT000741549	TALONT000741578	0.010000000000000002	9.843861227574606e-10
ELAVL2	ENST00000397312.7_5	TALONT000708616	0.12933333333333333	3.4261893864121666e-15
ELAVL2	ENST00000397312.7_5	TALONT000708620	0.12933333333333333	3.4261893864121666e-15
ELAVL2	ENST00000397312.7_5	TALONT000708622	0.12933333333333333	3.4261893864121666e-15
ELAVL2	ENST00000397312.7_5	TALONT000708633	0.12933333333333333	3.4261893864121666e-15
ELAVL2	ENST00000397312.7_5	TALONT000708635	0.12933333333333333	3.4261893864121666e-15
ELAVL2	ENST00000544538.5_5	TALONT000708616	0.044000000000000004	1.279371220341264e-15
ELAVL2	ENST00000544538.5_5	TALONT000708620	0.044000000000000004	1.279371220341264e-15
ELAVL2	ENST00000544538.5_5	TALONT000708622	0.044000000000000004	1.279371220341264e-15
ELAVL2	ENST00000544538.5_5	TALONT000708635	0.044000000000000004	1.279371220341264e-15
ELAVL2	TALONT000708623	TALONT000708620	0.10200000000000001	2.1743547381666547e-34
ELAVL2	TALONT000708623	TALONT000708633	0.10200000000000001	2.1743547381666547e-34
ELAVL2	TALONT000708643	TALONT000708620	0.028666666666666663	3.9394152571219376e-14
ELAVL2	TALONT000708643	TALONT000708633	0.028666666666666663	3.9394152571219376e-14
ELAVL2	TALONT000708679	TALONT000708620	0.03566666666666667	9.625917222292262e-12
ELAVL2	TALONT000708679	TALONT000708633	0.03566666666666667	9.625917222292262e-12
ELAVL2	TALONT000709469	TALONT000708616	0.018666666666666668	7.530427272024656e-10
ELAVL2	TALONT000709469	TALONT000708620	0.018666666666666668	7.530427272024656e-10
ELAVL2	TALONT000709469	TALONT000708622	0.018666666666666668	7.530427272024656e-10
ELAVL2	TALONT000709469	TALONT000708635	0.018666666666666668	7.530427272024656e-10
PALD1	ENST00000263563.7_2	TALONT000841726	0.08366666666666667	0.018238477192597354
ARHGAP21	TALONT000913373	ENST00000476499.1_2	0.021333333333333333	1.9975957046731234e-4
FTSJ3	TALONT000424121	ENST00000427159.7_3	0.16133333333333333	3.0419705193174993e-7
FTSJ3	TALONT000424197	ENST00000427159.7_3	0.035666666666666666	0.01976739796300359
KAT2A	ENST00000225916.10_3	ENST00000465682.5_2	0.2686666666666667	1.4688948195811172e-10
MPP2	ENST00000269095.8_5	ENST00000377184.7_3	0.15500000000000008	1.0533960095696296e-6
PRKAR1A	ENST00000358598.6_1	ENST00000585460.1_1	0.038000000000000006	1.1927542079373143e-4
PMP22	ENST00000395938.6_2	TALONT000289883	0.21100000000000002	0.02057701698982804
OCIAD1	TALONT000474083	ENST00000264312.11_2	0.09899999999999999	4.903228657594277e-9
AADAT	ENST00000337664.9_4	TALONT000600501	0.19	0.001110137460930939
TRIM2	ENST00000482578.2_1	ENST00000338700.10_3	0.03733333333333333	0.03759794509946174
TRIM2	ENST00000482578.2_1	ENST00000437508.6_3	0.03733333333333333	0.03759794509946174
TRIM2	ENST00000482578.2_1	TALONT000577331	0.03733333333333333	0.03759794509946174
TRIM2	ENST00000482578.2_1	TALONT000577429	0.03733333333333333	0.03759794509946174
TRIM2	ENST00000482578.2_1	TALONT000578900	0.03733333333333333	0.03759794509946174
TRIM2	TALONT000579289	ENST00000338700.10_3	0.2793333333333333	1.7294831538670283e-17
TRIM2	TALONT000579289	ENST00000437508.6_3	0.2793333333333333	1.7294831538670283e-17
TRIM2	TALONT000579289	TALONT000577331	0.2793333333333333	1.7294831538670283e-17
TRIM2	TALONT000579289	TALONT000577429	0.2793333333333333	1.7294831538670283e-17
TRIM2	TALONT000579289	TALONT000578900	0.2793333333333333	1.7294831538670283e-17
TRIM2	TALONT000579297	ENST00000338700.10_3	0.07233333333333333	8.296841256162353e-18
TRIM2	TALONT000579297	ENST00000437508.6_3	0.07233333333333333	8.296841256162353e-18
TRIM2	TALONT000579297	TALONT000577331	0.07233333333333333	8.296841256162353e-18
TRIM2	TALONT000579297	TALONT000577429	0.07233333333333333	8.296841256162353e-18
TRIM2	TALONT000579297	TALONT000578900	0.07233333333333333	8.296841256162353e-18
TRIM2	TALONT000579350	ENST00000338700.10_3	0.013666666666666667	0.026707223947828856
TRIM2	TALONT000579350	ENST00000437508.6_3	0.013666666666666667	0.026707223947828856
TRIM2	TALONT000579350	TALONT000577331	0.013666666666666667	0.026707223947828856
TRIM2	TALONT000579350	TALONT000577429	0.013666666666666667	0.026707223947828856
TRIM2	TALONT000579350	TALONT000578900	0.013666666666666667	0.026707223947828856
MFSD10	TALONT001011321	ENST00000355443.9_4	0.025666666666666667	0.02342189716946057
KLHL5	ENST00000504108.5_1	ENST00000508137.6_3	0.45933333333333337	2.7556423879821072e-14
KLHL5	ENST00000504108.5_1	TALONT000464857	0.45933333333333337	2.7556423879821072e-14
FAM149A	TALONT002639712	ENST00000356371.9_1	0.04833333333333333	0.0365809982157643
FAM149A	TALONT002639712	TALONT000629730	0.04833333333333333	0.0365809982157643
FAM149A	TALONT002639712	TALONT000629734	0.04833333333333333	0.0365809982157643
FAM149A	TALONT002639744	ENST00000356371.9_1	0.073	0.004121061733675644
FAM149A	TALONT002639744	TALONT000629730	0.073	0.004121061733675644
FAM149A	TALONT002639744	TALONT000629734	0.073	0.004121061733675644
PPARGC1A	TALONT000458599	ENST00000264867.7_3	0.45066666666666666	5.5682615042345165e-11
MTCH2	TALONT001138156	TALONT000301883	0.027	0.0181440303773587
PPP6R3	ENST00000393801.7_3	TALONT000353481	0.04733333333333334	1.1117856564467389e-6
PPP6R3	ENST00000393801.7_3	TALONT000353527	0.04733333333333334	1.1117856564467389e-6
PPP6R3	ENST00000393801.7_3	TALONT000353588	0.04733333333333334	1.1117856564467389e-6
PPP6R3	ENST00000393801.7_3	TALONT000353627	0.04733333333333334	1.1117856564467389e-6
PPP6R3	ENST00000526307.5_1	ENST00000393800.6_3	0.016333333333333335	0.027714545900817622
PPP6R3	ENST00000526307.5_1	ENST00000524845.5_2	0.016333333333333335	0.027714545900817622
PPP6R3	ENST00000526307.5_1	TALONT000352587	0.016333333333333335	0.027714545900817622
PPP6R3	ENST00000526307.5_1	TALONT000353481	0.016333333333333335	0.027714545900817622
PPP6R3	ENST00000526307.5_1	TALONT000353527	0.016333333333333335	0.027714545900817622
PPP6R3	ENST00000526307.5_1	TALONT000353588	0.016333333333333335	0.027714545900817622
PPP6R3	ENST00000526307.5_1	TALONT000353627	0.016333333333333335	0.027714545900817622
PPP6R3	TALONT000352534	TALONT000353481	0.019333333333333334	3.425172322126084e-4
PPP6R3	TALONT000352534	TALONT000353527	0.019333333333333334	3.425172322126084e-4
PPP6R3	TALONT000352534	TALONT000353588	0.019333333333333334	3.425172322126084e-4
PPP6R3	TALONT000352534	TALONT000353627	0.019333333333333334	3.425172322126084e-4
PPP6R3	TALONT000352628	TALONT000353481	0.044	2.736656854160422e-10
PPP6R3	TALONT000352628	TALONT000353527	0.044	2.736656854160422e-10
PPP6R3	TALONT000352628	TALONT000353588	0.044	2.736656854160422e-10
PPP6R3	TALONT000352628	TALONT000353627	0.044	2.736656854160422e-10
PPP6R3	TALONT000352675	TALONT000353481	0.021	1.9529010305550835e-5
PPP6R3	TALONT000352675	TALONT000353527	0.021	1.9529010305550835e-5
PPP6R3	TALONT000352675	TALONT000353588	0.021	1.9529010305550835e-5
PPP6R3	TALONT000352675	TALONT000353627	0.021	1.9529010305550835e-5
PPP6R3	TALONT000353490	ENST00000393800.6_3	0.018666666666666668	0.029833220255248812
PPP6R3	TALONT000353490	ENST00000524845.5_2	0.018666666666666668	0.029833220255248812
PPP6R3	TALONT000353490	TALONT000352587	0.018666666666666668	0.029833220255248812
PPP6R3	TALONT000353490	TALONT000353527	0.018666666666666668	0.029833220255248812
PPP6R3	TALONT000353490	TALONT000353588	0.018666666666666668	0.029833220255248812
PPP6R3	TALONT000353490	TALONT000353627	0.018666666666666668	0.029833220255248812
ARHGEF17	ENST00000643371.1_1	ENST00000263674.4_3	0.13333333333333333	3.156273767893065e-7
EIF4G2	ENST00000339995.10_5	ENST00000396525.6_4	0.014999999999999902	3.7442026274054983e-38
SLC1A2	ENST00000278379.9_4	ENST00000642171.1_2	0.07800000000000001	0.0032893891080970385
SLC1A2	ENST00000278379.9_4	ENST00000642578.1_2	0.07800000000000001	0.0032893891080970385
SLC1A2	ENST00000643522.1_2	ENST00000642171.1_2	0.11966666666666667	0.024117339471577792
SLC1A2	ENST00000643522.1_2	ENST00000642578.1_2	0.11966666666666667	0.024117339471577792
SLC1A2	ENST00000643522.1_2	ENST00000643305.1_2	0.11966666666666667	0.024117339471577792
BCL7A	ENST00000538010.5_1	ENST00000261822.4_1	0.03066666666666666	2.3140186356031638e-4
DUSP16	TALONT000521650	ENST00000298573.9_3	0.1356666666666666	0.02714591861148026
DUSP16	TALONT002273232	ENST00000298573.9_3	0.036	0.009886523580256617
MDM1	TALONT000616760	TALONT000616749	0.08499999999999999	0.010652832221991778
MDM1	TALONT000616798	ENST00000411698.6_2	0.04366666666666667	0.027946765719368303
ST8SIA1	ENST00000545494.5_2	ENST00000537795.1_2	0.028666666666666667	0.04408872866540472
ST8SIA1	TALONT000532952	ENST00000537795.1_2	0.07833333333333334	9.0077695670074e-4
C2CD5	ENST00000396028.6_3	ENST00000333957.8_3	0.03	0.0012290780655515592
C2CD5	ENST00000542676.5_3	ENST00000333957.8_3	0.038	0.017317562549458956
C2CD5	TALONT000533116	ENST00000333957.8_3	0.026000000000000002	0.01995952743080739
C2CD5	TALONT000993557	ENST00000333957.8_3	0.021	3.124399004681443e-5
MCM9	TALONT000665703	ENST00000316068.7_2	0.139	0.00889154805780656
FBXO5	ENST00000367241.3_3	ENST00000229758.8_4	0.31066666666666665	2.9294448683315037e-10
MCM3	TALONT001311883	ENST00000616552.4_3	0.11399999999999999	1.761384998814178e-10
MCM3	TALONT001314048	ENST00000616552.4_3	0.023666666666666666	2.419674349129245e-4
E2F3	TALONT000564711	ENST00000346618.8_2	0.16733333333333322	2.2375161740114706e-4
WASF1	ENST00000392588.5_4	ENST00000392589.6_4	0.02866666666666666	0.001993498105778794
ADGRG6	TALONT000687087	ENST00000367608.6_2	0.11699999999999999	0.012852081997906412
ADGRG6	TALONT000687087	TALONT000687017	0.11699999999999999	0.012852081997906412
ADGRG6	TALONT000687087	TALONT000687018	0.11699999999999999	0.012852081997906412
ADGRG6	TALONT000687098	ENST00000367608.6_2	0.067	0.03558482069809905
ADGRG6	TALONT000687098	TALONT000687017	0.067	0.03558482069809905
ADGRG6	TALONT000687098	TALONT000687018	0.067	0.03558482069809905
QKI	ENST00000361195.6_2	ENST00000453779.6_1	0.055999999999999994	0.021639619387906987
FAM120B	TALONT000724133	TALONT000724208	0.11299999999999999	2.1582613646346345e-8
FAM120B	TALONT000724133	TALONT000724284	0.11299999999999999	2.1582613646346345e-8
DAP	ENST00000230895.10_4	ENST00000508646.1_2	0.10966666666666669	0.016383818098773754
BRD8	ENST00000402931.5_2	TALONT000759108	0.1763333333333333	2.0892631735843392e-17
BRD8	TALONT000759858	TALONT000759108	0.009666666666666667	0.04998173693741464
THG1L	TALONT000803611	ENST00000231198.12_2	0.13833333333333336	0.02004258182912282
