net	mod	dataset	target	OR	Fisher.p	X.95.CI	X.95.CI.1	Overlap	Reference.List	Input.List	Background	X..List.Overlap	label	target.region	data.type	cell.type	mod.num	module.color
net.isoExpr	net.isoExprM.32_violet	dataset218	RBM5_eCLIP_HepG2	1.09801609234118	0.9456401496359444	0.0272982399219105	6.37864728617124	1	91	136	13567	1.1		CDS_Other	eCLIP	HepG2	32	violet
net.isoExpr	net.isoExprM.32_violet	dataset223	SF3A3_eCLIP_HepG2	0.243841164795919	1	0.00611628451031492	1.38988695685884	1	397	136	13567	0.252		CDS_Other	eCLIP	HepG2	32	violet
net.isoExpr	net.isoExprM.32_violet	dataset224	CDC40_eCLIP_HepG2	0.545326512880369	1	0.0136336560578486	3.12916691400402	1	181	136	13567	0.552		Intron	eCLIP	HepG2	32	violet
net.isoExpr	net.isoExprM.32_violet	dataset225	HNRNPL_eCLIP_HepG2	1.51171456590729	0.07109540617507351	1.04636046734587	2.16633741963621	52	3954	136	13567	1.32		Intron	eCLIP	HepG2	32	violet
net.isoExpr	net.isoExprM.32_violet	dataset227	XPO5_eCLIP_HepG2	1.06640944397064	1	0.61826987567113	1.74617798382168	19	1794	136	13567	1.06		Intron	eCLIP	HepG2	32	violet
net.isoExpr	net.isoExprM.32_violet	dataset228	IGF2BP3_eCLIP_HepG2	0	1	0	58.4177071552868	0	8	136	13567	0		3UTR_CDS	eCLIP	HepG2	32	violet
net.isoExpr	net.isoExprM.32_violet	dataset231	GRSF1_eCLIP_HepG2	1.6083220243087	0.05409959389158471	1.07285831015528	2.36776218942277	38	2647	136	13567	1.44		3UTR_CDS	eCLIP	HepG2	32	violet
net.isoExpr	net.isoExprM.32_violet	dataset236	DDX3X_eCLIP_HepG2	2.20126544286963	0.02901958246954682	1.21282132251086	3.74648623699252	16	783	136	13567	2.04		CDS_Other	eCLIP	HepG2	32	violet
net.isoExpr	net.isoExprM.32_violet	dataset238	SUPV3L1_eCLIP_HepG2	1.56358993459869	0.13962537000634534	0.967419692097014	2.43867252406461	25	1716	136	13567	1.46		5SS	eCLIP	HepG2	32	violet
net.isoExpr	net.isoExprM.32_violet	dataset239	EFTUD2_eCLIP_HepG2	2.0906476320256	0.028376204346494065	1.17301207204949	3.51037119272574	17	876	136	13567	1.94		5SS	eCLIP	HepG2	32	violet
net.isoExpr	net.isoExprM.32_violet	dataset241	DROSHA_eCLIP_HepG2	0	1	0	19.165924018567	0	21	136	13567	0		Intron	eCLIP	HepG2	32	violet
net.isoExpr	net.isoExprM.32_violet	dataset242	HNRNPM_eCLIP_HepG2	1.07396952869707	0.9550238657230695	0.0267070962822168	6.23768138997719	1	93	136	13567	1.08		Intron	eCLIP	HepG2	32	violet
net.isoExpr	net.isoExprM.32_violet	dataset254	NSUN2_eCLIP_HepG2	3.41825326769101	0.10034154365390605	0.902979909216955	9.19228246755634	4	122	136	13567	3.28		NA	eCLIP	HepG2	32	violet
net.isoExpr	net.isoExprM.32_violet	dataset256	TROVE2_eCLIP_HepG2	2.7306874636645	0.3717922800882748	0.321309289117764	10.4160035927344	2	75	136	13567	2.67		NonCodingExon	eCLIP	HepG2	32	violet
net.isoExpr	net.isoExprM.39_orangered4	dataset01	CELF2_CLIP_N2A	2.5910036446796	9.055893956385941e-6	1.7627660599745	3.77107566505294	47	2531	127	13567	1.86	2.6	Intron/Exon	CLIP	N2A	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset12	MBNL2_AS_Neuron	2.51187720081205	0.0467956192338547	1.1127254173615	4.98099660199807	9	405	127	13567	2.22		Intron/Exon	AS	Neuron	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset14	NOVA2_AS_Neuron	2.76896210367087	0.004155485899998191	1.49066589371777	4.80131488414306	15	635	127	13567	2.36		Intron/Exon	AS	Neuron	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset15	NOVA2/PTBP2_AS_Neuron	2.72826741770334	0.0014736922070179058	1.57336018058602	4.49797450924704	19	833	127	13567	2.28		Intron/Exon	AS	Neuron	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset19	RBFOX2_AS_Neuron	2.14872224818089	0.007634911977518897	1.32405133852233	3.36831801278176	25	1401	127	13567	1.78		Intron/Exon	AS	Neuron	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset26	QKI_GEX_NPC	0	1	0	11.2197610767108	0	37	127	13567	0		3UTR	GEX	NPC	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset27	QKI_AS_NPC	3.02111933647267	0.05965027897384937	1.07546762436514	6.87491443624414	6	223	127	13567	2.69		Intron/Exon	AS	NPC	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset28	RBFOX1/2/3_CLIP_AS_Neuron	3.00064035148175	0.004279238385167444	1.53938523818412	5.3870199386887	13	505	127	13567	2.57		Intron/Exon	CLIP_AS	Neuron	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset29	SRRM3/4_AS_Neuron	2.04529248980836	0.2579101715931342	0.647097869446418	4.96462226383067	5	269	127	13567	1.86		Intron/Exon	AS	Neuron	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset30	SRRM3/4_GEX_Neuron	2.07878359271162	0.30812868609134897	0.552378835757465	5.53931485568575	4	211	127	13567	1.9		3UTR	GEX	Neuron	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset33	SRRM4_AS_Neuron	1.70422690161541	0.6107022085996484	0.201905199598412	6.41542048449877	2	127	127	13567	1.57		Intron/Exon	AS	Neuron	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset36	SAM68_GEX_NPC	0.722671707536371	1	0.018031865055786	4.16410008812331	1	147	127	13567	0.68		3UTR	GEX	NPC	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset37	SAM68_AS_NPC	1.71239910578538	0.7608598760198684	0.0423450997969912	10.073548248948	1	63	127	13567	1.59		Intron/Exon	AS	NPC	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset38	RBFOX1_AS_Neuron	1.81927688043259	0.5506969103367072	0.483953678845268	4.83997837901163	4	240	127	13567	1.67		Intron/Exon	AS	Neuron	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset39	RBFOX1_GEX_Neuron	0	1	0	4.73146494349728	0	85	127	13567	0		3UTR	GEX	Neuron	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset40	NELAVL_CLIP_Neuron	4.39194524642073	2.7375356386764264e-14	2.97453548094384	6.58948598482689	88	4649	127	13567	1.89	4.4	Intron/Exon	CLIP	Neuron	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset45	MSI2_AS_Retina	0.961457262206268	1	0.114445875723291	3.58799845823109	2	222	127	13567	0.901		Intron/Exon	AS	Retina	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset47	PTBP2_AS_Neuron	2.35683650142508	0.010600960757333227	1.31878636293973	3.97128583381841	17	844	127	13567	2.01		Intron/Exon	AS	Neuron	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset48	NELAVL_AS_Neuron	2.33178589992704	0.32469956156446333	0.468700090937916	7.11794440687552	3	141	127	13567	2.13		Intron/Exon	AS	Neuron	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset255	PTBP1_CLIP_NPC	4.2575146469794	6.938141296284693e-11	2.6662038329912	7.09190367390224	105	7208	127	13567	1.46	4.3	Intron/Exon	CLIP	NPC	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset51	FASTKD2_eCLIP_HepG2	0.965366027754215	1	0.257742883944302	2.55297862232491	4	442	127	13567	0.905		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset53	SND1_eCLIP_HepG2	1.60403932010852	0.5443120297027869	0.573830801298613	3.62489719531188	6	409	127	13567	1.47		CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset55	HNRNPC_eCLIP_HepG2	0.736984720225679	1	0.196977419056575	1.94597567568152	4	572	127	13567	0.699		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset57	SSB_eCLIP_HepG2	0.624740155294776	1	0.167088969014876	1.64836604756727	4	669	127	13567	0.598		NonCodingExon	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset65	DHX30_eCLIP_HepG2	4.55550632582474	6.436095338550346e-6	2.58080878216971	7.62099775424439	18	488	127	13567	3.69	4.6	NonCodingExon	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset67	LARP4_eCLIP_HepG2	1.55620728717474	0.12605751193303488	0.974958452668866	2.40799258059745	27	2014	127	13567	1.34		3UTR_CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset69	RBM15_eCLIP_HepG2	0	1	0	9.35472235625362	0	44	127	13567	0		CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset76	YBX3_eCLIP_HepG2	3.60418362204195	0.018711416919007243	1.40198214780637	7.78668725631624	7	221	127	13567	3.17		3UTR_CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset78	WDR43_eCLIP_HepG2	1.9313995235478	0.2502191880393481	0.755222872965393	4.14129679742449	7	401	127	13567	1.75		CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset79	PABPN1_eCLIP_HepG2	0.801548047204034	1	0.337274242912246	1.63752831157162	8	1048	127	13567	0.763		CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset83	NOL12_eCLIP_HepG2	1.91844906559883	0.20496630617402134	0.804592679166392	3.93703527569083	8	463	127	13567	1.73		CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset85	HNRNPA1_eCLIP_HepG2	2.21400132246541	0.6588068477134419	0.0545037854061468	13.1662218508895	1	49	127	13567	2.04		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset87	MATR3_eCLIP_HepG2	0.382240168022686	1	0.0456694855328507	1.4168337328421	2	542	127	13567	0.369		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset88	CSTF2_eCLIP_HepG2	1.68370899242759	0.3468163886426897	0.706641900546812	3.45140027556688	8	524	127	13567	1.53		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset90	SF3B4_eCLIP_HepG2	0	1	0	5.53435083572413	0	73	127	13567	0		CDS_Other	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset91	SRSF1_eCLIP_HepG2	1.17395696810471	0.8156159883818697	0.735888557038394	1.81569208621894	27	2540	127	13567	1.06		CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset92	ILF3_eCLIP_HepG2	2.09801114783515	0.002139589216315044	1.38658609533088	3.11805452349854	37	2239	127	13567	1.65		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset93	DDX55_eCLIP_HepG2	2.02109572166788	0.23242174203499755	0.790063418658512	4.33512709478049	7	384	127	13567	1.82		3UTR_CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset95	BUD13_eCLIP_HepG2	3.05756296370305	0.0012538486966483483	1.67833578953912	5.22863399280102	16	621	127	13567	2.58		CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset98	TIA1_eCLIP_HepG2	1.64693559003951	0.05677637704686172	1.08454778845105	2.45399523087872	36	2639	127	13567	1.36		3UTR_CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset100	PTBP1_eCLIP_HepG2	1.1617661038813	0.9400054357582072	0.540982973834648	2.22366488175639	10	931	127	13567	1.07		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset103	SAFB_eCLIP_HepG2	3.38423737162046	8.158213710485681e-7	2.19468550598752	5.10470466198557	33	1296	127	13567	2.55	3.4	Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset104	AKAP1_eCLIP_HepG2	1.47635313096328	0.22569947976122526	0.90257448860165	2.32730229519506	24	1856	127	13567	1.29		3UTR_CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset107	HNRNPUL1_eCLIP_HepG2	2.25614251024564	0.15775714689265266	0.805315185719656	5.11501511138227	6	295	127	13567	2.03		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset109	U2AF2_eCLIP_HepG2	2.98892727986052	5.638173177379289e-4	1.72280885911018	4.92899645615757	19	766	127	13567	2.48	3	CDS_Other	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset111	LSM11_eCLIP_HepG2	3.17899124908059	5.984108930281901e-4	1.77605238171754	5.36680445640252	17	640	127	13567	2.66	3.2	3UTR_CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset118	AQR_eCLIP_HepG2	0	1	0	29.842958043677	0	15	127	13567	0		CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset119	UTP18_eCLIP_HepG2	4.85264810417517	2.1640833006169727e-8	3.00369568748472	7.58792706824191	26	703	127	13567	3.7	4.9	NonCodingExon	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset120	PCBP1_eCLIP_HepG2	1.5784613927598	0.49758814375936733	0.662680998013098	3.23467307611847	8	557	127	13567	1.44		3UTR_CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset123	PRPF4_eCLIP_HepG2	2.59336827904297	0.6007476545573951	0.0636237075820676	15.5480440659454	1	42	127	13567	2.38		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset124	TIAL1_eCLIP_HepG2	4.16743539708579	0.017522109051455792	1.47763672311647	9.53940887998092	6	164	127	13567	3.66		3UTR_CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset127	KHSRP_eCLIP_HepG2	3.01345746430024	3.741108650724208e-7	2.04509047041631	4.39397973743704	46	2177	127	13567	2.11	3	Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset133	TARDBP_eCLIP_HepG2	0.541909532322554	1	0.0135465577221965	3.11038808106885	1	195	127	13567	0.513		NA	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset137	FXR2_eCLIP_HepG2	1.46031331157276	0.3288601317410046	0.843875999330779	2.401175933499	19	1464	127	13567	1.3		CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset138	ZC3H11A_eCLIP_HepG2	1.61122324558449	0.3633549885962912	0.779182396587482	3.00839359224097	11	758	127	13567	1.45		3UTR_CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset141	EIF3D_eCLIP_HepG2	2.63395885150929	0.020256706928675487	1.2705773057697	4.9335129919276	11	478	127	13567	2.3		CDS_Other	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset144	UCHL5_eCLIP_HepG2	0.232390681253963	1	0.0740375949297243	0.558317243933129	5	2020	127	13567	0.248		CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset146	PCBP2_eCLIP_HepG2	0.680251351845717	1	0.0169799730389816	3.91637381089923	1	156	127	13567	0.641		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset152	QKI_eCLIP_HepG2	2.43196546228723	7.348235509857062e-4	1.53297888463017	3.74757522577677	28	1428	127	13567	1.96	2.4	Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset153	LIN28B_eCLIP_HepG2	2.54932946744214	6.298071784252276e-4	1.59518754888951	3.95035162326577	27	1314	127	13567	2.05	2.5	CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset154	LARP7_eCLIP_HepG2	2.82731163504376	0.006694082118618959	1.45097604036609	5.07329279104593	13	534	127	13567	2.43		NonCodingExon	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset156	RBM22_eCLIP_HepG2	1.93878025784291	0.5390970830664735	0.229363803753557	7.31934144986561	2	112	127	13567	1.79		5SS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset159	FKBP4_eCLIP_HepG2	2.58992120531874	0.05466983140623808	1.08406411049615	5.32948674205719	8	348	127	13567	2.3		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset160	SRSF7_eCLIP_HepG2	0.722671707536371	1	0.018031865055786	4.16410008812331	1	147	127	13567	0.68		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset161	FAM120A_eCLIP_HepG2	0.812587459762065	1	0.0202588042197581	4.69085533637336	1	131	127	13567	0.763		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset162	DDX52_eCLIP_HepG2	0.323342926796747	1	0.0081004152908809	1.84760220925213	1	323	127	13567	0.31		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset165	CSTF2T_eCLIP_HepG2	1.68709015307306	0.7405343286229938	0.34022657266302	5.12109590105057	3	193	127	13567	1.55		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset170	NOLC1_eCLIP_HepG2	0.816851157318859	1	0.343685954040732	1.66888787483944	8	1030	127	13567	0.777		NonCodingExon	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset172	SRSF9_eCLIP_HepG2	1.90320401754923	0.002235002222277392	1.31930739950972	2.74307226429617	62	4549	127	13567	1.36		CDS_Other	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset174	TBRG4_eCLIP_HepG2	1.91386746769285	0.0037498791433762143	1.29366159961816	2.79815593861092	44	2959	127	13567	1.49		CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset175	BCCIP_eCLIP_HepG2	2.00009965885609	7.850686489921004e-4	1.38319162315603	2.91111475910878	75	5706	127	13567	1.31	2	Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset180	PRPF8_eCLIP_HepG2	3.17534781911114	1.121063054620678e-8	2.19611206852764	4.58035798152147	59	2943	127	13567	2	3.2	CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset181	IGF2BP1_eCLIP_HepG2	0	1	0	162.120215235321	0	4	127	13567	0		3UTR_CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset182	DGCR8_eCLIP_HepG2	3.96975190032882	1.4695213419319527e-12	2.75228989341216	5.73793519335415	68	3092	127	13567	2.2	4	Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset185	DKC1_eCLIP_HepG2	2.47870317697854	1.3894700481123641e-5	1.70844853911628	3.57900330006017	55	3221	127	13567	1.71	2.5	NonCodingExon	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset187	TRA2A_eCLIP_HepG2	3.80669758354017	2.1221560804675534e-5	2.22041382390977	6.22485224723592	20	649	127	13567	3.08	3.8	CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset188	G3BP1_eCLIP_HepG2	1.30244831181295	0.9414453525736093	0.41324441228746	3.14845915502977	5	415	127	13567	1.2		CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset192	DDX6_eCLIP_HepG2	2.47913120845172	0.21530887897684062	0.657585751838612	6.62475850449218	4	178	127	13567	2.25		3UTR_CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset194	HLTF_eCLIP_HepG2	1.65088708121086	0.629504190105825	0.195649283300667	6.21192346196819	2	131	127	13567	1.53		CDS_Other	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset195	SUGP2_eCLIP_HepG2	4.86875440193598	0.0022420014814486466	2.02424924470085	10.1081267601012	8	191	127	13567	4.19		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset196	SMNDC1_eCLIP_HepG2	1.99778326373466	0.13536150284450824	0.965191208742306	3.73488792845222	11	620	127	13567	1.77		NonCodingExon	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset199	NCBP2_eCLIP_HepG2	1.41640838886625	0.42255533009195345	0.764563826672761	2.44780193852953	15	1176	127	13567	1.28		CDS_Other	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset200	STAU2_eCLIP_HepG2	0	1	0	54.0752414971169	0	9	127	13567	0		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset201	U2AF1_eCLIP_HepG2	0.98724627485143	1	0.592188440492699	1.57832339939904	22	2375	127	13567	0.926		CDS_Other	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset202	EXOSC5_eCLIP_HepG2	2.31342108928765	4.43221917731436e-5	1.59646528854819	3.33849255916014	56	3473	127	13567	1.61	2.3	Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset204	NIP7_eCLIP_HepG2	1.64339175812128	0.48205053977765294	0.52074230749538	3.98047949828466	5	332	127	13567	1.51		NonCodingExon	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset207	SLTM_eCLIP_HepG2	2.13215295383091	0.032495226114516676	1.17243077333442	3.63866617280249	16	867	127	13567	1.85		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset210	HNRNPU_eCLIP_HepG2	2.58263861652132	0.0010749981822495557	1.56149220185618	4.1080272801914	23	1083	127	13567	2.12		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset213	TAF15_eCLIP_HepG2	2.12038497980268	0.29638419300152596	0.563316186813643	5.65185685410712	4	207	127	13567	1.93		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset215	EIF3H_eCLIP_HepG2	2.13627853664479	0.16207444463248996	0.895382082505564	4.38757012369554	8	418	127	13567	1.91		CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset216	PPIG_eCLIP_HepG2	1.21277890492708	1	0.144146196323038	4.5389684503119	2	177	127	13567	1.13		CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset218	RBM5_eCLIP_HepG2	1.17723143665384	0.9150909574025002	0.029252675694231	6.84791355077139	1	91	127	13567	1.1		CDS_Other	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset223	SF3A3_eCLIP_HepG2	2.88239550644119	0.01648269083042756	1.33624906847252	5.548990906956	10	397	127	13567	2.52		CDS_Other	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset224	CDC40_eCLIP_HepG2	1.80237625625145	0.4784520251015771	0.363273181141801	5.47755977165476	3	181	127	13567	1.66		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset225	HNRNPL_eCLIP_HepG2	2.83335657467184	1.387742380207847e-7	1.96538201067716	4.09489018655178	68	3954	127	13567	1.72	2.8	Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset227	XPO5_eCLIP_HepG2	1.4571167683163	0.26728074951650366	0.882407853938657	2.31345346876741	23	1794	127	13567	1.28		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset228	IGF2BP3_eCLIP_HepG2	0	1	0	62.5024274777674	0	8	127	13567	0		3UTR_CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset231	GRSF1_eCLIP_HepG2	2.99422630080935	1.6636473448242614e-7	2.05805312684608	4.33081505991099	53	2647	127	13567	2	3	3UTR_CDS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset236	DDX3X_eCLIP_HepG2	3.29566465903064	8.794837591297831e-5	1.94798225627256	5.33547042233146	21	783	127	13567	2.68	3.3	CDS_Other	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset238	SUPV3L1_eCLIP_HepG2	4.00232507714097	1.883475571345122e-10	2.71403427685044	5.83904011783274	46	1716	127	13567	2.68	4	5SS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset239	EFTUD2_eCLIP_HepG2	3.81192872413822	1.4031429795555294e-6	2.36344094801283	5.95282955205873	26	876	127	13567	2.97	3.8	5SS	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset241	DROSHA_eCLIP_HepG2	0	1	0	20.5552892514316	0	21	127	13567	0		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset242	HNRNPM_eCLIP_HepG2	0	1	0	4.31375370470194	0	93	127	13567	0		Intron	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset254	NSUN2_eCLIP_HepG2	2.70781639268472	0.2545532846611521	0.543240439134365	8.29070590299099	3	122	127	13567	2.46		NA	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.39_orangered4	dataset256	TROVE2_eCLIP_HepG2	2.9292913212158	0.341142830629777	0.344425522310442	11.1884048215442	2	75	127	13567	2.67		NonCodingExon	eCLIP	HepG2	39	orangered4
net.isoExpr	net.isoExprM.25_orange	dataset01	CELF2_CLIP_N2A	2.84502862156546	1.342074453607486e-9	2.0840097222416	3.8638034938212	73	2531	187	13567	2.88	2.8	Intron/Exon	CLIP	N2A	25	orange
net.isoExpr	net.isoExprM.25_orange	dataset12	MBNL2_AS_Neuron	2.90433995221362	0.0025361541732846714	1.57557265446591	4.98519014447316	15	405	187	13567	3.7		Intron/Exon	AS	Neuron	25	orange
net.isoExpr	net.isoExprM.25_orange	dataset14	NOVA2_AS_Neuron	2.34337321746075	0.0061875177291906	1.36677359298	3.80620474540316	19	635	187	13567	2.99		Intron/Exon	AS	Neuron	25	orange
net.isoExpr	net.isoExprM.25_orange	dataset15	NOVA2/PTBP2_AS_Neuron	2.63223327742069	2.415444066983868e-4	1.67191244819302	4.00398430747925	27	833	187	13567	3.24	2.6	Intron/Exon	AS	Neuron	25	orange
net.isoExpr	net.isoExprM.25_orange	dataset19	RBFOX2_AS_Neuron	1.74195375688144	0.027379752300808462	1.13999551696009	2.58587055859552	31	1401	187	13567	2.21		Intron/Exon	AS	Neuron	25	orange
