net	mod	cell	OR	Fisher.p	X.95.CI	X.95.CI.1	Overlap	Reference.List	Input.List	Background	X..List.Overlap	Fisher.q	label	module.number	module.color
isoExpr	isoExprM.24_darkgrey	ExM-U	2.40256987677553	0.0238093707304307	1.0097882063813	4.91446036222694	8	234	194	13046	3.42	0.10781601840195033		24	darkgrey
isoExpr	isoExprM.24_darkgrey	InMGE	2.53135993733644	0.037694759711184	0.903814428027812	5.73506112894466	6	166	194	13046	3.61	0.1579242469658207		24	darkgrey
isoExpr	isoExprM.24_darkgrey	InCGE	1.80691938941753	0.291815411409725	0.480971453857254	4.80186629808049	4	152	194	13046	2.63	0.7680325319127579		24	darkgrey
isoExpr	isoExprM.24_darkgrey	oRG	0.685174709840322	1	0.247217213669565	1.52901372323427	6	578	194	13046	1.04	1		24	darkgrey
isoExpr	isoExprM.24_darkgrey	PgS	0.222019081925375	1	0.0266585338462635	0.81678174057312	2	578	194	13046	0.346	1		24	darkgrey
isoExpr	isoExprM.24_darkgrey	vRG	0.737601360612341	1	0.235578159817438	1.76507821987958	5	450	194	13046	1.11	1		24	darkgrey
isoExpr	isoExprM.2_blue	ExN	4.05419218550283	5.24449189190815e-7	2.36273307026755	6.75556788246931	23	76	1277	13046	30.3	6.118573873892841e-6	4	2	blue
isoExpr	isoExprM.2_blue	PgG2M	10.2001476237506	1.53020444277067e-103	8.35323860886911	12.4541918206165	219	453	1277	13046	48.3	5.1414869277094516e-101	10	2	blue
isoExpr	isoExprM.2_blue	OPC	2.58698733915634	3.96549791032442e-14	2.04399699960104	3.25157929558433	103	489	1277	13046	21.1	9.797112484330921e-13	3	2	blue
isoExpr	isoExprM.2_blue	End	1.42795250132063	0.0129470573655598	1.0752329993122	1.87109120185666	65	491	1277	13046	13.2	0.06492852648997154		2	blue
isoExpr	isoExprM.2_blue	ExDp2	0.83567520656286	1	0.623191050563254	1.10254531180542	58	692	1277	13046	8.38	1		2	blue
isoExpr	isoExprM.2_blue	Per	1.79039486511	1.23190374396475e-7	1.44854398732425	2.19875409135912	121	771	1277	13046	15.7	1.5330357702672445e-6	2	2	blue
isoExpr	isoExprM.2_blue	Mic	1.36067472897272	0.0166660513081934	1.04752485531536	1.74757372253861	76	599	1277	13046	12.7	0.08029968229130545		2	blue
isoExpr	isoExprM.2_blue	ExM	1.16083831500388	0.437827660879325	0.737646154390418	1.75880019874216	26	233	1277	13046	11.2	1		2	blue
isoExpr	isoExprM.2_blue	IP	4.07496568935205	4.75827144101745e-19	3.04170541564106	5.41458125370281	74	249	1277	13046	29.7	1.5372876963287147e-17	4	2	blue
isoExpr	isoExprM.2_blue	ExDp1	0.745390222857993	1	0.515433503111407	1.04936676241016	37	490	1277	13046	7.55	1		2	blue
isoExpr	isoExprM.2_blue	ExM-U	1.10441459525614	0.656351841021943	0.695736713992972	1.68459277512946	25	234	1277	13046	10.7	1		2	blue
isoExpr	isoExprM.2_blue	InMGE	3.08932152651476	1.71123256726345e-8	2.10561712949779	4.4527285089121	41	166	1277	13046	24.7	2.4571544555577744e-7	3	2	blue
isoExpr	isoExprM.2_blue	InCGE	3.24903215768369	1.22770403641977e-8	2.18696475833383	4.73928463039922	39	152	1277	13046	25.7	1.841556054629655e-7	3	2	blue
isoExpr	isoExprM.2_blue	oRG	9.58093728409761	1.72455905531067e-119	8.00231590068705	11.4686710836386	265	578	1277	13046	45.8	9.657530709739753e-117	10	2	blue
isoExpr	isoExprM.2_blue	PgS	8.48830444835061	3.7337883147725e-105	7.08299223224477	10.1643719478606	250	578	1277	13046	43.3	1.56819109220445e-102	8	2	blue
isoExpr	isoExprM.2_blue	vRG	9.3575757649392	2.33390066295755e-94	7.6544299054495	11.4334508373873	209	450	1277	13046	46.4	5.60136159109812e-92	9	2	blue
isoExpr	isoExprM.5_green	ExN	2.28860348792785	0.0376950137102941	0.99901216286227	4.63325571496726	9	76	728	13046	11.8	0.1579242469658207		5	green
isoExpr	isoExprM.5_green	PgG2M	0.530615851404362	1	0.286159650698339	0.906046198367202	14	453	728	13046	3.09	1		5	green
isoExpr	isoExprM.5_green	OPC	1.36254779985263	0.0870984948691896	0.934129241949221	1.93411234184824	36	489	728	13046	7.36	0.3160377351625022		5	green
isoExpr	isoExprM.5_green	End	1.10542394110032	0.615583329335493	0.731542817271518	1.61473137880605	30	491	728	13046	6.11	1		5	green
isoExpr	isoExprM.5_green	ExDp2	2.17794490881702	2.08039191708887e-8	1.66895359249632	2.81075468684607	75	692	728	13046	10.8	2.9125486839244185e-7	2	5	green
isoExpr	isoExprM.5_green	Per	0.623168391791847	1	0.408073941277673	0.916520086190825	28	771	728	13046	3.63	1		5	green
isoExpr	isoExprM.5_green	Mic	0.665094158358974	1	0.415320236588225	1.01633549233492	23	599	728	13046	3.84	1		5	green
isoExpr	isoExprM.5_green	ExM	3.4232499271488	2.06787185887224e-9	2.33170900637818	4.91332418515834	38	233	728	13046	16.3	3.439628438520162e-8	3	5	green
isoExpr	isoExprM.5_green	IP	0.484470737523506	1	0.192012098798664	1.01898263496757	7	249	728	13046	2.81	1		5	green
isoExpr	isoExprM.5_green	ExDp1	3.12419287714638	2.3707635937873e-14	2.36912436088092	4.07427839729159	72	490	728	13046	14.7	6.034670966004036e-13	3	5	green
isoExpr	isoExprM.5_green	ExM-U	3.18396791875728	2.66196228762232e-8	2.14957512472307	4.60233883876976	36	234	728	13046	15.4	3.635850929435364e-7	3	5	green
isoExpr	isoExprM.5_green	InMGE	3.68795200832042	3.60549480765007e-8	2.36370355543335	5.58352448605542	29	166	728	13046	17.5	4.807326410200093e-7	4	5	green
isoExpr	isoExprM.5_green	InCGE	3.75605469025999	7.45609636220236e-8	2.36470944342096	5.77578630359741	27	152	728	13046	17.8	9.710265029844934e-7	4	5	green
isoExpr	isoExprM.5_green	oRG	0.756562979316849	1	0.481882718404209	1.13862832215508	25	578	728	13046	4.33	1		5	green
isoExpr	isoExprM.5_green	PgS	0.501115783414405	1	0.288128258602579	0.815646361301295	17	578	728	13046	2.94	1		5	green
isoExpr	isoExprM.5_green	vRG	0.534401873478047	1	0.288152212043423	0.912554157080339	14	450	728	13046	3.11	1		5	green
isoExpr	isoExprM.14_cyan	ExN	1.71214133018706	0.265407094042777	0.34321051360961	5.25229184404544	3	76	307	13046	3.95	0.7157045232614211		14	cyan
isoExpr	isoExprM.14_cyan	PgG2M	0.73919244718062	1	0.314183900388583	1.48848592480604	8	453	307	13046	1.77	1		14	cyan
isoExpr	isoExprM.14_cyan	OPC	1.32918780009471	0.284881292568334	0.728505934189573	2.25171894143131	15	489	307	13046	3.07	0.7548904913482667		14	cyan
isoExpr	isoExprM.14_cyan	End	0.590814156940787	1	0.234250944726456	1.24203861847216	7	491	307	13046	1.43	1		14	cyan
isoExpr	isoExprM.14_cyan	ExDp2	3.66500734013369	8.8148502754993e-13	2.62387106143153	5.03678459553779	50	692	307	13046	7.23	2.0286230771012086e-11	4	14	cyan
isoExpr	isoExprM.14_cyan	Per	0.814241062621441	1	0.44757228644152	1.37435690903649	15	771	307	13046	1.95	1		14	cyan
isoExpr	isoExprM.14_cyan	Mic	0.69455629216444	1	0.327849862406559	1.30484742047178	10	599	307	13046	1.67	1		14	cyan
isoExpr	isoExprM.14_cyan	ExM	7.84520620054409	9.15200287093975e-18	5.18262000804302	11.5832454139887	34	233	307	13046	14.6	2.901012230788449e-16	8	14	cyan
isoExpr	isoExprM.14_cyan	IP	0.50117913535843	1	0.102072904944282	1.49611288035035	3	249	307	13046	1.2	1		14	cyan
isoExpr	isoExprM.14_cyan	ExDp1	3.35416411752293	1.54721837600073e-8	2.24855027659296	4.87017563751705	34	490	307	13046	6.94	2.280111290948444e-7	3	14	cyan
isoExpr	isoExprM.14_cyan	ExM-U	3.38212941459921	3.91871404583335e-5	1.90827259193063	5.63710032988006	17	234	307	13046	7.26	3.657466442777793e-4	3	14	cyan
isoExpr	isoExprM.14_cyan	InMGE	3.016617409513	0.0019053097139189	1.45930439357038	5.62795890636858	11	166	307	13046	6.63	0.012264062526374528	3	14	cyan
isoExpr	isoExprM.14_cyan	InCGE	2.02653949766339	0.0941102902812324	0.793643353584332	4.33467395515454	7	152	307	13046	4.61	0.33355545922462115		14	cyan
isoExpr	isoExprM.14_cyan	oRG	0.874869391930663	1	0.444195412246429	1.56382626317796	12	578	307	13046	2.08	1		14	cyan
isoExpr	isoExprM.14_cyan	PgS	1.03146109982829	0.8880003799321	0.553276657814534	1.77355828000344	14	578	307	13046	2.42	1		14	cyan
isoExpr	isoExprM.14_cyan	vRG	0.271386358491404	1	0.0554481463099226	0.805942892357587	3	450	307	13046	0.667	1		14	cyan
isoExpr	isoExprM.6_red	ExN	2.23700727439241	0.0561670497893735	0.924402977978622	4.68930865592551	8	76	656	13046	10.5	0.22254868784468745		6	red
isoExpr	isoExprM.6_red	PgG2M	0.729412382197287	1	0.41826590335511	1.19118426362721	17	453	656	13046	3.75	1		6	red
isoExpr	isoExprM.6_red	OPC	1.01832887536441	0.915870154432501	0.647020651133581	1.53697469016418	25	489	656	13046	5.11	1		6	red
isoExpr	isoExprM.6_red	End	0.627094449561802	1	0.353284489306474	1.03733060885715	16	491	656	13046	3.26	1		6	red
isoExpr	isoExprM.6_red	ExDp2	4.29750692677232	6.92022912846884e-31	3.42197004432957	5.36451775468863	114	692	656	13046	16.5	4.821239792038602e-29	4	6	red
isoExpr	isoExprM.6_red	Per	0.53933448211243	1	0.333456429030937	0.830267789295682	22	771	656	13046	2.85	1		6	red
isoExpr	isoExprM.6_red	Mic	1.37427683962782	0.0680868218850284	0.96133677513086	1.91764108565888	40	599	656	13046	6.68	0.25955520359015655		6	red
isoExpr	isoExprM.6_red	ExM	8.95720675943538	7.68832482921697e-36	6.58622842158953	12.077197339575	70	233	656	13046	30	7.1757698406025044e-34	9	6	red
isoExpr	isoExprM.6_red	IP	0.704216168466056	1	0.316634415738636	1.36811049600552	9	249	656	13046	3.61	1		6	red
isoExpr	isoExprM.6_red	ExDp1	5.14178418833756	2.31993390822095e-31	4.0017718562347	6.5581403673784	95	490	656	13046	19.4	1.6945604199179114e-29	5	6	red
isoExpr	isoExprM.6_red	ExM-U	5.92693076558271	5.80343707868658e-21	4.232322374475	8.18887848222332	53	234	656	13046	22.6	1.949954858438691e-19	6	6	red
isoExpr	isoExprM.6_red	InMGE	4.13593386388796	3.55517589052796e-9	2.64847687563056	6.268190528074	29	166	656	13046	17.5	5.798733491346575e-8	4	6	red
isoExpr	isoExprM.6_red	InCGE	2.74848628357827	2.21756306660457e-4	1.59354700855255	4.49924863877026	19	152	656	13046	12.5	0.0017656426312301788	3	6	red
isoExpr	isoExprM.6_red	oRG	0.52619461468275	1	0.296790054952806	0.868992968034455	16	578	656	13046	2.77	1		6	red
isoExpr	isoExprM.6_red	PgS	0.631326090976202	1	0.37458149614567	1.00381888527285	19	578	656	13046	3.29	1		6	red
isoExpr	isoExprM.6_red	vRG	0.552992912789617	1	0.290435519783341	0.96272181821817	13	450	656	13046	2.89	1		6	red
isoExpr	isoExprM.4_yellow	ExN	3.43585034107807	9.36759143208315e-5	1.83960259915861	6.07108726681811	16	76	950	13046	21.1	8.0293640846427e-4	3	4	yellow
isoExpr	isoExprM.4_yellow	PgG2M	4.48623823403683	7.17446397624792e-31	3.54538288864319	5.64419135976903	110	453	950	13046	24.3	4.821239792038602e-29	4	4	yellow
isoExpr	isoExprM.4_yellow	OPC	2.06016585535671	8.21872387578606e-7	1.55067150124673	2.7021026936042	66	489	950	13046	13.5	9.39282728661264e-6	2	4	yellow
isoExpr	isoExprM.4_yellow	End	1.43386261563175	0.0262983792301798	1.03675779823066	1.94597957002773	49	491	950	13046	9.98	0.11626651870184754		4	yellow
isoExpr	isoExprM.4_yellow	ExDp2	0.624575063433793	1	0.423554731071334	0.892690750421215	33	692	950	13046	4.77	1		4	yellow
isoExpr	isoExprM.4_yellow	Per	1.61076160475277	1.87348997921152e-4	1.25540065438139	2.04591059218959	84	771	950	13046	10.9	0.0015059632368781596	2	4	yellow
isoExpr	isoExprM.4_yellow	Mic	0.983994323115177	1	0.698925169730646	1.3543705784969	43	599	950	13046	7.18	1		4	yellow
isoExpr	isoExprM.4_yellow	ExM	0.62661505451729	1	0.307201722768515	1.14857977403781	11	233	950	13046	4.72	1		4	yellow
isoExpr	isoExprM.4_yellow	IP	3.58675958493216	7.55398445417643e-13	2.57644052587499	4.92197140911085	53	249	950	13046	21.3	1.7625963726411668e-11	4	4	yellow
isoExpr	isoExprM.4_yellow	ExDp1	0.475651552813561	1	0.278132688853522	0.76451202849795	18	490	950	13046	3.67	1		4	yellow
isoExpr	isoExprM.4_yellow	ExM-U	0.563868861342924	1	0.265800217337826	1.06130389424921	10	234	950	13046	4.27	1		4	yellow
isoExpr	isoExprM.4_yellow	InMGE	2.07375007739451	0.00243748394580221	1.26708328645377	3.25542032811863	23	166	950	13046	13.9	0.015222948063002648	2	4	yellow
isoExpr	isoExprM.4_yellow	InCGE	2.54686243812387	1.07339295103783e-4	1.58020165768996	3.9577105728148	25	152	950	13046	16.4	9.061809837907308e-4	3	4	yellow
isoExpr	isoExprM.4_yellow	oRG	3.58684823330399	8.69630738428129e-26	2.87018327461132	4.45729797375715	118	578	950	13046	20.4	4.296998942821344e-24	4	4	yellow
isoExpr	isoExprM.4_yellow	PgS	4.55018516244193	1.355136092801e-38	3.68385268834222	5.59629649046532	139	578	950	13046	24	1.3391933152386354e-36	5	4	yellow
isoExpr	isoExprM.4_yellow	vRG	3.83733593143819	1.15571820668899e-23	3.00296100228581	4.86819804070773	98	450	950	13046	21.8	5.109491019046061e-22	4	4	yellow
isoExpr	isoExprM.23_darkturquoise	ExN	1.5882751278429	0.365676894801877	0.187627433775701	6.01307642089081	2	76	219	13046	2.63	0.8968426033097129		23	darkturquoise
isoExpr	isoExprM.23_darkturquoise	PgG2M	1.33751707303233	0.349482365326298	0.627608617471255	2.53290668628658	10	453	219	13046	2.21	0.8698227759232307		23	darkturquoise
isoExpr	isoExprM.23_darkturquoise	OPC	1.63737347622189	0.102143554054951	0.850845960632348	2.89015036320571	13	489	219	13046	2.66	0.35528192714765566		23	darkturquoise
isoExpr	isoExprM.23_darkturquoise	End	1.3602968917801599	0.284421863045374	0.664099766124991	2.50703848641884	11	491	219	13046	2.24	0.7548904913482667		23	darkturquoise
isoExpr	isoExprM.23_darkturquoise	ExDp2	0.762021175032921	1	0.342157305982612	1.48337260375574	9	692	219	13046	1.3	1		23	darkturquoise
isoExpr	isoExprM.23_darkturquoise	Per	0.921735221305208	1	0.466467674651229	1.65483624231448	12	771	219	13046	1.56	1		23	darkturquoise
isoExpr	isoExprM.23_darkturquoise	Mic	0.994143460824611	1	0.467275524099231	1.87840727825588	10	599	219	13046	1.67	1		23	darkturquoise
isoExpr	isoExprM.23_darkturquoise	ExM	2.41095301811722	0.0169509043230001	1.07328284152076	4.74812568013785	9	233	219	13046	3.86	0.08113253351179536		23	darkturquoise
isoExpr	isoExprM.23_darkturquoise	IP	1.20487823839234	0.614521338037466	0.383802109717229	2.89472407409624	5	249	219	13046	2.01	1		23	darkturquoise
isoExpr	isoExprM.23_darkturquoise	ExDp1	1.10001244295418	0.719253603415427	0.492985281350117	2.14649402045033	9	490	219	13046	1.84	1		23	darkturquoise
isoExpr	isoExprM.23_darkturquoise	ExM-U	1.5564964182503	0.293878012675674	0.558974582765746	3.49741428634109	6	234	219	13046	2.56	0.769851994928745		23	darkturquoise
isoExpr	isoExprM.23_darkturquoise	InMGE	2.63030231655846	0.0219915299815352	1.02818091048467	5.64146145787169	7	166	219	13046	4.22	0.10039611513309547		23	darkturquoise
isoExpr	isoExprM.23_darkturquoise	InCGE	2.44656908204103	0.043110113532566	0.873519843057978	5.54256636975117	6	152	219	13046	3.95	0.17794838018356482		23	darkturquoise
isoExpr	isoExprM.23_darkturquoise	oRG	2.08471335565723	0.00452433775984907	1.21983226234213	3.37294305296988	19	578	219	13046	3.29	0.02594159534657487	2	23	darkturquoise
isoExpr	isoExprM.23_darkturquoise	PgS	1.84007305348123	0.0287822053664213	1.04345333736483	3.04737226095587	17	578	219	13046	2.94	0.12526970211292174		23	darkturquoise
isoExpr	isoExprM.23_darkturquoise	vRG	1.20367271301014	0.572251700043604	0.539177210689306	2.35037060273688	9	450	219	13046	2	1		23	darkturquoise
isoExpr	isoExprM.7_black	ExN	1.52910595232183	0.389481754272945	0.479890489127208	3.75982984564122	5	76	576	13046	6.58	0.9483034017080401		7	black
isoExpr	isoExprM.7_black	PgG2M	1.220308786655	0.35049980103628	0.76648701160262	1.86002022765172	24	453	576	13046	5.3	0.8710645942913466		7	black
isoExpr	isoExprM.7_black	OPC	1.02067321308575	0.910496535480097	0.628111671202817	1.5800906533077	22	489	576	13046	4.5	1		7	black
isoExpr	isoExprM.7_black	End	1.32500689251755	0.177273128658239	0.862517706709022	1.96276724941873	28	491	576	13046	5.7	0.5428213178935545		7	black
isoExpr	isoExprM.7_black	ExDp2	0.980048402177612	1	0.649438179352586	1.42934796098602	30	692	576	13046	4.34	1		7	black
isoExpr	isoExprM.7_black	Per	1.09754768862594	0.587243698539607	0.758090299435304	1.54713938227197	37	771	576	13046	4.8	1		7	black
isoExpr	isoExprM.7_black	Mic	1.02298770329839	0.918736803969688	0.661967311101071	1.52129903315331	27	599	576	13046	4.51	1		7	black
isoExpr	isoExprM.7_black	ExM	1.61321165500418	0.0748564781704263	0.899503558856279	2.70362502153943	16	233	576	13046	6.87	0.2800865998358935		7	black
isoExpr	isoExprM.7_black	IP	0.808869683023966	1	0.363468517328888	1.57262782637242	9	249	576	13046	3.61	1		7	black
isoExpr	isoExprM.7_black	ExDp1	1.32798500560305	0.176855629222744	0.8644379138874	1.96723194257315	28	490	576	13046	5.71	0.5428213178935545		7	black
isoExpr	isoExprM.7_black	ExM-U	1.38703783622687	0.257220076579126	0.741038280499993	2.39731674783224	14	234	576	13046	5.98	0.7037943463402796		7	black
isoExpr	isoExprM.7_black	InMGE	1.54676047029827	0.178092371268469	0.752012734635968	2.86688936476149	11	166	576	13046	6.63	0.5430039632142067		7	black
isoExpr	isoExprM.7_black	InCGE	1.20557437246207	0.550148669885354	0.50817908181261	2.45636681214367	8	152	576	13046	5.26	1		7	black
isoExpr	isoExprM.7_black	oRG	0.850935472032593	1	0.524463942679061	1.31489690927326	22	578	576	13046	3.81	1		7	black
isoExpr	isoExprM.7_black	PgS	1.23980997733241	0.253993964650832	0.825753035751107	1.80197334898644	31	578	576	13046	5.36	0.6983794772723367		7	black
isoExpr	isoExprM.7_black	vRG	0.79236640347558	1	0.445654216916941	1.31335448022148	16	450	576	13046	3.56	1		7	black
isoExpr	isoExprM.16_lightcyan	ExN	4.58429284572848	0.00295285643171979	1.61116634892029	10.6361878443857	6	76	244	13046	7.89	0.017851626428409702	5	16	lightcyan
isoExpr	isoExprM.16_lightcyan	PgG2M	0.576913366098718	1	0.184705975246156	1.37551076478472	5	453	244	13046	1.1	1		16	lightcyan
isoExpr	isoExprM.16_lightcyan	OPC	0.754951247241045	1	0.29860991992374	1.59228200195707	7	489	244	13046	1.43	1		16	lightcyan
isoExpr	isoExprM.16_lightcyan	End	1.45089073420589	0.230111088473217	0.755313802293531	2.5549938114772	13	491	244	13046	2.65	0.6576048961380443		16	lightcyan
isoExpr	isoExprM.16_lightcyan	ExDp2	0.840292973229378	1	0.411699315102552	1.54146584263881	11	692	244	13046	1.59	1		16	lightcyan
isoExpr	isoExprM.16_lightcyan	Per	0.465403020279298	1	0.184470640189281	0.97886742053625	7	771	244	13046	0.908	1		16	lightcyan
isoExpr	isoExprM.16_lightcyan	Mic	0.609183240677556	1	0.241175185044895	1.28303280610445	7	599	244	13046	1.17	1		16	lightcyan
isoExpr	isoExprM.16_lightcyan	ExM	2.41027502134267	0.012376114334216	1.12522578559723	4.59538809038317	10	233	244	13046	4.29	0.06300567297419055		16	lightcyan
isoExpr	isoExprM.16_lightcyan	IP	0.854226668263709	1	0.229024925214436	2.24401609436413	4	249	244	13046	1.61	1		16	lightcyan
isoExpr	isoExprM.16_lightcyan	ExDp1	1.33353867025981	0.307316898281029	0.674306143959693	2.39658903274441	12	490	244	13046	2.45	0.7963793102673552		16	lightcyan
isoExpr	isoExprM.16_lightcyan	ExM-U	1.14860354190401	0.628306634820684	0.366050378263412	2.75773810156767	5	234	244	13046	2.14	1		16	lightcyan
isoExpr	isoExprM.16_lightcyan	InMGE	1.30037970999488	0.555980663496412	0.347251791152295	3.43789370966171	4	166	244	13046	2.41	1		16	lightcyan
isoExpr	isoExprM.16_lightcyan	InCGE	1.05711547357602	0.762954302781441	0.214040973859492	3.18682625569909	3	152	244	13046	1.97	1		16	lightcyan
isoExpr	isoExprM.16_lightcyan	oRG	0.446506205246769	1	0.143127619360491	1.0628945343401	5	578	244	13046	0.865	1		16	lightcyan
isoExpr	isoExprM.16_lightcyan	PgS	0.632674682837423	1	0.250443125792792	1.33282322369251	7	578	244	13046	1.21	1		16	lightcyan
isoExpr	isoExprM.16_lightcyan	vRG	0.461753532010258	1	0.124238777395235	1.20623434232867	4	450	244	13046	0.889	1		16	lightcyan
isoExpr	isoExprM.13_salmon	ExN	1.23843758377014	0.678427364531197	0.146523883402531	4.67682726986745	2	76	279	13046	2.63	1		13	salmon
isoExpr	isoExprM.13_salmon	PgG2M	1.03418703128034	0.868244601122979	0.486827579830514	1.94996903631391	10	453	279	13046	2.21	1		13	salmon
isoExpr	isoExprM.13_salmon	OPC	1.47348473409152	0.149831180434548	0.806554830245756	2.50041271843555	15	489	279	13046	3.07	0.47764019569267674		13	salmon
isoExpr	isoExprM.13_salmon	End	0.849592410565326	1	0.38193255141859	1.65082312947432	9	491	279	13046	1.83	1		13	salmon
isoExpr	isoExprM.13_salmon	ExDp2	1.62462223706614	0.0409843676111713	1.00435017763113	2.51341036350727	23	692	279	13046	3.32	0.16989697853215574		13	salmon
isoExpr	isoExprM.13_salmon	Per	0.774283056991083	1	0.404943830164459	1.35548823769624	13	771	279	13046	1.69	1		13	salmon
isoExpr	isoExprM.13_salmon	Mic	0.687971641538339	1	0.309615564464654	1.33485871629079	9	599	279	13046	1.5	1		13	salmon
isoExpr	isoExprM.13_salmon	ExM	2.31916689500836	0.017889383944624	1.12744551427487	4.29833340827013	11	233	279	13046	4.72	0.0851392776967941		13	salmon
isoExpr	isoExprM.13_salmon	IP	0.743434114052218	1	0.19952553559799	1.94981268365469	4	249	279	13046	1.61	1		13	salmon
isoExpr	isoExprM.13_salmon	ExDp1	1.79631886005439	0.024354055323194	1.03885998575606	2.92727421246487	18	490	279	13046	3.67	0.10969118751465394		13	salmon
isoExpr	isoExprM.13_salmon	ExM-U	2.30858679114027	0.0181057344265453	1.12237177889744	4.27825004365982	11	234	279	13046	4.7	0.08568347559604536		13	salmon
isoExpr	isoExprM.13_salmon	InMGE	3.33914258549334	8.85667692714736e-4	1.61360666790823	6.23943732477751	11	166	279	13046	6.63	0.006173949061247952	3	13	salmon
isoExpr	isoExprM.13_salmon	InCGE	1.56652234377906	0.262852718270963	0.497238129775417	3.78422381921065	5	152	279	13046	3.29	0.7122460753148675		13	salmon
isoExpr	isoExprM.13_salmon	oRG	1.23160939648237	0.459561342048093	0.674966136704175	2.08662700850626	15	578	279	13046	2.6	1		13	salmon
isoExpr	isoExprM.13_salmon	PgS	0.798412474380424	1	0.37641087334164	1.50242051101302	10	578	279	13046	1.73	1		13	salmon
isoExpr	isoExprM.13_salmon	vRG	0.60999995761902	1	0.220691032273174	1.35580510500588	6	450	279	13046	1.33	1		13	salmon
isoExpr	isoExprM.26_darkorange	ExN	2.83963280722847	0.0967553801518863	0.567266917040021	8.76095048987028	3	76	188	13046	3.95	0.34077366594375047		26	darkorange
isoExpr	isoExprM.26_darkorange	PgG2M	1.40572210831741	0.311350326244977	0.62824286243685	2.75364802055003	9	453	188	13046	1.99	0.8047208432177867		26	darkorange
isoExpr	isoExprM.26_darkorange	OPC	1.14362245888267	0.696361018051099	0.483442704748991	2.32073368221009	8	489	188	13046	1.64	1		26	darkorange
isoExpr	isoExprM.26_darkorange	End	0.552239661537323	1	0.148267666630566	1.4474652181521	4	491	188	13046	0.815	1		26	darkorange
isoExpr	isoExprM.26_darkorange	ExDp2	0.896272703625546	1	0.401469070099703	1.75032473847031	9	692	188	13046	1.3	1		26	darkorange
isoExpr	isoExprM.26_darkorange	Per	0.989281181701888	1	0.482852361917497	1.82400413346512	11	771	188	13046	1.43	1		26	darkorange
isoExpr	isoExprM.26_darkorange	Mic	0.801318075433404	1	0.316218219863799	1.69576399624004	7	599	188	13046	1.17	1		26	darkorange
isoExpr	isoExprM.26_darkorange	ExM	0.291045134843939	1	0.00730149737485475	1.65779120278432	1	233	188	13046	0.429	1		26	darkorange
isoExpr	isoExprM.26_darkorange	IP	2.32654533194871	0.0279137005890834	0.978058664483015	4.75759118610098	8	249	188	13046	3.21	0.12244129762313344		26	darkorange
isoExpr	isoExprM.26_darkorange	ExDp1	0.553420694229448	1	0.148583888850865	1.45055415996572	4	490	188	13046	0.816	1		26	darkorange
isoExpr	isoExprM.26_darkorange	ExM-U	0.585204574615677	1	0.0699280762432555	2.16803784334781	2	234	188	13046	0.855	1		26	darkorange
isoExpr	isoExprM.26_darkorange	InMGE	2.15457638824876	0.0921349918783503	0.682063428017113	5.22457087921688	5	166	188	13046	3.01	0.3279381066856536		26	darkorange
isoExpr	isoExprM.26_darkorange	InCGE	2.36226379779157	0.0689141038137227	0.746923351036289	5.73956655567337	5	152	188	13046	3.29	0.26096213270915164		26	darkorange
isoExpr	isoExprM.26_darkorange	oRG	2.47328894774565	8.72181919317444e-4	1.44186117834313	4.02067865749724	19	578	188	13046	3.29	0.006130465857847695	2	26	darkorange
isoExpr	isoExprM.26_darkorange	PgS	1.21555860738379	0.477238075838271	0.569843730464168	2.30518401874888	10	578	188	13046	1.73	1		26	darkorange
isoExpr	isoExprM.26_darkorange	vRG	2.11126981368723	0.014749547838488	1.09321046928747	3.74401375623917	13	450	188	13046	2.89	0.07266639404299073		26	darkorange
isoExpr	isoExprM.36_yellowgreen	ExN	0	1	0	4.51805266167191	0	76	143	13046	0	1		36	yellowgreen
isoExpr	isoExprM.36_yellowgreen	PgG2M	0.798203062953159	1	0.21352622283184	2.10449879982503	4	453	143	13046	0.883	1		36	yellowgreen
isoExpr	isoExprM.36_yellowgreen	OPC	1.12616146411438	0.659543312535354	0.404156729275762	2.53317046123472	6	489	143	13046	1.23	1		36	yellowgreen
isoExpr	isoExprM.36_yellowgreen	End	0.733676729791173	1	0.196332622067719	1.93339069974883	4	491	143	13046	0.815	1		36	yellowgreen
isoExpr	isoExprM.36_yellowgreen	ExDp2	1.20165857144909	0.571058021317003	0.535390543228147	2.36428264515864	9	692	143	13046	1.3	1		36	yellowgreen
isoExpr	isoExprM.36_yellowgreen	Per	0.694893147669486	1	0.249829164743171	1.55906492922427	6	771	143	13046	0.778	1		36	yellowgreen
isoExpr	isoExprM.36_yellowgreen	Mic	1.57184039538439	0.159175931221469	0.732821161980576	3.00324944489575	10	599	143	13046	1.67	0.5036074660114274		36	yellowgreen
isoExpr	isoExprM.36_yellowgreen	ExM	1.18069628669846	0.743909108917477	0.238811821903782	3.56588303817963	3	233	143	13046	1.29	1		36	yellowgreen
isoExpr	isoExprM.36_yellowgreen	IP	0.726806954323222	1	0.0866780531846817	2.7027848385863	2	249	143	13046	0.803	1		36	yellowgreen
isoExpr	isoExprM.36_yellowgreen	ExDp1	1.73444078722544	0.116851221411196	0.771445137395288	3.42014334741874	9	490	143	13046	1.84	0.3973887691716787		36	yellowgreen
isoExpr	isoExprM.36_yellowgreen	ExM-U	1.17549280371206	0.744543862173699	0.237766052068679	3.54999292900859	3	234	143	13046	1.28	1		36	yellowgreen
