dx	feature	class	OR	Z	P	fdr
DDD.kaplanis	isoExpr.M44_floralwhite	Networks.isoExpr	1.101022888586216	2.564062726412423	0.010345484598428578	0.06981928029481356
DDD.kaplanis	isoExpr.M28_skyblue	Networks.isoExpr	1.1079779546427542	2.552205397211518	0.010704339322821907	0.07155847867932237
NDD.fuTADA	isoExpr.M44_floralwhite	Networks.isoExpr	1.0750492382931638	2.552097480121454	0.010707655568803712	0.07155847867932237
EPI.helbig	ExM-U	SingleCellMarkers	3.288989156046741	2.5461171497855277	0.010892862523568197	0.07244282357907005
ASD.fuTADA	isoExpr.M19_lightyellow	Networks.isoExpr	1.1236562683451519	2.541551740786082	0.011036161033978819	0.0730412590171545
DDD.kaplanis	isoUsage.M10_purple	Networks.isoUsage	1.1279201491669695	2.5356731379372772	0.011223143403223326	0.0739216656846921
ASD.SFARI.S	DGE.up	DGE/DTE/DTU	1.7198282208234454	2.5298440758130747	0.011411322589771627	0.07466091125560274
ASD.SFARI.1or2	geneExpr.M6_red	Networks.geneExpr	1.0735257306020731	2.528829115573667	0.011444373258158086	0.07466091125560274
NDD.fuTADA	isoUsage.M7_black	Networks.isoUsage	0.8863526943336822	-2.4983810775342903	0.01247619955093978	0.08067047072571461
SCZ.schema	isoUsage.M27_white	Networks.isoUsage	1.2331304502673242	2.4981790142142684	0.01248331371813978	0.08067047072571461
NDD.fuTADA	isoExpr.M35_sienna3	Networks.isoExpr	1.0734621635084387	2.4903995357283626	0.012759956451600156	0.08203895669513653
SCZ.schema	geneExpr.M7_black	Networks.geneExpr	1.2395471434821976	2.4888738049665506	0.01281484433048118	0.08203895669513653
ASD.SFARI.1or2	isoExpr.M28_skyblue	Networks.isoExpr	1.0771541535196223	2.474792262034884	0.013331369427800853	0.08494872612133567
NDD.fuTADA	isoExpr.M16_lightcyan	Networks.isoExpr	1.0816613982459677	2.4654383337015626	0.013684572840077859	0.08679567032827161
ASD.SFARI.1	isoExpr.M29_saddlebrown	Networks.isoExpr	1.1159038537891526	2.450836740251462	0.014252458052953422	0.08998095637118059
DDD.kaplanis	ExN-3	SingleCellMarkers	6.289932112149033	2.442842370759768	0.014572100424346264	0.09157696138235956
DDD.kaplanis	isoExpr.M10_purple	Networks.isoExpr	1.1233493273415325	2.44083114574229	0.01465350450345268	0.09166804187091403
DDD.kaplanis	isoExpr.M45_darkorange2	Networks.isoExpr	1.0959314293470221	2.4340106248574114	0.014932556759658048	0.09298910345787058
ASD.SFARI.1or2	isoUsage.M1_turquoise	Networks.isoUsage	1.159456899188988	2.4271301650516643	0.015218794540331608	0.0943427534853136
ASD.SFARI.S	isoUsage.M1_turquoise	Networks.isoUsage	1.4005475553496094	2.408117580578424	0.016035015744073747	0.09852539687171584
NDD.fuTADA	ExN-2	SingleCellMarkers	4.774605679672035	2.408064539929389	0.016037345622184403	0.09852539687171584
ASD.SFARI.S	isoUsage.M10_purple	Networks.isoUsage	1.1671161861341874	2.4059748548425657	0.01612937485413887	0.0986484087061172
DDD.kaplanis	isoExpr.M14_cyan	Networks.isoExpr	1.1336712003339815	2.403672451038849	0.016231309337934048	0.09883063907986508
ASD.SFARI.1or2	isoExpr.M40_mediumpurple3	Networks.isoExpr	1.0739549720208377	2.394122837486326	0.01666016813794937	0.10099305464155149
ASD.fuTADA	isoExpr.M11_greenyellow	Networks.isoExpr	1.1183008798614194	2.3769980050813952	0.017454182523835658	0.10534022051830332
ASD.SFARI.S	isoUsage.M11_greenyellow	Networks.isoUsage	1.1782928992264703	2.3716311766659355	0.017709759010583682	0.10594921329475827
NDD.fuTADA	In	SingleCellMarkers	4.726063014315996	2.372928629410915	0.01764767358944598	0.10594921329475827
ASD.SFARI.1	isoUsage.M12_tan	Networks.isoUsage	1.130403405557294	2.366349472252361	0.017964477904362116	0.1070058031694613
ASD.SFARI.1	isoExpr.M9_magenta	Networks.isoExpr	1.1307301776947467	2.325948615813197	0.02002129206019868	0.11789148611185514
ASD.SFARI.S	isoExpr.M23_darkturquoise	Networks.isoExpr	1.1377083811890596	2.325407929974539	0.020050157856979743	0.11789148611185514
SCZ.schema	PgS	SingleCellMarkers	5.912408887948325	2.32676490601871	0.019977781189148735	0.11789148611185514
ASD.SFARI.1or2	isoUsage.M12_tan	Networks.isoUsage	1.0796370093037793	2.3064338115384073	0.021086404537205495	0.12345459066654499
DDD.kaplanis	isoExpr.M23_darkturquoise	Networks.isoExpr	1.1024633552306429	2.2849579677328777	0.02231529248887805	0.1300934072755869
ASD.SFARI.1	isoExpr.M35_sienna3	Networks.isoExpr	1.1038869649923047	2.2797714637341384	0.022621246305093344	0.13081634593026006
ASD.SFARI.1or2	isoExpr.M48_darkslateblue	Networks.isoExpr	1.0672219637642166	2.276728384211007	0.02280245043564126	0.13081634593026006
ASD.fuTADA	isoExpr.M31_paleturquoise	Networks.isoExpr	1.1007812339606828	2.2764139461644324	0.022821245749877483	0.13081634593026006
ASD.fuTADA	isoUsage.M23_darkturquoise	Networks.isoUsage	1.1171712253061752	2.2778160527531415	0.022737539493638447	0.13081634593026006
ASD.SFARI.1or2	isoExpr.M30_steelblue	Networks.isoExpr	1.0633675340223718	2.2679384996434324	0.02333295537741135	0.13319228694605645
BIP.bipex	isoExpr.M35_sienna3	Networks.isoExpr	1.2163254893260789	2.264450094898489	0.023546445862501673	0.13385323996525847
ASD.SFARI.1or2	geneExpr.M1_turquoise	Networks.geneExpr	0.8428776982030445	-2.245561415207039	0.02473211427921587	0.14001238248977577
BIP.bipex	isoUsage.M16_lightcyan	Networks.isoUsage	1.289740354377375	2.240552360438697	0.025055085515699894	0.14125706648769076
EPI.helbig	isoUsage.M27_white	Networks.isoUsage	1.1373713513211579	2.237052845836625	0.025282886346832963	0.14195718973426705
ASD.SFARI.1or2	isoUsage.M28_skyblue	Networks.isoUsage	1.0751655071539077	2.233035379444364	0.025546611367990767	0.142852479894479
DDD.kaplanis	isoExpr.M42_lightcyan1	Networks.isoExpr	1.0943187574213011	2.2298795835940903	0.02575543813585646	0.14343475709806242
ASD.fuTADA	isoUsage.M29_saddlebrown	Networks.isoUsage	1.10867096877501	2.227114048836423	0.0259396525141828	0.1438758054430382
ASD.fuTADA	ExM-U	SingleCellMarkers	2.4170027442304964	2.222503465660344	0.02624930008208343	0.14500621416312218
ASD.SFARI.1or2	isoExpr.M42_lightcyan1	Networks.isoExpr	1.0688884169586714	2.2104437544932596	0.02707437999521543	0.14896345619857485
ASD.SFARI.1or2	DTU.down	DGE/DTE/DTU	1.2336781246414632	2.204003317976124	0.027524110744397284	0.149785224978729
ASD.SFARI.1	isoUsage.M3_brown	Networks.isoUsage	1.1622023329456208	2.2061507544296983	0.02737344600729627	0.149785224978729
NDD.fuTADA	isoExpr.M8_pink	Networks.isoExpr	1.082294429465551	2.2036106904274484	0.02755173481360563	0.149785224978729
ASD.fuTADA	isoExpr.M42_lightcyan1	Networks.isoExpr	1.0996104409541196	2.198967637369021	0.027880223542246375	0.1503775836727462
BIP.bipex	geneExpr.M2_blue	Networks.geneExpr	1.318868843455722	2.1995966862128356	0.027835522509565242	0.1503775836727462
EPI.helbig	isoUsage.M10_purple	Networks.isoUsage	1.1652373939154608	2.19702931172595	0.0280183528706822	0.15052997424641024
NDD.fuTADA	vRG	SingleCellMarkers	1.6886319805804244	2.1878141413372476	0.02868314337730284	0.15349963448009724
DDD.kaplanis	PgS	SingleCellMarkers	2.1501993605089362	2.1856031429559715	0.0288446524830738	0.1537633225751405
ASD.SFARI.1	isoExpr.M24_darkgrey	Networks.isoExpr	1.113164732305931	2.1801811980664088	0.029244032749149544	0.15528808087726695
ASD.fuTADA	isoExpr.M29_saddlebrown	Networks.isoExpr	1.1018657990143796	2.176812547679139	0.029494556460091793	0.15601367702828475
ASD.SFARI.1	isoUsage.M29_saddlebrown	Networks.isoUsage	1.1117083577678468	2.1584986297455293	0.03088908483206043	0.16257379014116852
NDD.fuTADA	geneExpr.M2_blue	Networks.geneExpr	0.903750154780832	-2.1559092246644784	0.031090754026997194	0.16257379014116852
SCZ.schema	isoExpr.M45_darkorange2	Networks.isoExpr	1.1859956130659248	2.1570645913373263	0.03100063205507062	0.16257379014116852
ASD.fuTADA	novel_exon	txAnno	1.36059693105853	2.150628683259537	0.03150551948069885	0.16411620413900163
SCZ.schema	isoUsage.M1_turquoise	Networks.isoUsage	2.144946697612162	2.1488519687398004	0.031646136293527	0.1642242678868636
ASD.SFARI.S	ExDp	SingleCellMarkers	2.711722882744589	2.1411903478782723	0.032258691095717065	0.16677134641936747
EPI.helbig	isoExpr.M50_thistle2	Networks.isoExpr	1.1339835144992623	2.129879446995941	0.03318156738791556	0.17089754632121926
DDD.kaplanis	isoExpr.M18_lightgreen	Networks.isoExpr	1.1036866447556097	2.1264148848188222	0.03346872946367931	0.1717309339522122
ASD.fuTADA	isoExpr.M40_mediumpurple3	Networks.isoExpr	1.0983391609746183	2.1198971987307953	0.03401471569865039	0.17388119592220536
DDD.kaplanis	isoExpr.M17_grey60	Networks.isoExpr	1.1090614416099007	2.11202446037555	0.03468435133677878	0.17664520941036033
DDD.kaplanis	geneExpr.M8_pink	Networks.geneExpr	1.0896304122025728	2.107406047759985	0.03508239783294737	0.17801068530051076
EPI.epi25	geneExpr.M19_lightyellow	Networks.geneExpr	1.2607563352720852	2.104773343202365	0.03531104262720144	0.17850969889028034
ASD.SFARI.1	isoExpr.M48_darkslateblue	Networks.isoExpr	1.0934738382959963	2.0993866792449545	0.035782827986204295	0.18022968507757312
ASD.SFARI.1or2	ExM-U	SingleCellMarkers	1.8049852065720517	2.09454950999484	0.03621105751216322	0.1810552875608161
ASD.SFARI.S	ExM-U	SingleCellMarkers	2.649825073964566	2.0955375778870318	0.036123231609866795	0.1810552875608161
ASD.SFARI.1	geneExpr.M7_black	Networks.geneExpr	1.1017213215893273	2.0764728280780664	0.03785024165832794	0.187879822724309
ASD.fuTADA	ExDp	SingleCellMarkers	2.2888271555842894	2.07738484146235	0.03776605413463831	0.187879822724309
ASD.SFARI.1or2	isoExpr.M32_violet	Networks.isoExpr	1.072806413142494	2.0749093823838645	0.03799493399107034	0.18791718255511322
ASD.SFARI.S	isoExpr.M4_yellow	Networks.isoExpr	1.1785805695935412	2.0699676527502677	0.038455373723403914	0.1895102949678538
ASD.SFARI.S	n_transcripts_log2|tpm	txAnno	1.210615987478905	2.0645385798835783	0.03896667990897136	0.19134176156018196
SCZ.schema	isoExpr.M9_magenta	Networks.isoExpr	1.2542098728977253	2.048468981308384	0.040514068440509185	0.19751037829755935
EPI.epi25	isoExpr.M48_darkslateblue	Networks.isoExpr	1.2402848903979806	2.0492321391875796	0.040439420768005066	0.19751037829755935
ASD.SFARI.1	ExM-U	SingleCellMarkers	2.403183696688339	2.047027129057962	0.04065542093424214	0.19751037829755935
DDD.kaplanis	isoExpr.M35_sienna3	Networks.isoExpr	1.0867254566719502	2.043471145884863	0.041005820868662723	0.19850874413451564
ASD.fuTADA	isoExpr.M43_ivory	Networks.isoExpr	1.0965562539879974	2.0364146484121504	0.0417087357415537	0.20120059142932595
EPI.epi25	n_exons_log2	txAnno	1.8611580085334787	2.022202706394488	0.04315541481050942	0.20744883610665932
BIP.bipex	DTU.not.DTE	DGE/DTE/DTU	2.864152131878822	2.01348903973832	0.044063206861398564	0.2110720048955106
SCZ.schema	isoExpr.M39_orangered4	Networks.isoExpr	1.1780908658042089	2.0092172610781103	0.044514097932442216	0.21248889953813882
EPI.helbig	isoUsage.M7_black	Networks.isoUsage	1.1757995268928354	1.9994747075054855	0.04555701579883961	0.21671219320975788
DDD.kaplanis	isoExpr.M47_bisque4	Networks.isoExpr	1.10084873076894	1.994783424513447	0.04606650594781926	0.2176245280983186
EPI.helbig	isoUsage.M21_darkred	Networks.isoUsage	1.1536532900835519	1.9954831173234164	0.045990213670413366	0.2176245280983186
ASD.SFARI.1	geneExpr.M5_green	Networks.geneExpr	1.0911197949520324	1.9899708858602647	0.04659414274305177	0.21936074074907536
ASD.SFARI.1or2	geneExpr.M16_lightcyan	Networks.geneExpr	0.8961402613068066	-1.985356027493157	0.047104874601734265	0.22100574727526007
EPI.helbig	isoUsage.M2_blue	Networks.isoUsage	1.3012505360017124	1.9735764863808796	0.0484299195881877	0.22644706428606534
SCZ.schema	n_transcripts_log2|tpm	txAnno	1.5267118042443069	1.9674410671616025	0.04913238378649554	0.22895022376700302
NDD.fuTADA	isoExpr.M51_thistle1	Networks.isoExpr	1.0655877752770633	1.9657739085351666	0.04932473299395126	0.22906740407360415
SCZ.schema	isoUsage.M29_saddlebrown	Networks.isoUsage	1.211611392903903	1.9602480933154989	0.049966799730546685	0.23126525550962485
ASD.SFARI.S	isoExpr.M43_ivory	Networks.isoExpr	1.1131965705166018	1.9544697185714432	0.05064569262766855	0.2320555147154044
ASD.fuTADA	isoExpr.M9_magenta	Networks.isoExpr	1.1082737804188767	1.9563274766170777	0.050426589416311	0.2320555147154044
ASD.fuTADA	geneExpr.M5_green	Networks.geneExpr	1.0886488541266264	1.9547724229026782	0.05060993750974351	0.2320555147154044
NDD.fuTADA	DTE.down	DGE/DTE/DTU	1.2326546053813072	1.945230903740348	0.05174719397088433	0.23351792948650077
ASD.SFARI.1or2	isoExpr.M19_lightyellow	Networks.isoExpr	1.0651189527527547	1.9477763023741443	0.051441735505644286	0.23351792948650077
ASD.SFARI.1or2	isoUsage.M9_magenta	Networks.isoUsage	1.0744211962193562	1.946563155624328	0.051587129422116684	0.23351792948650077
DDD.kaplanis	geneExpr.M23_darkturquoise	Networks.geneExpr	1.0808473084783123	1.9446499995108544	0.051817117199924254	0.23351792948650077
SCZ.schema	isoExpr.M24_darkgrey	Networks.isoExpr	1.2103278999142117	1.948230172959865	0.051387427998620124	0.23351792948650077
ASD.SFARI.1or2	isoExpr.M11_greenyellow	Networks.isoExpr	1.0655460863126416	1.9314022460648879	0.05343332761789197	0.24001199618528524
ASD.SFARI.S	isoUsage.M12_tan	Networks.isoUsage	1.1330820290941803	1.9293651468513504	0.053685547342774684	0.2403568622862788
ASD.SFARI.1or2	novel_exon	txAnno	1.174355385471808	1.9268070751891015	0.054003677423888716	0.24099360935090405
ASD.SFARI.1	isoExpr.M10_purple	Networks.isoExpr	1.1144355456233412	1.9210677159714356	0.05472317103934403	0.2426319114583657
NDD.fuTADA	PgG2M	SingleCellMarkers	1.5217541356598518	1.9210531452603976	0.05472500776688686	0.2426319114583657
ASD.fuTADA	geneExpr.M2_blue	Networks.geneExpr	0.8334946442994617	-1.9160168433242184	0.055362951806493005	0.24466852895127553
ASD.fuTADA	PgS	SingleCellMarkers	2.1333113773821544	1.9139654783179338	0.05562456688285473	0.2450342656897459
BIP.bipex	isoExpr.M20_royalblue	Networks.isoExpr	1.2119279570614088	1.9124484108158941	0.055818703664668574	0.24510135904037164
DDD.kaplanis	novel_exon	txAnno	1.2916797209262387	1.9108535388692425	0.05602340518743137	0.24521426551687212
ASD.fuTADA	isoExpr.M32_violet	Networks.isoExpr	1.0991928516484277	1.906633199683825	0.05656810277946209	0.24680987518427727
DDD.kaplanis	geneExpr.M2_blue	Networks.geneExpr	0.854668433834089	-1.902152018268783	0.05715128356872953	0.24856272536241097
EPI.epi25	isoExpr.M36_yellowgreen	Networks.isoExpr	1.2561766270481516	1.895521563034398	0.058023337774949356	0.25155687579645764
ASD.SFARI.1or2	isoExpr.M44_floralwhite	Networks.isoExpr	1.0575884858561575	1.8898304643892034	0.05878063777612823	0.2539620648817602
ASD.SFARI.1or2	isoUsage.M10_purple	Networks.isoUsage	1.067873796528327	1.8885745573738968	0.05894885885576624	0.2539620648817602
ASD.fuTADA	isoUsage.M12_tan	Networks.isoUsage	1.1019283806841327	1.884202018660639	0.059537654611802125	0.2556946295240405
ASD.SFARI.1	isoExpr.M2_blue	Networks.isoExpr	0.8538377266044428	-1.87993647304817	0.06011673634550655	0.25657298689515257
NDD.fuTADA	isoUsage.M6_red	Networks.isoUsage	0.9193114086297742	-1.880672665816897	0.06001646017684371	0.25657298689515257
EPI.epi25	DGE.up	DGE/DTE/DTU	3.1231585303041327	1.8775751148046804	0.06043931268758952	0.25684210295587273
DDD.kaplanis	PgG2M	SingleCellMarkers	1.8643502824630787	1.8767326599026524	0.06055474398156708	0.25684210295587273
SCZ.schema	isoExpr.M31_paleturquoise	Networks.isoExpr	1.1801413385164385	1.8724650829427218	0.06114228824152035	0.25853374966321874
NDD.fuTADA	isoExpr.M28_skyblue	Networks.isoExpr	1.0602943665194329	1.8710523110044421	0.06133783069571806	0.25856254785579613
ASD.fuTADA	isoExpr.M17_grey60	Networks.isoExpr	1.107405846127703	1.8664833775343743	0.0619737675467338	0.26044190656142735
ASD.SFARI.1	isoExpr.M42_lightcyan1	Networks.isoExpr	1.0902122285825218	1.8594179323475533	0.06296792194114322	0.2638105598145755
ASD.SFARI.1	isoUsage.M27_white	Networks.isoUsage	1.0923983664505776	1.857004436613031	0.06331052288038454	0.2644372449577037
ASD.SFARI.1	novel_exon	txAnno	1.3275049394375111	1.855646163980278	0.06350400905745333	0.26443918665261723
ASD.SFARI.S	isoExpr.M13_salmon	Networks.isoExpr	1.1240266939192771	1.8537014816363684	0.06378187963605436	0.2647914397011954
DDD.kaplanis	geneExpr.M5_green	Networks.geneExpr	1.0797815105999944	1.8444723445453763	0.0651143326053165	0.2695064521730623
ASD.SFARI.1	isoUsage.M1_turquoise	Networks.isoUsage	1.218728949503972	1.8318643944297546	0.06697162644324245	0.27635881996157274
EPI.helbig	isoExpr.M45_darkorange2	Networks.isoExpr	1.106342102502344	1.828842130464635	0.06742326151752964	0.2773869918288757
DDD.kaplanis	SingleCellDTU	SingleCellMarkers	1.6287960921020568	1.8252511609663018	0.06796313654440486	0.27877094929890617
DDD.kaplanis	isoExpr.M39_orangered4	Networks.isoExpr	1.0767497979367644	1.8160280488123164	0.06936606960817851	0.2836761652632972
NDD.fuTADA	geneExpr.M1_turquoise	Networks.geneExpr	0.8985196910273046	-1.8070754456077396	0.07075051656625443	0.28847680861835884
SCZ.schema	DGE.up	DGE/DTE/DTU	2.147796101041616	1.8053119536837268	0.07102588012884864	0.28874022485615025
ASD.SFARI.1or2	DTU.up	DGE/DTE/DTU	1.19324068756218	1.8033132795816187	0.0713390282484787	0.2891552328414669
DDD.kaplanis	isoExpr.M1_turquoise	Networks.isoExpr	1.1132807661685544	1.7906482911560726	0.07334975242396927	0.2964282030113212
BIP.bipex	geneExpr.M8_pink	Networks.geneExpr	1.2024972207911595	1.7847077531950266	0.07430873268775667	0.2994204817124313
ASD.SFARI.1or2	isoExpr.M33_darkolivegreen	Networks.isoExpr	1.063947370867255	1.7809389037490881	0.07492243223613576	0.2996627341989564
DDD.kaplanis	isoExpr.M3_brown	Networks.isoExpr	1.1350001322097736	1.7803111736020385	0.07502504951112558	0.2996627341989564
NDD.fuTADA	isoUsage.M23_darkturquoise	Networks.isoUsage	1.0617907021820996	1.7824847588734654	0.07467021447301354	0.2996627341989564
ASD.SFARI.1or2	isoExpr.M2_blue	Networks.isoExpr	0.9256709835317971	-1.7787109314306289	0.07528716608399606	0.29983551609033315
ASD.fuTADA	DGE.down	DGE/DTE/DTU	0.6289843306768255	-1.774599754615105	0.07596399779290691	0.3016541361631376
ASD.SFARI.1or2	geneExpr.M11_greenyellow	Networks.geneExpr	0.8002257846475805	-1.7703750871917334	0.07666467704995766	0.303556669244052
BIP.bipex	isoUsage.M24_darkgrey	Networks.isoUsage	1.2152382717176793	1.7689374058816982	0.07690432095892752	0.3036280107023939
DDD.kaplanis	geneExpr.M6_red	Networks.geneExpr	1.0761494899290331	1.7641723079904044	0.07770297349857237	0.30589963704897744
EPI.epi25	isoExpr.M29_saddlebrown	Networks.isoExpr	1.2493946269384473	1.7591550563944922	0.0785511756223706	0.3083527524431167
ASD.SFARI.1or2	DTE	DGE/DTE/DTU	1.1730495553886533	1.7575132507196847	0.0788303652781961	0.3085645726603676
EPI.epi25	isoExpr.M34_darkmagenta	Networks.isoExpr	1.2403965448415937	1.7538066542040025	0.07946364248922082	0.31015723706618953
ASD.fuTADA	isoExpr.M12_tan	Networks.isoExpr	1.1048579552210447	1.7521660935167194	0.07974525206010843	0.3103721458021266
EPI.helbig	geneExpr.M8_pink	Networks.geneExpr	1.1085744785714833	1.7468892957776423	0.08065654295950818	0.31302964264738303
NDD.fuTADA	isoExpr.M21_darkred	Networks.isoExpr	1.0636664722003109	1.7449602442457735	0.08099178944555306	0.31344280096160365
NDD.fuTADA	geneExpr.M10_purple	Networks.geneExpr	1.0663235063913465	1.7401146286650326	0.08183889207208002	0.31582896377112574
SCZ.schema	DTE.up	DGE/DTE/DTU	2.0932379889504875	1.730889304832548	0.08347150954219124	0.32122462941798313
NDD.fuTADA	isoExpr.M50_thistle2	Networks.isoExpr	1.0596199228249121	1.7278229777027776	0.0840199665225724	0.32242956340595014
ASD.SFARI.1	DTU.up	DGE/DTE/DTU	1.3525746438445396	1.7205138958333188	0.08533906997882805	0.32590627553374857
ASD.fuTADA	isoUsage.M27_white	Networks.isoUsage	1.0847593456979079	1.7201690483757526	0.08540171745738374	0.32590627553374857
ASD.fuTADA	geneExpr.M1_turquoise	Networks.geneExpr	0.7953742134749776	-1.7132884370819372	0.08665948857359354	0.3297874981828421
ASD.SFARI.1	isoExpr.M20_royalblue	Networks.isoExpr	1.0802952601803002	1.7114781350372765	0.08699288412858111	0.33013920015555714
ASD.SFARI.S	isoExpr.M42_lightcyan1	Networks.isoExpr	1.100316000175397	1.702644268886929	0.08863466025341894	0.3354405650474695
ASD.SFARI.1	isoUsage.M8_pink	Networks.isoUsage	1.0998506176621234	1.6976050446511548	0.08958233007396814	0.3380930914637365
ASD.SFARI.1or2	DGE	DGE/DTE/DTU	1.1659589278437885	1.6916084426747746	0.09072065567923523	0.3414486216498689
NDD.fuTADA	isoExpr.M3_brown	Networks.isoExpr	1.0813429096743048	1.6883386007294425	0.09134624939880642	0.3428612648667529
EPI.epi25	isoUsage.M1_turquoise	Networks.isoUsage	0.43550034625961137	-1.681484554798136	0.09266883400780168	0.3468751436904052
DDD.kaplanis	isoExpr.M2_blue	Networks.isoExpr	0.8889306966059308	-1.6726178992215284	0.0944025409407593	0.3524018558279025
ASD.SFARI.1or2	isoExpr.M10_purple	Networks.isoExpr	1.0623315657784813	1.6688137526775306	0.09515429632830169	0.3531742124818848
EPI.helbig	isoUsage.M6_red	Networks.isoUsage	1.1481740846052915	1.6676185317771977	0.09539147707766557	0.3531742124818848
NDD.fuTADA	geneExpr.M15_midnightblue	Networks.geneExpr	0.8892109131208725	-1.6663656510946478	0.09564060790567828	0.3531742124818848
EPI.epi25	isoExpr.M31_paleturquoise	Networks.isoExpr	1.2353032968215052	1.667887130355796	0.09533813492410621	0.3531742124818848
EPI.helbig	isoExpr.M6_red	Networks.isoExpr	1.1448574568907488	1.663421575549284	0.09622807724468589	0.3538696771084497
NDD.fuTADA	isoUsage.M21_darkred	Networks.isoUsage	0.9166646217118534	-1.6628346437037156	0.09634553982587718	0.3538696771084497
ASD.SFARI.1or2	isoUsage.M17_grey60	Networks.isoUsage	1.065174735026671	1.6593953413342077	0.09703615443260422	0.35450541752711406
SCZ.schema	isoExpr.M27_white	Networks.isoExpr	1.1757641567835049	1.6602334193747752	0.09686750401571653	0.35450541752711406
ASD.SFARI.1	geneExpr.M2_blue	Networks.geneExpr	0.8544853073879587	-1.6509195500783524	0.09875500326229432	0.3588709667621836
BIP.bipex	isoUsage.M5_green	Networks.isoUsage	1.3001740545479457	1.6521451258819493	0.09850496966948499	0.3588709667621836
ASD.SFARI.1or2	geneExpr.M4_yellow	Networks.geneExpr	0.8813763940734874	-1.6454489807002481	0.09987725573667561	0.36148621507686973
BIP.bipex	isoExpr.M5_green	Networks.isoExpr	1.2631398573297952	1.6448420360822598	0.10000239088622892	0.36148621507686973
ASD.SFARI.S	geneExpr.M13_salmon	Networks.geneExpr	1.097591350673486	1.6428281076099691	0.10041850295526573	0.3620351290755633
ASD.SFARI.1or2	geneExpr.M7_black	Networks.geneExpr	1.0528759973465431	1.6379942644647998	0.10142289024888454	0.36469648199730137
ASD.SFARI.1	isoExpr.M44_floralwhite	Networks.isoExpr	1.0771511911931424	1.6316845113559555	0.10274596456878045	0.3666943725541055
ASD.SFARI.1	isoUsage.M17_grey60	Networks.isoUsage	1.1027228502366366	1.6315159914559463	0.10278148836553029	0.3666943725541055
SCZ.schema	isoExpr.M30_steelblue	Networks.isoExpr	1.1443627647607435	1.6326789581834389	0.10253653515855649	0.3666943725541055
ASD.fuTADA	isoUsage.M8_pink	Networks.isoUsage	1.0925586563595497	1.6248074154572836	0.10420360049914261	0.3708024225553906
ASD.SFARI.1or2	geneExpr.M2_blue	Networks.geneExpr	0.9300268265073222	-1.6071588313547356	0.1080195304297612	0.3787720880737085
ASD.SFARI.S	isoExpr.M40_mediumpurple3	Networks.isoExpr	1.0969946521386051	1.6073145170648713	0.10798539133908291	0.3787720880737085
ASD.fuTADA	isoExpr.M15_midnightblue	Networks.isoExpr	0.7824487004049784	-1.6127312420177426	0.10680290990807037	0.3787720880737085
ASD.fuTADA	isoExpr.M34_darkmagenta	Networks.isoExpr	1.076447981287935	1.6092944450611197	0.10755197316927176	0.3787720880737085
NDD.fuTADA	isoUsage.M22_darkgreen	Networks.isoUsage	0.9233358613893148	-1.6108402473393437	0.10721454633322519	0.3787720880737085
NDD.fuTADA	vRG-ExN	SingleCellMarkers	3.454641047977423	1.606782415974251	0.10810210688818979	0.3787720880737085
EPI.helbig	geneExpr.M2_blue	Networks.geneExpr	0.7697540976515278	-1.6051879500085537	0.1084524485139574	0.3790302409799021
ASD.SFARI.1	isoExpr.M32_violet	Networks.isoExpr	1.0903851933210131	1.599729529590958	0.10965859799023864	0.3813002011335709
DDD.kaplanis	isoUsage.M22_darkgreen	Networks.isoUsage	0.856721214066428	-1.6003700447681821	0.10951651634906155	0.3813002011335709
DDD.kaplanis	DGE	DGE/DTE/DTU	1.241099930593009	1.5957329573975507	0.11054842710516141	0.38342112692169905
SCZ.schema	geneExpr.M12_tan	Networks.geneExpr	1.159748230240409	1.5921151292979068	0.11135883825545884	0.38525658689388537
ASD.fuTADA	isoExpr.M20_royalblue	Networks.isoExpr	1.0735501419153446	1.5801569782346052	0.11407092141069164	0.39364524517039684
ASD.SFARI.S	geneExpr.M6_red	Networks.geneExpr	1.0922178696360854	1.57377056673009	0.11554050095408593	0.39707909642772293
EPI.helbig	isoExpr.M35_sienna3	Networks.isoExpr	1.0989138262695757	1.573316010729583	0.11564566385011785	0.39707909642772293
NDD.fuTADA	isoExpr.M52_salmon4	Networks.isoExpr	1.0517356079859843	1.5662006403244184	0.11730165287034114	0.40165750200766004
SCZ.schema	isoExpr.M23_darkturquoise	Networks.isoExpr	1.1760298404918998	1.565074490956722	0.11756544401830049	0.40165750200766004
ASD.SFARI.S	novel_exon	txAnno	1.336560313646082	1.5586856152448902	0.11907080805430623	0.4057885747124367
ASD.SFARI.1	isoExpr.M45_darkorange2	Networks.isoExpr	1.073344737320147	1.5566482493128109	0.1195540216586108	0.40642434161860247
BIP.bipex	n_transcripts_log2|tpm	txAnno	1.4393875037846688	1.5513472310239946	0.12081849379027067	0.409706278447205
ASD.SFARI.1or2	PgS	SingleCellMarkers	1.549189234767479	1.5490003826229108	0.12138162809678814	0.41059958146320924
ASD.SFARI.1	isoExpr.M36_yellowgreen	Networks.isoExpr	1.0854113543241308	1.5474361814431297	0.12175810225566713	0.4108586209119802
DDD.kaplanis	isoUsage.M16_lightcyan	Networks.isoUsage	0.8794504912278261	-1.543989983045586	0.1225907593094161	0.41265194165577407
ASD.SFARI.1	geneExpr.M22_darkgreen	Networks.geneExpr	1.0924423472435898	1.5424921856168032	0.12295403542040723	0.41286036403421056
