"","ensembl_gene_id","external_gene_name","gene_biotype","chromosome_name","start_position","end_position","band"
"11514","ENSG00000067141","NEO1","protein_coding","15",73344051,73597547,"q24.1"
"11515","ENSG00000067167","TRAM1","protein_coding","8",71485677,71520622,"q13.3"
"11516","ENSG00000067177","PHKA1","protein_coding","X",71798664,71934167,"q13.2"
"11517","ENSG00000268579","PHKA1","protein_coding","HG1438_PATCH",71798664,71934169,"q13.2"
"11518","ENSG00000067182","TNFRSF1A","protein_coding","12",6437923,6451280,"p13.31"
"11519","ENSG00000067191","CACNB1","protein_coding","17",37329709,37353956,"q12"
"11520","ENSG00000067208","EVI5","protein_coding","1",92974253,93257961,"p22.1"
"11521","ENSG00000067221","STOML1","protein_coding","15",74275547,74286963,"q24.1"
"11522","ENSG00000067225","PKM","protein_coding","15",72491370,72524164,"q23"
"11523","ENSG00000067248","DHX29","protein_coding","5",54552073,54603550,"q11.2"
"11524","ENSG00000067334","DNTTIP2","protein_coding","1",94333373,94345474,"p22.1"
"11525","ENSG00000067365","METTL22","protein_coding","16",8715540,8740081,"p13.2"
"11526","ENSG00000067369","TP53BP1","protein_coding","15",43699407,43802926,"q15.3"
"11527","ENSG00000067445","TRO","protein_coding","X",54946895,54957864,"p11.21"
"11528","ENSG00000067533","RRP15","protein_coding","1",218458629,218511325,"q41"
"11529","ENSG00000067560","RHOA","protein_coding","3",49396578,49450431,"p21.31"
"11530","ENSG00000067596","DHX8","protein_coding","17",41561233,41621831,"q21.31"
"11531","ENSG00000067601","PMS2P4","pseudogene","7",66752528,66767894,"q11.21"
"11532","ENSG00000067606","PRKCZ","protein_coding","1",1981909,2116834,"p36.33"
"11533","ENSG00000067646","ZFY","protein_coding","Y",2803112,2850547,"p11.31"
"11534","ENSG00000067704","IARS2","protein_coding","1",220267444,220321380,"q41"
"11535","ENSG00000067715","SYT1","protein_coding","12",79257773,79845788,"q21.2"
"11536","ENSG00000067798","NAV3","protein_coding","12",78224685,78606790,"q21.2"
"11537","ENSG00000067829","IDH3G","protein_coding","X",153051221,153059978,"q28"
"11538","ENSG00000267989","IDH3G","protein_coding","HG1497_PATCH",152954238,152962995,"q28"
"11539","ENSG00000067836","ROGDI","protein_coding","16",4846969,4852951,"p13.3"
"11540","ENSG00000067840","PDZD4","protein_coding","X",153067621,153096020,"q28"
"11541","ENSG00000267915","PDZD4","protein_coding","HG1497_PATCH",152970638,152999037,"q28"
"11542","ENSG00000067842","ATP2B3","protein_coding","X",152783134,152848397,"q28"
"11543","ENSG00000263148","ATP2B3","protein_coding","HG1497_PATCH",152686148,152751411,"q28"
"11544","ENSG00000067900","ROCK1","protein_coding","18",18526867,18691812,"q11.1"
"11545","ENSG00000067955","CBFB","protein_coding","16",67063019,67134961,"q22.1"
"11546","ENSG00000067992","PDK3","protein_coding","X",24483338,24557954,"p22.11"
"11547","ENSG00000261921","HYAL2","protein_coding","HG325_PATCH",50355222,50360338,"p21.31"
"11548","ENSG00000068001","HYAL2","protein_coding","3",50355221,50360337,"p21.31"
"11549","ENSG00000068024","HDAC4","protein_coding","2",239969864,240323348,"q37.3"
"11550","ENSG00000263005","RASSF1","protein_coding","HG325_PATCH",50367220,50378412,"p21.31"
"11551","ENSG00000068028","RASSF1","protein_coding","3",50367219,50378411,"p21.31"
"11552","ENSG00000068078","FGFR3","protein_coding","4",1795034,1810599,"p16.3"
"11553","ENSG00000068079","IFI35","protein_coding","17",41158742,41166473,"q21.31"
"11554","ENSG00000068097","HEATR6","protein_coding","17",58120555,58156292,"q23.1"
"11555","ENSG00000068120","COASY","protein_coding","17",40713485,40718295,"q21.2"
"11556","ENSG00000068137","PLEKHH3","protein_coding","17",40819932,40829048,"q21.2"
"11557","ENSG00000068305","MEF2A","protein_coding","15",100017370,100256671,"q26.3"
"11558","ENSG00000068308","OTUD5","protein_coding","X",48779305,48815648,"p11.23"
"11559","ENSG00000267983","OTUD5","protein_coding","HG1436_HG1432_PATCH",48781427,48817785,"p11.23"
"11560","ENSG00000068323","TFE3","protein_coding","X",48886242,48901012,"p11.23"
"11561","ENSG00000269748","TFE3","protein_coding","HG1436_HG1432_PATCH",48888130,48902885,"p11.23"
"11562","ENSG00000068354","TBC1D25","protein_coding","X",48397845,48420997,"p11.23"
"11563","ENSG00000269499","TBC1D25","protein_coding","HG1436_HG1432_PATCH",48398856,48422008,"p11.23"
"11564","ENSG00000068366","ACSL4","protein_coding","X",108867473,108976632,"q23"
"11565","ENSG00000068383","INPP5A","protein_coding","10",134351324,134596979,"q26.3"
"11566","ENSG00000068394","GPKOW","protein_coding","X",48970334,48980151,"p11.23"
"11567","ENSG00000268675","GPKOW","protein_coding","HG1436_HG1432_PATCH",48972795,48983200,"p11.23"
"11568","ENSG00000068400","GRIPAP1","protein_coding","X",48830134,48858675,"p11.23"
"11569","ENSG00000068438","FTSJ1","protein_coding","X",48334541,48344752,"p11.23"
"11570","ENSG00000269875","FTSJ1","protein_coding","HG1436_HG1432_PATCH",48335552,48345763,"p11.23"
"11571","ENSG00000068489","PRR11","protein_coding","17",57232860,57282066,"q22"
"11572","ENSG00000068615","REEP1","protein_coding","2",86441116,86565206,"p11.2"
"11573","ENSG00000068650","ATP11A","protein_coding","13",113344643,113541482,"q34"
"11574","ENSG00000068654","POLR1A","protein_coding","2",86247339,86333278,"p11.2"
"11575","ENSG00000068697","LAPTM4A","protein_coding","2",20232411,20251789,"p24.1"
"11576","ENSG00000068724","TTC7A","protein_coding","2",47143296,47303276,"p21"
"11577","ENSG00000068745","IP6K2","protein_coding","3",48725436,48777786,"p21.31"
"11578","ENSG00000068781","STON1-GTF2A1L","protein_coding","2",48757064,49003654,"p16.3"
"11579","ENSG00000068784","SRBD1","protein_coding","2",45615819,45839304,"p21"
"11580","ENSG00000068796","KIF2A","protein_coding","5",61601989,61833076,"q12.1"
"11581","ENSG00000068831","RASGRP2","protein_coding","11",64494383,64512928,"q13.1"
"11582","ENSG00000068878","PSME4","protein_coding","2",54091204,54197977,"p16.2"
"11583","ENSG00000068885","IFT80","protein_coding","3",159974774,160117668,"q25.33"
"11584","ENSG00000068903","SIRT2","protein_coding","19",39369197,39390502,"q13.2"
"11585","ENSG00000068912","ERLEC1","protein_coding","2",54014181,54045956,"p16.2"
"11586","ENSG00000068971","PPP2R5B","protein_coding","11",64685025,64701945,"q13.1"
"11587","ENSG00000069020","MAST4","protein_coding","5",65892176,66465423,"q12.3"
"11589","ENSG00000069188","SDK2","protein_coding","17",71330523,71640228,"q25.1"
"11590","ENSG00000069248","NUP133","protein_coding","1",229577045,229644103,"q42.13"
"11591","ENSG00000069275","NUCKS1","protein_coding","1",205681947,205719404,"q32.1"
"11592","ENSG00000069329","VPS35","protein_coding","16",46690054,46723430,"q11.2"
"11593","ENSG00000069345","DNAJA2","protein_coding","16",46989299,47007699,"q12.1"
"11594","ENSG00000069399","BCL3","protein_coding","19",45250962,45263301,"q13.32"
"11595","ENSG00000069424","KCNAB2","protein_coding","1",6051526,6161253,"p36.31"
"11596","ENSG00000069431","ABCC9","protein_coding","12",21950335,22094336,"p12.1"
"11597","ENSG00000069493","CLEC2D","protein_coding","12",9817565,9848413,"p13.31"
"11598","ENSG00000069509","FUNDC1","protein_coding","X",44382885,44402247,"p11.3"
"11599","ENSG00000069667","RORA","protein_coding","15",60780483,61521518,"q22.2"
"11600","ENSG00000069702","TGFBR3","protein_coding","1",92145902,92371892,"p22.1"
"11601","ENSG00000069812","HES2","protein_coding","1",6472478,6484730,"p36.31"
"11602","ENSG00000069849","ATP1B3","protein_coding","3",141594966,141645356,"q23"
"11603","ENSG00000069869","NEDD4","protein_coding","15",56119120,56285944,"q21.3"
"11604","ENSG00000069943","PIGB","protein_coding","15",55611158,55647846,"q21.3"
"11605","ENSG00000069956","MAPK6","protein_coding","15",52244303,52358462,"q21.2"
"11606","ENSG00000069966","GNB5","protein_coding","15",52413117,52483566,"q21.2"
"11607","ENSG00000069974","RAB27A","protein_coding","15",55495164,55611311,"q21.3"
"11608","ENSG00000069998","CECR5","protein_coding","22",17618401,17646177,"q11.1"
"11609","ENSG00000070010","UFD1L","protein_coding","22",19437433,19466738,"q11.21"
"11610","ENSG00000070018","LRP6","protein_coding","12",12268959,12419946,"p13.2"
"11611","ENSG00000070047","PHRF1","protein_coding","11",576486,612222,"p15.5"
"11612","ENSG00000070061","IKBKAP","protein_coding","9",111629797,111696396,"q31.3"
"11613","ENSG00000070081","NUCB2","protein_coding","11",17229700,17371521,"p15.1"
"11614","ENSG00000070087","PFN2","protein_coding","3",149682691,149768575,"q25.1"
"11615","ENSG00000070159","PTPN3","protein_coding","9",112137746,112260590,"q31.3"
"11616","ENSG00000070182","SPTB","protein_coding","14",65213002,65346601,"q23.3"
"11617","ENSG00000070214","SLC44A1","protein_coding","9",108006903,108201452,"q31.1"
"11618","ENSG00000070269","TMEM260","protein_coding","14",56955072,57117324,"q22.3"
"11619","ENSG00000070366","SMG6","protein_coding","17",1963133,2207065,"p13.3"
"11620","ENSG00000070367","EXOC5","protein_coding","14",57670518,57735726,"q22.3"
"11621","ENSG00000070371","CLTCL1","protein_coding","22",19166986,19279239,"q11.21"
"11622","ENSG00000269216","CLTCL1","protein_coding","HG329_PATCH",19166989,19279229,"q11.21"
"11623","ENSG00000070404","FSTL3","protein_coding","19",676392,683385,"p13.3"
"11624","ENSG00000070413","DGCR2","protein_coding","22",19023795,19109967,"q11.21"
"11625","ENSG00000070423","RNF126","protein_coding","19",647526,663277,"p13.3"
"11626","ENSG00000070444","MNT","protein_coding","17",2287354,2304412,"p13.3"
"11627","ENSG00000070476","ZXDC","protein_coding","3",126156444,126194762,"q21.3"
"11628","ENSG00000070495","JMJD6","protein_coding","17",74708919,74722866,"q25.1"
"11629","ENSG00000070501","POLB","protein_coding","8",42195972,42229326,"p11.21"
"11630","ENSG00000070526","ST6GALNAC1","protein_coding","17",74620843,74639920,"q25.1"
"11631","ENSG00000070540","WIPI1","protein_coding","17",66417089,66453654,"q24.2"
"11632","ENSG00000070601","FRMPD1","protein_coding","9",37650997,37746901,"p13.2"
"11633","ENSG00000070610","GBA2","protein_coding","9",35736863,35749983,"p13.3"
"11634","ENSG00000070614","NDST1","protein_coding","5",149865381,149937773,"q33.1"
"11635","ENSG00000070669","ASNS","protein_coding","7",97481430,97501854,"q21.3"
"11636","ENSG00000070718","AP3M2","protein_coding","8",42010464,42029191,"p11.21"
"11637","ENSG00000070756","PABPC1","protein_coding","8",101698044,101735037,"q22.3"
"11638","ENSG00000070759","TESK2","protein_coding","1",45809555,45956872,"p34.1"
"11640","ENSG00000070770","CSNK2A2","protein_coding","16",58191811,58231824,"q21"
"11641","ENSG00000070778","PTPN21","protein_coding","14",88932122,89021077,"q31.3"
"11642","ENSG00000070785","EIF2B3","protein_coding","1",45316450,45452282,"p34.1"
"11643","ENSG00000070808","CAMK2A","protein_coding","5",149599054,149669854,"q32"
"11644","ENSG00000070814","TCOF1","protein_coding","5",149737202,149779871,"q32"
"11645","ENSG00000070831","CDC42","protein_coding","1",22379120,22419437,"p36.12"
"11646","ENSG00000070882","OSBPL3","protein_coding","7",24836158,25021253,"p15.3"
"11647","ENSG00000070886","EPHA8","protein_coding","1",22890057,22930087,"p36.12"
"11648","ENSG00000070950","RAD18","protein_coding","3",8817088,9005457,"p25.3"
"11649","ENSG00000070961","ATP2B1","protein_coding","12",89981828,90103077,"q21.33"
"11650","ENSG00000071051","NCK2","protein_coding","2",106361354,106510730,"q12.2"
"11651","ENSG00000071054","MAP4K4","protein_coding","2",102313312,102511149,"q11.2"
"11652","ENSG00000071073","MGAT4A","protein_coding","2",99235569,99347589,"q11.2"
"11653","ENSG00000071082","RPL31","protein_coding","2",101618177,101640494,"q11.2"
"11654","ENSG00000071127","WDR1","protein_coding","4",10075963,10118573,"p16.1"
"11655","ENSG00000071189","SNX13","protein_coding","7",17830385,17980124,"p21.1"
"11656","ENSG00000071205","ARHGAP10","protein_coding","4",148653214,148993931,"q31.23"
"11657","ENSG00000071242","RPS6KA2","protein_coding","6",166822852,167319939,"q27"
"11658","ENSG00000071243","ING3","protein_coding","7",120590803,120617270,"q31.31"
"11659","ENSG00000071246","VASH1","protein_coding","14",77228532,77249354,"q24.3"
"11660","ENSG00000071282","LMCD1","protein_coding","3",8543393,8609805,"p26.1"
"11661","ENSG00000071462","WBSCR22","protein_coding","7",73097355,73119491,"q11.23"
"11662","ENSG00000262030","WBSCR22","protein_coding","HG1257_PATCH",73147982,73170118,"q11.23"
"11663","ENSG00000071537","SEL1L","protein_coding","14",81937893,82000205,"q31.1"
"11664","ENSG00000071539","TRIP13","protein_coding","5",892758,919472,"p15.33"
"11665","ENSG00000071553","ATP6AP1","protein_coding","X",153656978,153664862,"q28"
"11666","ENSG00000269668","ATP6AP1","protein_coding","HG1497_PATCH",153597100,153604984,"q28"
"11667","ENSG00000071564","TCF3","protein_coding","19",1609291,1652604,"p13.3"
"11668","ENSG00000071575","TRIB2","protein_coding","2",12857015,12882860,"p24.3"
"11669","ENSG00000071626","DAZAP1","protein_coding","19",1407568,1435719,"p13.3"
"11670","ENSG00000071655","MBD3","protein_coding","19",1576639,1592882,"p13.3"
"11671","ENSG00000071794","HLTF","protein_coding","3",148747914,148804341,"q24"
"11672","ENSG00000071859","FAM50A","protein_coding","X",153672473,153679002,"q28"
"11673","ENSG00000269645","FAM50A","protein_coding","HG1497_PATCH",153612594,153619122,"q28"
"11674","ENSG00000071889","FAM3A","protein_coding","X",153733350,153744566,"q28"
"11675","ENSG00000268160","FAM3A","protein_coding","HG1497_PATCH",153673487,153684710,"q28"
"11676","ENSG00000261230","CPSF1","protein_coding","HG243_PATCH",145448132,145464191,"q24.3"
"11677","ENSG00000071894","CPSF1","protein_coding","8",145618444,145634753,"q24.3"
"11678","ENSG00000071909","MYO3B","protein_coding","2",171034655,171511681,"q31.1"
"11679","ENSG00000071967","CYBRD1","protein_coding","2",172378757,172414643,"q31.1"
"11680","ENSG00000071994","PDCD2","protein_coding","6",170884383,170893780,"q27"
"11681","ENSG00000072041","SLC6A15","protein_coding","12",85253492,85307394,"q21.31"
"11682","ENSG00000072042","RDH11","protein_coding","14",68143518,68162531,"q24.1"
"11683","ENSG00000072062","PRKACA","protein_coding","19",14202500,14228896,"p13.12"
"11685","ENSG00000072110","ACTN1","protein_coding","14",69340860,69446157,"q24.1"
"11686","ENSG00000072121","ZFYVE26","protein_coding","14",68194091,68283307,"q24.1"
"11687","ENSG00000072133","RPS6KA6","protein_coding","X",83318984,83442933,"q21.1"
"11688","ENSG00000072134","EPN2","protein_coding","17",19118928,19240028,"p11.2"
"11689","ENSG00000072135","PTPN18","protein_coding","2",131113580,131132982,"q21.1"
"11690","ENSG00000072163","LIMS2","protein_coding","2",128395956,128439360,"q14.3"
"11691","ENSG00000072182","ASIC4","protein_coding","2",220378892,220403494,"q35"
"11692","ENSG00000072195","SPEG","protein_coding","2",220299568,220363009,"q35"
"11693","ENSG00000072201","LNX1","protein_coding","4",54325468,54567572,"q12"
"11694","ENSG00000072210","ALDH3A2","protein_coding","17",19551449,19580911,"p11.2"
"11695","ENSG00000072274","TFRC","protein_coding","3",195754054,195809060,"q29"
"11696","ENSG00000072310","SREBF1","protein_coding","17",17713713,17740325,"p11.2"
"11697","ENSG00000072315","TRPC5","protein_coding","X",111017543,111326004,"q23"
"11698","ENSG00000072364","AFF4","protein_coding","5",132211071,132299326,"q31.1"
"11699","ENSG00000072401","UBE2D1","protein_coding","10",60094735,60130513,"q21.1"
"11700","ENSG00000072415","MPP5","protein_coding","14",67707826,67802536,"q23.3"
"11701","ENSG00000072422","RHOBTB1","protein_coding","10",62629196,62761198,"q21.2"
"11702","ENSG00000072501","SMC1A","protein_coding","X",53401070,53449677,"p11.22"
"11703","ENSG00000269384","SMC1A","protein_coding","HG1433_PATCH",53117149,53165728,"p11.22"
"11704","ENSG00000072506","HSD17B10","protein_coding","X",53458206,53461320,"p11.22"
"11705","ENSG00000268188","HSD17B10","protein_coding","HG1433_PATCH",53174258,53177373,"p11.22"
"11706","ENSG00000072518","MARK2","protein_coding","11",63606400,63678491,"q13.1"
"11707","ENSG00000072571","HMMR","protein_coding","5",162887209,162918947,"q34"
"11708","ENSG00000072609","CHFR","protein_coding","12",133398773,133532890,"q24.33"
"11709","ENSG00000072682","P4HA2","protein_coding","5",131527531,131631008,"q31.1"
"11710","ENSG00000072736","NFATC3","protein_coding","16",68118654,68263162,"q22.1"
"11711","ENSG00000072756","TRNT1","protein_coding","3",3168600,3192563,"p26.2"
"11712","ENSG00000072778","ACADVL","protein_coding","17",7120444,7128592,"p13.1"
"11713","ENSG00000072786","STK10","protein_coding","5",171469077,171615390,"q35.1"
"11714","ENSG00000072803","FBXW11","protein_coding","5",171288553,171433877,"q35.1"
"11715","ENSG00000072818","ACAP1","protein_coding","17",7239848,7254797,"p13.1"
"11716","ENSG00000072832","CRMP1","protein_coding","4",5749811,5894785,"p16.2"
"11717","ENSG00000072840","EVC","protein_coding","4",5712924,5830772,"p16.2"
"11718","ENSG00000072849","DERL2","protein_coding","17",5374571,5390131,"p13.2"
"11719","ENSG00000072858","SIDT1","protein_coding","3",113251143,113348425,"q13.2"
"11720","ENSG00000072864","NDE1","protein_coding","16",15737124,15820210,"p13.11"
"11721","ENSG00000072952","MRVI1","protein_coding","11",10594638,10715535,"p15.3"
"11722","ENSG00000072954","TMEM38A","protein_coding","19",16771938,16800840,"p13.11"
"11723","ENSG00000072958","AP1M1","protein_coding","19",16308389,16346160,"p13.11"
"11724","ENSG00000073008","PVR","protein_coding","19",45147098,45166850,"q13.31"
"11725","ENSG00000073050","XRCC1","protein_coding","19",44047192,44084625,"q13.31"
"11726","ENSG00000073060","SCARB1","protein_coding","12",125261402,125367214,"q24.31"
"11727","ENSG00000073111","MCM2","protein_coding","3",127317066,127341276,"q21.3"
"11728","ENSG00000073146","MOV10L1","protein_coding","22",50528308,50600119,"q13.33"
"11729","ENSG00000073150","PANX2","protein_coding","22",50609160,50618723,"q13.33"
"11731","ENSG00000073331","ALPK1","protein_coding","4",113206665,113363776,"q25"
"11732","ENSG00000073350","LLGL2","protein_coding","17",73521161,73571289,"q25.1"
"11733","ENSG00000073417","PDE8A","protein_coding","15",85523671,85682376,"q25.3"
"11734","ENSG00000073464","CLCN4","protein_coding","X",10125024,10205700,"p22.2"
"11735","ENSG00000073536","NLE1","protein_coding","17",33455772,33469334,"q12"
"11736","ENSG00000073578","SDHA","protein_coding","5",218356,256815,"p15.33"
"11737","ENSG00000073584","SMARCE1","protein_coding","17",38781214,38804760,"q21.2"
"11738","ENSG00000073605","GSDMB","protein_coding","17",38060848,38076107,"q12"
"11739","ENSG00000073614","KDM5A","protein_coding","12",389295,498620,"p13.33"
"11740","ENSG00000073670","ADAM11","protein_coding","17",42836399,42859214,"q21.31"
"11741","ENSG00000073711","PPP2R3A","protein_coding","3",135684515,135866733,"q22.2"
"11742","ENSG00000073712","FERMT2","protein_coding","14",53323986,53419153,"q22.1"
"11743","ENSG00000073756","PTGS2","protein_coding","1",186640923,186649559,"q31.1"
"11744","ENSG00000073792","IGF2BP2","protein_coding","3",185361527,185542844,"q27.2"
"11745","ENSG00000073803","MAP3K13","protein_coding","3",185000729,185206885,"q27.2"
"11746","ENSG00000073849","ST6GAL1","protein_coding","3",186648274,186796341,"q27.3"
"11747","ENSG00000073905","VDAC1P1","pseudogene","X",80184999,80185846,"q21.1"
"11748","ENSG00000073910","FRY","protein_coding","13",32605437,32870794,"q13.1"
"11749","ENSG00000073921","PICALM","protein_coding","11",85668727,85780924,"q14.2"
"11750","ENSG00000073969","NSF","protein_coding","17",44668035,44834830,"q21.31"
"11751","ENSG00000074047","GLI2","protein_coding","2",121493199,121750229,"q14.2"
"11752","ENSG00000074054","CLASP1","protein_coding","2",122095352,122407163,"q14.3"
"11753","ENSG00000074071","MRPS34","protein_coding","16",1821891,1823156,"p13.3"
"11754","ENSG00000074181","NOTCH3","protein_coding","19",15270444,15311792,"p13.12"
"11755","ENSG00000074201","CLNS1A","protein_coding","11",77225981,77348850,"q14.1"
"11756","ENSG00000074211","PPP2R2C","protein_coding","4",6322305,6565327,"p16.1"
"11757","ENSG00000074219","TEAD2","protein_coding","19",49843852,49865714,"q13.33"
"11758","ENSG00000074266","EED","protein_coding","11",85955586,85989855,"q14.2"
"11759","ENSG00000074276","CDHR2","protein_coding","5",175969512,176022975,"q35.2"
"11760","ENSG00000074317","SNCB","protein_coding","5",176047085,176057530,"q35.2"
"11761","ENSG00000074319","TSG101","protein_coding","11",18489883,18548779,"p15.1"
"11763","ENSG00000074370","ATP2A3","protein_coding","17",3827169,3867736,"p13.2"
"11764","ENSG00000074410","CA12","protein_coding","15",63613577,63674360,"q22.2"
"11765","ENSG00000074416","MGLL","protein_coding","3",127407909,127542051,"q21.3"
"11766","ENSG00000074527","NTN4","protein_coding","12",96051583,96184930,"q22"
"11767","ENSG00000074582","BCS1L","protein_coding","2",219523487,219528166,"q35"
"11768","ENSG00000074590","NUAK1","protein_coding","12",106457118,106533811,"q23.3"
"11769","ENSG00000074603","DPP8","protein_coding","15",65734801,65810042,"q22.31"
"11770","ENSG00000074621","SLC24A1","protein_coding","15",65903704,65953333,"q22.31"
"11771","ENSG00000074657","ZNF532","protein_coding","18",56529832,56653712,"q21.32"
"11772","ENSG00000074660","SCARF1","protein_coding","17",1537152,1549041,"p13.3"
"11773","ENSG00000074695","LMAN1","protein_coding","18",56995055,57027194,"q21.32"
"11775","ENSG00000074706","IPCEF1","protein_coding","6",154475631,154677926,"q25.2"
"11776","ENSG00000074755","ZZEF1","protein_coding","17",3907739,4046314,"p13.2"
"11777","ENSG00000074800","ENO1","protein_coding","1",8921061,8939308,"p36.23"
"11778","ENSG00000074803","SLC12A1","protein_coding","15",48483861,48596275,"q21.1"
"11780","ENSG00000074855","ANO8","protein_coding","19",17434032,17445638,"p13.11"
"11781","ENSG00000074935","TUBE1","protein_coding","6",112391980,112408732,"q21"
"11782","ENSG00000264528","TUBE1","protein_coding","HG1304_PATCH",112391980,112408732,"q21"
"11783","ENSG00000074964","ARHGEF10L","protein_coding","1",17866330,18024369,"p36.13"
"11784","ENSG00000075035","WSCD2","protein_coding","12",108523248,108644314,"q23.3"
"11785","ENSG00000075043","KCNQ2","protein_coding","20",62037542,62103993,"q13.33"
"11786","ENSG00000075073","TACR2","protein_coding","10",71163659,71176623,"q22.1"
"11787","ENSG00000075089","ACTR6","protein_coding","12",100592900,100635643,"q23.1"
"11788","ENSG00000075131","TIPIN","protein_coding","15",66628544,66679084,"q22.31"
"11789","ENSG00000075142","SRI","protein_coding","7",87834433,87856308,"q21.12"
"11790","ENSG00000075151","EIF4G3","protein_coding","1",21132963,21503377,"p36.12"
"11791","ENSG00000075188","NUP37","protein_coding","12",102467967,102513902,"q23.2"
"11792","ENSG00000075213","SEMA3A","protein_coding","7",83585093,84122040,"q21.11"
"11793","ENSG00000075218","GTSE1","protein_coding","22",46692638,46726707,"q13.31"
"11794","ENSG00000075223","SEMA3C","protein_coding","7",80371854,80551675,"q21.11"
"11795","ENSG00000075234","TTC38","protein_coding","22",46663858,46689905,"q13.31"
"11796","ENSG00000075239","ACAT1","protein_coding","11",107992243,108018503,"q22.3"
"11797","ENSG00000075240","GRAMD4","protein_coding","22",46971909,47075688,"q13.31"
"11798","ENSG00000075275","CELSR1","protein_coding","22",46756731,46933067,"q13.31"
"11799","ENSG00000075292","ZNF638","protein_coding","2",71503691,71662199,"p13.2"
"11800","ENSG00000075303","SLC25A40","protein_coding","7",87462883,87505672,"q21.12"
"11801","ENSG00000075336","TIMM21","protein_coding","18",71815746,71826197,"q22.3"
"11802","ENSG00000075340","ADD2","protein_coding","2",70834750,70995357,"p13.3"
"11803","ENSG00000271760","ADD2","protein_coding","HG953_PATCH",70834750,70995357,"p13.3"
"11804","ENSG00000075391","RASAL2","protein_coding","1",178062864,178448644,"q25.2"
"11805","ENSG00000075399","VPS9D1","protein_coding","16",89773542,89787394,"q24.3"
"11806","ENSG00000075407","ZNF37A","protein_coding","10",38383264,38414472,"p11.1"
"11807","ENSG00000075413","MARK3","protein_coding","14",103851729,103970168,"q32.32"
"11808","ENSG00000075415","SLC25A3","protein_coding","12",98987369,98995946,"q23.1"
"11809","ENSG00000075420","FNDC3B","protein_coding","3",171757418,172119455,"q26.31"
"11810","ENSG00000075426","FOSL2","protein_coding","2",28615315,28640179,"p23.2"
"11811","ENSG00000075461","CACNG4","protein_coding","17",64961026,65029514,"q24.2"
"11812","ENSG00000075539","FRYL","protein_coding","4",48499378,48782339,"p11"
"11813","ENSG00000075568","TMEM131","protein_coding","2",98372799,98612388,"q11.2"
"11814","ENSG00000075618","FSCN1","protein_coding","7",5632439,5646286,"p22.1"
"11815","ENSG00000075624","ACTB","protein_coding","7",5566782,5603415,"p22.1"
"11816","ENSG00000075702","WDR62","protein_coding","19",36545783,36596008,"q13.12"
"11817","ENSG00000075711","DLG1","protein_coding","3",196769431,197026171,"q29"
"11818","ENSG00000075785","RAB7A","protein_coding","3",128444965,128533639,"q21.3"
"11819","ENSG00000075790","BCAP29","protein_coding","7",107220422,107269615,"q22.3"
"11820","ENSG00000075826","SEC31B","protein_coding","10",102246399,102289628,"q24.31"
"11821","ENSG00000075856","SART3","protein_coding","12",108916357,108955176,"q23.3"
"11822","ENSG00000075884","ARHGAP15","protein_coding","2",143848931,144525921,"q22.2"
"11823","ENSG00000075886","TUBA3D","protein_coding","2",132233666,132240507,"q21.1"
"11824","ENSG00000075914","EXOSC7","protein_coding","3",45016733,45077558,"p21.31"
"11825","ENSG00000075945","KIFAP3","protein_coding","1",169890467,170054349,"q24.2"
"11826","ENSG00000075975","MKRN2","protein_coding","3",12598513,12625212,"p25.2"
"11827","ENSG00000076003","MCM6","protein_coding","2",136597196,136633996,"q21.3"
"11828","ENSG00000076043","REXO2","protein_coding","11",114310108,114321001,"q23.2"
"11829","ENSG00000076053","RBM7","protein_coding","11",114270752,114284925,"q23.2"
"11830","ENSG00000076067","RBMS2","protein_coding","12",56915713,56984745,"q13.3"
"11831","ENSG00000076108","BAZ2A","protein_coding","12",56989380,57030600,"q13.3"
"11832","ENSG00000076201","PTPN23","protein_coding","3",47422501,47454931,"p21.31"
"11833","ENSG00000076242","MLH1","protein_coding","3",37034823,37107380,"p22.2"
"11834","ENSG00000076248","UNG","protein_coding","12",109535379,109548797,"q24.11"
"11835","ENSG00000076258","FMO4","protein_coding","1",171283347,171311223,"q24.3"
"11836","ENSG00000076321","KLHL20","protein_coding","1",173684080,173755840,"q25.1"
"11837","ENSG00000076344","RGS11","protein_coding","16",318300,325980,"p13.3"
"11838","ENSG00000076351","SLC46A1","protein_coding","17",26721661,26734215,"q11.2"
"11839","ENSG00000262186","SLC46A1","protein_coding","HG883_PATCH",26721775,26734216,"q11.2"
"11840","ENSG00000076356","PLXNA2","protein_coding","1",208195587,208417665,"q32.2"
"11841","ENSG00000076382","SPAG5","protein_coding","17",26904588,26926297,"q11.2"
"11842","ENSG00000076513","ANKRD13A","protein_coding","12",110436991,110477568,"q24.11"
"11843","ENSG00000076554","TPD52","protein_coding","8",80870571,81143467,"q21.13"
"11844","ENSG00000076555","ACACB","protein_coding","12",109554400,109706031,"q24.11"
"11845","ENSG00000076604","TRAF4","protein_coding","17",27071002,27077974,"q11.2"
"11846","ENSG00000076641","PAG1","protein_coding","8",81880045,82024303,"q21.13"
"11847","ENSG00000076650","GPATCH1","protein_coding","19",33571786,33621448,"q13.11"
"11848","ENSG00000076662","ICAM3","protein_coding","19",10444452,10450499,"p13.2"
"11849","ENSG00000076685","NT5C2","protein_coding","10",104845940,104953056,"q24.33"
"11850","ENSG00000076706","MCAM","protein_coding","11",119179241,119192231,"q23.3"
