gene_id	module	kME	kMEtoMod	gene_name
ENSG00000111775	1	0.9080228512175665	1	COX6A1
ENSG00000111785	23	0.8800040996785238	23	RIC8B
ENSG00000111790	3	0.7910664082879311	3	FGFR1OP2
ENSG00000111799	12	0.9545481557400801	12	COL12A1
ENSG00000111832	1	0.7897829468054535	1	RWDD1
ENSG00000111843	1	0.7628121631100562	1	TMEM14C
ENSG00000111880	17	0.9278780311409185	17	RNGTT
ENSG00000111911	13	0.8533840343408914	13	HINT3
ENSG00000112029	2	0.9668612938502247	2	FBXO5
ENSG00000112078	3	0.8891433868379937	3	KCTD20
ENSG00000112079	21	0.9478274355375761	21	STK38
ENSG00000112110	1	0.7916068249606242	1	MRPL18
ENSG00000112118	2	0.9953798485989802	2	MCM3
ENSG00000112144	7	0.7915987097344215	7	ICK
ENSG00000112149	5	0.9472649306789486	5	CD83
ENSG00000112159	13	0.7796751389014099	13	MDN1
ENSG00000112183	6	0.8902412082040955	6	RBM24
ENSG00000112186	5	0.9423425625758469	5	CAP2
ENSG00000112200	3	0.9570128608798525	3	ZNF451
ENSG00000112210	3	0.8055120124799747	3	RAB23
ENSG00000112232	12	0.9864256452935851	12	KHDRBS2
ENSG00000112237	20	0.7754450639454485	20	CCNC
ENSG00000112242	3	0.7940645195820023	3	E2F3
ENSG00000112245	8	0.8976783520734736	8	PTP4A1
ENSG00000112280	9	0.9300736628950447	9	COL9A1
ENSG00000112282	3	0.8781534913370758	3	MED23
ENSG00000112290	12	0.973094744050259	12	WASF1
ENSG00000112305	12	0.9649066389837708	12	SMAP1
ENSG00000112306	1	0.953807036765623	1	RPS12
ENSG00000112308	13	0.8120828418185836	13	C6orf62
ENSG00000112309	2	0.9624707783384644	2	B3GAT2
ENSG00000112312	9	0.9219441561573125	9	GMNN
ENSG00000112333	2	0.970214676796472	2	NR2E1
ENSG00000112335	1	0.8030246758057016	1	SNX3
ENSG00000112406	13	0.8761212964830578	13	HECA
ENSG00000112473	10	0.8302090035636028	10	SLC39A7
ENSG00000112514	11	0.8643420839118273	11	CUTA
ENSG00000112531	16	0.9313047504053154	16	QKI
ENSG00000112584	3	0.8560237183106141	3	FAM120B
ENSG00000112619	20	0.8230792832669246	20	PRPH2
ENSG00000112655	2	0.9173154230707435	2	PTK7
ENSG00000112658	7	0.8150945526353789	7	SRF
ENSG00000112667	1	0.7501485534021388	1	DNPH1
ENSG00000112685	17	0.9268059082514147	17	EXOC2
ENSG00000112695	1	0.914229557368481	1	COX7A2
ENSG00000112697	7	0.9556382094432315	7	TMEM30A
ENSG00000112699	10	0.916978976717721	10	GMDS
ENSG00000112701	3	0.9006528035421983	3	SENP6
ENSG00000112739	23	0.8285329767290003	23	PRPF4B
ENSG00000112742	2	0.9774533132067282	2	TTK
ENSG00000112763	15	0.7936697841911029	15	BTN2A1
ENSG00000112769	3	0.7698684790545398	3	LAMA4
ENSG00000112852	18	0.6639437546398191	18	PCDHB2
ENSG00000112941	13	0.8320164692356987	13	TENT4A
ENSG00000112972	8	0.9563617356686689	8	HMGCS1
ENSG00000112977	10	0.9434432703184428	10	DAP
ENSG00000112984	2	0.971530562292437	2	KIF20A
ENSG00000112992	17	0.9696169836304436	17	NNT
ENSG00000113013	1	0.7799237194197679	1	HSPA9
ENSG00000113068	1	0.877148610098011	1	PFDN1
ENSG00000113140	15	0.9215939091746805	15	SPARC
ENSG00000113141	1	0.8728536918153065	1	IK
ENSG00000113161	6	0.8906388390140382	6	HMGCR
ENSG00000113163	3	0.8651105323745512	3	CERT1
ENSG00000113212	3	0.8117967888286597	3	PCDHB7
ENSG00000113282	3	0.9153144530750689	3	CLINT1
ENSG00000113300	13	0.793218389443525	13	CNOT6
ENSG00000113312	1	0.7889216368624922	1	TTC1
ENSG00000113327	5	0.9775093340126029	5	GABRG2
ENSG00000113328	21	0.9303785828263289	21	CCNG1
ENSG00000113360	3	0.8181534611318833	3	DROSHA
ENSG00000113361	12	0.9619711294040565	12	CDH6
ENSG00000113368	21	0.9667114207024216	21	LMNB1
ENSG00000113389	10	0.9542420213096384	10	NPR3
ENSG00000113391	3	0.8984826731845406	3	FAM172A
ENSG00000113532	14	0.7772791101231756	14	ST8SIA4
ENSG00000113558	4	0.8252076254636137	4	SKP1
ENSG00000113575	10	0.9756704217567805	10	PPP2CA
ENSG00000113594	2	0.971258445749846	2	LIFR
ENSG00000113597	3	0.7385388819603148	3	TRAPPC13
ENSG00000113621	4	0.638565721999335	4	TXNDC15
ENSG00000113638	17	0.8435869565391315	17	TTC33
ENSG00000113648	21	0.9605167526396018	21	MACROH2A1
ENSG00000113657	6	0.8868576324944936	6	DPYSL3
ENSG00000113658	2	0.9519477801996682	2	SMAD5
ENSG00000113712	17	0.9314343403185122	17	CSNK1A1
ENSG00000113732	22	0.8273614976310831	22	ATP6V0E1
ENSG00000113742	8	0.8936676985336955	8	CPEB4
ENSG00000113758	1	0.7942803856736045	1	DBN1
ENSG00000113810	2	0.9709594851765309	2	SMC4
ENSG00000113812	18	0.6684172449532838	18	ACTR8
ENSG00000113838	13	0.9101074829786877	13	TBCCD1
ENSG00000113845	1	0.9059462005398127	1	TIMMDC1
ENSG00000113966	8	0.9073289083343161	8	ARL6
ENSG00000114021	11	0.897197670794744	11	NIT2
ENSG00000114026	1	0.8543242091638917	1	OGG1
ENSG00000114030	17	0.9031801324852013	17	KPNA1
ENSG00000114054	22	0.9113671780834554	22	PCCB
ENSG00000114107	21	0.9462282995285202	21	CEP70
ENSG00000114120	7	0.892704150337734	7	SLC25A36
ENSG00000114125	1	0.776548736652623	1	RNF7
ENSG00000114126	21	0.9393939733486809	21	TFDP2
ENSG00000114209	22	0.8402894098331253	22	PDCD10
ENSG00000114279	5	0.9772313146161978	5	FGF12
ENSG00000114316	16	0.9114073095134319	16	USP4
ENSG00000114331	19	0.8455999482967986	19	ACAP2
ENSG00000114346	2	0.980391037312229	2	ECT2
ENSG00000114383	11	0.9266922583485526	11	TUSC2
ENSG00000114391	22	0.8281151948748262	22	RPL24
ENSG00000114405	4	0.8211685859807042	4	C3orf14
ENSG00000114439	2	0.9752958574795012	2	BBX
ENSG00000114450	6	0.8930589916165439	6	GNB4
ENSG00000114491	15	0.925483019315462	15	UMPS
ENSG00000114520	8	0.8778460443853632	8	SNX4
ENSG00000114554	6	0.9566094191013284	6	PLXNA1
ENSG00000114573	7	0.8387242938113177	7	ATP6V1A
ENSG00000114648	5	0.9577261530235686	5	KLHL18
ENSG00000114686	10	0.8568491013244607	10	MRPL3
ENSG00000114738	21	0.9412896541057945	21	MAPKAPK3
ENSG00000114744	8	0.8524336131426212	8	COMMD2
ENSG00000114745	5	0.9400876200082733	5	GORASP1
ENSG00000114757	5	0.9756976572811863	5	PEX5L
ENSG00000114767	4	0.8070459364282472	4	RRP9
ENSG00000114770	3	0.9171542412165616	3	ABCC5
ENSG00000114784	1	0.8677785699661702	1	EIF1B
ENSG00000114805	2	0.9331023674153288	2	PLCH1
ENSG00000114857	13	0.8464701579331444	13	NKTR
ENSG00000114902	1	0.9192558222574406	1	SPCS1
ENSG00000114904	16	0.9469137812095474	16	NEK4
ENSG00000114942	1	0.9623427068367626	1	EEF1B2
ENSG00000114956	1	0.9317137581985088	1	DGUOK
ENSG00000114978	16	0.9591993283420125	16	MOB1A
ENSG00000115073	1	0.8939156154471991	1	ACTR1B
ENSG00000115084	2	0.9318696976877143	2	SLC35F5
ENSG00000115109	2	0.9509207973189402	2	EPB41L5
ENSG00000115128	1	0.8218768558511865	1	SF3B6
ENSG00000115137	7	0.7908093444704477	7	DNAJC27
ENSG00000115163	9	0.9089811443604658	9	CENPA
ENSG00000115165	5	0.923174440773233	5	CYTIP
ENSG00000115211	15	0.8374756581549495	15	EIF2B4
ENSG00000115226	11	0.8858471150801566	11	FNDC4
ENSG00000115233	1	0.8570471825623752	1	PSMD14
ENSG00000115234	9	0.8730405192110844	9	SNX17
ENSG00000115239	22	0.9410389952757527	22	ASB3
ENSG00000115241	1	0.8768153574274075	1	PPM1G
ENSG00000115268	1	0.8865204685294137	1	RPS15
ENSG00000115271	2	0.9277037592319881	2	GCA
ENSG00000115282	9	0.8972259027242038	9	TTC31
ENSG00000115286	1	0.716306266159997	1	NDUFS7
ENSG00000115290	2	0.9151016338552204	2	GRB14
ENSG00000115295	6	0.913968600573891	6	CLIP4
ENSG00000115306	6	0.9874175152448824	6	SPTBN1
ENSG00000115307	1	0.8796935642549224	1	AUP1
ENSG00000115310	5	0.9522908255768561	5	RTN4
ENSG00000115317	11	0.8628309451733682	11	HTRA2
ENSG00000115350	4	0.7561836804099598	4	POLE4
ENSG00000115355	7	0.8666326679165557	7	CCDC88A
ENSG00000115365	3	0.9199274142515261	3	LANCL1
ENSG00000115414	13	0.8684138613638986	13	FN1
ENSG00000115415	23	0.8446677674191699	23	STAT1
ENSG00000115419	6	0.9146765292787689	6	GLS
ENSG00000115421	17	0.8221360486925235	17	PAPOLG
ENSG00000115457	4	0.8750301685502784	4	IGFBP2
ENSG00000115464	8	0.8006501192302118	8	USP34
ENSG00000115484	10	0.9300852137498729	10	CCT4
ENSG00000115514	4	0.858051508461232	4	TXNDC9
ENSG00000115524	14	0.8682608259759961	14	SF3B1
ENSG00000115526	15	0.8353491678013675	15	CHST10
ENSG00000115540	17	0.9330151970168887	17	MOB4
ENSG00000115541	1	0.9011140372154628	1	HSPE1
ENSG00000115641	10	0.8906159163000864	10	FHL2
ENSG00000115677	9	0.8610369534889555	9	HDLBP
ENSG00000115685	11	0.9519773189549013	11	PPP1R7
ENSG00000115738	11	0.8535210405299617	11	ID2
ENSG00000115756	1	0.8716664292211032	1	HPCAL1
ENSG00000115758	11	0.9402516663014021	11	ODC1
ENSG00000115760	7	0.9695094566124725	7	BIRC6
ENSG00000115828	10	0.8180259620410901	10	QPCT
ENSG00000115839	19	0.9023508834222589	19	RAB3GAP1
ENSG00000115840	5	0.9311807050161471	5	SLC25A12
ENSG00000115844	9	0.9189024285508663	9	DLX2
ENSG00000115866	9	0.8877317843312661	9	DARS1
ENSG00000115884	10	0.8211328278971106	10	SDC1
ENSG00000115896	8	0.8174355239567831	8	PLCL1
ENSG00000115966	7	0.9513056225635148	7	ATF2
ENSG00000115993	7	0.8800839547578018	7	TRAK2
ENSG00000116001	23	0.9086886894548175	23	TIA1
ENSG00000116005	6	0.9218890779643845	6	PCYOX1
ENSG00000116016	17	0.8446291135608586	17	EPAS1
ENSG00000116044	2	0.9903436710538965	2	NFE2L2
ENSG00000116062	18	0.8906201694041048	18	MSH6
ENSG00000116106	19	0.8650279799610568	19	EPHA4
ENSG00000116141	8	0.8744990249594915	8	MARK1
ENSG00000116157	22	0.7932689825466324	22	GPX7
ENSG00000116171	9	0.8743917030153969	9	SCP2
ENSG00000116194	2	0.9680092102520282	2	ANGPTL1
ENSG00000116205	23	0.8338462153490194	23	TCEANC2
ENSG00000116209	1	0.8581672511727296	1	TMEM59
ENSG00000116212	15	0.9469609964283999	15	LRRC42
ENSG00000116221	22	0.8390908822865633	22	MRPL37
ENSG00000116251	10	0.8121319444729219	10	RPL22
ENSG00000116260	18	0.7504929187799247	18	QSOX1
ENSG00000116266	21	0.9256943435381161	21	STXBP3
ENSG00000116285	17	0.8860327086802543	17	ERRFI1
ENSG00000116288	1	0.962388145597822	1	PARK7
ENSG00000116299	2	0.9476817195454195	2	KIAA1324
ENSG00000116337	12	0.9639127710837516	12	AMPD2
ENSG00000116406	6	0.9124228472605658	6	EDEM3
ENSG00000116455	1	0.7490031685904858	1	WDR77
ENSG00000116459	1	0.9232795933621958	1	ATP5PB
ENSG00000116478	2	0.9512715560719821	2	HDAC1
ENSG00000116489	1	0.9345771816568235	1	CAPZA1
ENSG00000116497	23	0.9401968499771086	23	S100PBP
ENSG00000116539	13	0.8812261845496949	13	ASH1L
ENSG00000116560	3	0.7288912509570719	3	SFPQ
ENSG00000116584	15	0.7954634566951119	15	ARHGEF2
ENSG00000116586	1	0.8087319432094149	1	LAMTOR2
ENSG00000116641	3	0.8019454419886961	3	DOCK7
ENSG00000116649	4	0.8956265879515424	4	SRM
ENSG00000116652	7	0.7870045258014513	7	DLEU2L
ENSG00000116663	4	0.7668336626916701	4	FBXO6
ENSG00000116668	3	0.8080456468673709	3	SWT1
ENSG00000116670	1	0.816458090256471	1	MAD2L2
ENSG00000116675	5	0.9775929580482883	5	DNAJC6
ENSG00000116678	13	0.8001127746480059	13	LEPR
ENSG00000116691	11	0.9604394983289104	11	MIIP
ENSG00000116698	13	0.8616878720035204	13	SMG7
ENSG00000116704	13	0.8128669397226856	13	SLC35D1
ENSG00000116731	8	0.8376084589841458	8	PRDM2
ENSG00000116747	15	0.8849508136333692	15	RO60
ENSG00000116750	17	0.8802573307766878	17	UCHL5
ENSG00000116752	1	0.9678985181496916	1	BCAS2
ENSG00000116754	2	0.952013332807295	2	SRSF11
ENSG00000116786	7	0.8319433127010621	7	PLEKHM2
ENSG00000116791	2	0.9803699735897543	2	CRYZ
ENSG00000116852	6	0.9158419131569437	6	KIF21B
ENSG00000116857	11	0.9119873367991839	11	TMEM9
ENSG00000116863	1	0.8807488635026559	1	ADPRHL2
ENSG00000116871	4	0.8492728371733129	4	MAP7D1
ENSG00000116874	9	0.9247192471514202	9	WARS2
ENSG00000116903	8	0.7470273031527641	8	EXOC8
ENSG00000116962	14	0.7044814295065271	14	NID1
ENSG00000116977	5	0.9707350506476886	5	LGALS8
ENSG00000116983	5	0.9914275960698373	5	HPCAL4
ENSG00000116990	18	0.8004227229107543	18	MYCL
ENSG00000116991	16	0.9604905491355454	16	SIPA1L2
ENSG00000117054	2	0.9664395790392352	2	ACADM
ENSG00000117069	12	0.9533781589855862	12	ST6GALNAC5
ENSG00000117114	13	0.8574149034475107	13	ADGRL2
ENSG00000117118	11	0.8242002568633748	11	SDHB
ENSG00000117122	2	0.9627253099584814	2	MFAP2
ENSG00000117153	9	0.9070226147659886	9	KLHL12
ENSG00000117155	13	0.9262548439247043	13	SSX2IP
ENSG00000117360	18	0.6463905107274341	18	PRPF3
ENSG00000117362	1	0.8951107934432764	1	APH1A
ENSG00000117395	11	0.8284108408992714	11	EBNA1BP2
ENSG00000117399	21	0.9691481016015241	21	CDC20
ENSG00000117410	1	0.9201038674157347	1	ATP6V0B
ENSG00000117448	1	0.8761471274498794	1	AKR1A1
ENSG00000117450	15	0.9627668212406513	15	PRDX1
ENSG00000117461	14	0.9353928929485722	14	PIK3R3
ENSG00000117475	13	0.7876528145117301	13	BLZF1
ENSG00000117479	17	0.796798431235894	17	SLC19A2
ENSG00000117505	3	0.862999774232329	3	DR1
ENSG00000117519	2	0.9558026327921013	2	CNN3
ENSG00000117523	22	0.9025848901553204	22	PRRC2C
ENSG00000117525	2	0.9479391576342724	2	F3
ENSG00000117528	23	0.923264322226239	23	ABCD3
ENSG00000117592	15	0.8802327248008326	15	PRDX6
ENSG00000117593	2	0.9558656515676972	2	DARS2
ENSG00000117598	8	0.8916544406454789	8	PLPPR5
ENSG00000117600	8	0.9182945409884663	8	PLPPR4
ENSG00000117614	1	0.7366783348269511	1	SYF2
ENSG00000117620	3	0.867833743066339	3	SLC35A3
ENSG00000117625	3	0.9316474050448004	3	RCOR3
ENSG00000117632	1	0.8981994208972096	1	STMN1
ENSG00000117650	21	0.9531146971621798	21	NEK2
ENSG00000117697	15	0.8350450842813875	15	NSL1
ENSG00000117707	19	0.9494667445213236	19	PROX1
ENSG00000117724	2	0.9907012985205538	2	CENPF
ENSG00000117748	1	0.8948525160685107	1	RPA2
ENSG00000117862	1	0.8120330201656488	1	TXNDC12
ENSG00000117868	7	0.8284363612562131	7	ESYT2
ENSG00000117906	9	0.9798706839187524	9	RCN2
ENSG00000118007	23	0.9229837434875937	23	STAG1
ENSG00000118058	7	0.9388926635140903	7	KMT2A
ENSG00000118096	15	0.7776933653227899	15	IFT46
ENSG00000118181	1	0.8564073668265788	1	RPS25
ENSG00000118193	2	0.9547814762410384	2	KIF14
ENSG00000118200	7	0.869976265503685	7	CAMSAP2
ENSG00000118246	14	0.8892101163463321	14	FASTKD2
ENSG00000118260	16	0.9301966350477722	16	CREB1
ENSG00000118263	8	0.8664032714980775	8	KLF7
ENSG00000118298	2	0.9321632509528036	2	CA14
ENSG00000118402	6	0.9223862341265621	6	ELOVL4
ENSG00000118418	9	0.9219635764786768	9	HMGN3
ENSG00000118432	16	0.965382699588133	16	CNR1
ENSG00000118454	7	0.9783939009452441	7	ANKRD13C
ENSG00000118473	8	0.9473163209197861	8	SGIP1
ENSG00000118495	2	0.93001435516700115	2	PLAGL1
ENSG00000118496	14	0.7608372948321324	14	FBXO30
ENSG00000118507	5	0.9850557734512875	5	AKAP7
ENSG00000118515	12	0.9593307208343111	12	SGK1
ENSG00000118523	1	0.7740906219766802	1	CCN2
ENSG00000118579	9	0.9056440250681135	9	MED28
ENSG00000118680	1	0.8792212344138028	1	MYL12B
ENSG00000118705	1	0.8572126001142063	1	RPN2
ENSG00000118707	21	0.9800213513852575	21	TGIF2
ENSG00000118733	12	0.9691806712453921	12	OLFM3
ENSG00000118777	3	0.9091087115210424	3	ABCG2
ENSG00000118785	2	0.9625936393757017	2	SPP1
ENSG00000118816	1	0.8741017079206368	1	CCNI
ENSG00000118939	8	0.7842487143477033	8	UCHL3
ENSG00000118946	12	0.9646454153174905	12	PCDH17
ENSG00000118971	16	0.9519840121232803	16	CCND2
ENSG00000119042	6	0.9832262074130099	6	SATB2
ENSG00000119125	6	0.9136532100938217	6	GDA
ENSG00000119203	9	0.9281701089150617	9	CPSF3
ENSG00000119283	5	0.9156526980978597	5	TRIM67
ENSG00000119285	20	0.6898988895170951	20	HEATR1
ENSG00000119314	8	0.9038314841283259	8	PTBP3
ENSG00000119326	21	0.9703266462216453	21	CTNNAL1
ENSG00000119333	15	0.9204738953539436	15	WDR34
ENSG00000119397	2	0.8946619404472046	2	CNTRL
ENSG00000119402	4	0.7537369885161711	4	FBXW2
ENSG00000119408	2	0.9418273817802725	2	NEK6
ENSG00000119414	3	0.9040482547132759	3	PPP6C
ENSG00000119421	11	0.9197806216836484	11	NDUFA8
ENSG00000119471	2	0.9333032455681518	2	HSDL2
ENSG00000119509	2	0.8852180990134995	2	INVS
ENSG00000119535	20	0.5982273144407408	20	CSF3R
ENSG00000119537	1	0.8444907243322809	1	KDSR
ENSG00000119541	23	0.8807065352005221	23	VPS4B
ENSG00000119559	1	0.7546249617478039	1	C19orf25
ENSG00000119596	7	0.8999283135136111	7	YLPM1
ENSG00000119638	16	0.926626995391999	16	NEK9
ENSG00000119640	1	0.8636429795491529	1	ACYP1
ENSG00000119673	11	0.8304574089401597	11	ACOT2
ENSG00000119682	6	0.8383580361116171	6	AREL1
ENSG00000119685	14	0.7211082219111127	14	TTLL5
ENSG00000119688	9	0.9321937760621952	9	ABCD4
ENSG00000119689	10	0.8593195701698263	10	DLST
ENSG00000119699	23	0.8903654242602763	23	TGFB3
ENSG00000119711	2	0.9177897556546373	2	ALDH6A1
ENSG00000119723	4	0.761569585286672	4	COQ6
ENSG00000119760	18	0.7873676418980825	18	SUPT7L
ENSG00000119778	13	0.8279510367287134	13	ATAD2B
ENSG00000119782	4	0.803295559585007	4	FKBP1B
ENSG00000119787	3	0.8949883201013124	3	ATL2
ENSG00000119862	6	0.9325784537928057	6	LGALSL
ENSG00000119866	6	0.9301996863004763	6	BCL11A
ENSG00000119878	1	0.7917949092727541	1	CRIPT
ENSG00000119938	15	0.8401683688347529	15	PPP1R3C
ENSG00000119953	1	0.7840718544035857	1	SMNDC1
ENSG00000119969	2	0.9652192708081361	2	HELLS
ENSG00000119979	11	0.9030234771034096	11	DENND10
ENSG00000119986	4	0.7961756391020323	4	AVPI1
ENSG00000120008	7	0.880155041730071	7	WDR11
ENSG00000120029	18	0.8528882156861646	18	ARMH3
ENSG00000120053	4	0.962385215523043	4	GOT1
ENSG00000120063	13	0.8938290053702795	13	GNA13
ENSG00000120071	13	0.8327721605004257	13	KANSL1
ENSG00000120162	2	0.9712584581103092	2	MOB3B
ENSG00000120251	6	0.9631696281461805	6	GRIA2
ENSG00000120265	10	0.9525987368303438	10	PCMT1
ENSG00000120306	1	0.7447838669415933	1	CYSTM1
ENSG00000120314	9	0.8601637898192038	9	WDR55
ENSG00000120318	2	0.9264958191421484	2	ARAP3
ENSG00000120333	23	0.8763503673183098	23	MRPS14
ENSG00000120334	2	0.9134403530035681	2	CENPL
ENSG00000120437	4	0.9180891030129819	4	ACAT2
ENSG00000120438	4	0.8301966081397675	4	TCP1
ENSG00000120458	7	0.7982557574997007	7	MSANTD2
ENSG00000120509	1	0.8284648388396434	1	PDZD11
ENSG00000120539	2	0.9842958167748337	2	MASTL
ENSG00000120658	4	0.7774670524784294	4	ENOX1
ENSG00000120686	3	0.9039647031880877	3	UFM1
ENSG00000120699	2	0.9370421837164513	2	EXOSC8
ENSG00000120733	13	0.8501161225968283	13	KDM3B
ENSG00000120742	2	0.9639345625187755	2	SERP1
ENSG00000120805	3	0.8711660209787807	3	ARL1
ENSG00000120820	6	0.9048674494454025	6	GLT8D2
ENSG00000120833	10	0.8152520393126718	10	SOCS2
ENSG00000120837	23	0.9178224838446938	23	NFYB
ENSG00000120868	14	0.7547941942691778	14	APAF1
ENSG00000120885	2	0.9795863005386198	2	CLU
ENSG00000120896	9	0.9118518410174281	9	SORBS3
ENSG00000120963	6	0.9696354469399462	6	ZNF706
ENSG00000121005	2	0.9584837165596602	2	CRISPLD1
ENSG00000121022	1	0.9061429395741812	1	COPS5
ENSG00000121058	1	0.7794841606946514	1	COIL
ENSG00000121067	1	0.7747996636775444	1	SPOP
ENSG00000121073	1	0.8414895240554697	1	SLC35B1
ENSG00000121152	21	0.9407932976191316	21	NCAPH
ENSG00000121210	16	0.9224860163322298	16	TMEM131L
ENSG00000121297	5	0.9344451045883786	5	TSHZ3
ENSG00000121350	17	0.8933657045018182	17	PYROXD1
ENSG00000121413	1	0.8312095320082887	1	ZSCAN18
ENSG00000121440	20	0.6498404017319007	20	PDZRN3
ENSG00000121481	17	0.7610919100152317	17	RNF2
ENSG00000121486	3	0.79126861318631	3	TRMT1L
ENSG00000121542	14	0.8203940283286257	14	SEC22A
ENSG00000121579	14	0.9358309534488619	14	NAA50
ENSG00000121621	2	0.9766321989555592	2	KIF18A
ENSG00000121653	6	0.8897615630318039	6	MAPK8IP1
ENSG00000121691	21	0.9784486343590466	21	CAT
ENSG00000121741	3	0.8572864699869744	3	ZMYM2
ENSG00000121749	9	0.912910487128827	9	TBC1D15
ENSG00000121766	11	0.9331954513787574	11	ZCCHC17
ENSG00000121769	5	0.9420925272878433	5	FABP3
ENSG00000121851	1	0.8512712460308114	1	POLR3GL
ENSG00000121879	7	0.8756938847525602	7	PIK3CA
ENSG00000121904	8	0.8382684450227912	8	CSMD2
ENSG00000121957	2	0.9842694972144219	2	GPSM2
ENSG00000121964	6	0.8714651425656754	6	GTDC1
ENSG00000121966	22	0.8511162281319595	22	CXCR4
ENSG00000122008	23	0.8737578297778668	23	POLK
ENSG00000122026	1	0.8194460520606437	1	RPL21
ENSG00000122033	1	0.8020555088721839	1	MTIF3
ENSG00000122042	8	0.9446994164981856	8	UBL3
ENSG00000122068	3	0.9323989012110917	3	FYTTD1
ENSG00000122126	17	0.9110690104550425	17	OCRL
ENSG00000122140	1	0.8367947779347512	1	MRPS2
ENSG00000122218	2	0.9231205040536924	2	COPA
ENSG00000122335	14	0.6585353645012739	14	SERAC1
ENSG00000122378	1	0.9295512314815079	1	PRXL2A
ENSG00000122406	1	0.9668876818841897	1	RPL5
ENSG00000122417	4	0.7611301301982322	4	ODF2L
ENSG00000122481	3	0.7628245004655305	3	RWDD3
ENSG00000122497	16	0.9419246339271241	16	NBPF14
ENSG00000122515	6	0.8928143297710939	6	ZMIZ2
ENSG00000122547	2	0.9790202655663522	2	EEPD1
ENSG00000122550	18	0.755909295111757	18	KLHL7
ENSG00000122557	18	0.803714950864117	18	HERPUD2
ENSG00000122565	1	0.7390924800016414	1	CBX3
ENSG00000122566	1	0.8465776833721396	1	HNRNPA2B1
ENSG00000122584	3	0.7219109952145599	3	NXPH1
ENSG00000122642	2	0.972440661998046	2	FKBP9
ENSG00000122674	11	0.8654104903069296	11	CCZ1
ENSG00000122687	15	0.7494925298273238	15	MRM2
ENSG00000122692	19	0.92047212304357	19	SMU1
ENSG00000122705	1	0.8848762325558112	1	CLTA
ENSG00000122707	19	0.7789524878411208	19	RECK
ENSG00000122733	6	0.9578977512497424	6	PHF24
ENSG00000122783	2	0.9237939068086184	2	CYREN
ENSG00000122786	2	0.9623007601963166	2	CALD1
ENSG00000122873	4	0.7816804200170236	4	CISD1
ENSG00000122952	21	0.9663204277501295	21	ZWINT
ENSG00000122958	14	0.8810047114640349	14	VPS26A
ENSG00000122970	2	0.9149775550024694	2	IFT81
ENSG00000123066	8	0.917337537180319	8	MED13L
ENSG00000123080	21	0.9651539441575488	21	CDKN2C
ENSG00000123091	7	0.8265355630362952	7	RNF11
ENSG00000123119	12	0.9607734437819057	12	NECAB1
ENSG00000123124	7	0.9076290044755948	7	WWP1
ENSG00000123131	1	0.8322991703755004	1	PRDX4
ENSG00000123136	1	0.8144346944582551	1	DDX39A
ENSG00000123144	1	0.987747421779664	1	TRIR
ENSG00000123191	20	0.8182785965618848	20	ATP7B
ENSG00000123200	1	0.8770916350369984	1	ZC3H13
ENSG00000123213	17	0.9037715626338126	17	NLN
ENSG00000123219	2	0.971590415693005	2	CENPK
ENSG00000123297	1	0.7425643393828554	1	TSFM
ENSG00000123307	2	0.9232089877972959	2	NEUROD4
ENSG00000123349	1	0.8800421736488169	1	PFDN5
ENSG00000123352	2	0.9131190870715618	2	SPATS2
ENSG00000123374	2	0.978805883402237	2	CDK2
ENSG00000123384	8	0.8374931979205602	8	LRP1
ENSG00000123395	11	0.8766857198897738	11	ATG101
ENSG00000123415	1	0.8136143038880217	1	SMUG1
ENSG00000123416	1	0.873396479323544	1	TUBA1B
ENSG00000123473	2	0.9407082163925609	2	STIL
ENSG00000123485	2	0.9565742922476232	2	HJURP
ENSG00000123505	17	0.9341003123070706	17	AMD1
ENSG00000123545	5	0.9527954912243509	5	NDUFAF4
ENSG00000123560	16	0.9330190766202862	16	PLP1
ENSG00000123562	10	0.9103815268461446	10	MORF4L2
ENSG00000123570	6	0.88558929078278	6	RAB9B
ENSG00000123575	16	0.9468337948060126	16	FAM199X
ENSG00000123612	20	0.6774587157656498	20	ACVR1C
ENSG00000123636	2	0.9471549146645086	2	BAZ2B
ENSG00000123728	3	0.8259743518256509	3	RAP2C
ENSG00000123739	13	0.8350326436165332	13	PLA2G12A
ENSG00000123815	15	0.8318606273719032	15	COQ8B
ENSG00000123975	15	0.8629190114613855	15	CKS2
ENSG00000123983	6	0.8859909252174509	6	ACSL3
ENSG00000124098	2	0.9238085117289034	2	FAM210B
ENSG00000124140	12	0.975696089519439	12	SLC12A5
ENSG00000124145	2	0.9328189133027532	2	SDC4
ENSG00000124155	1	0.830431725647147	1	PIGT
ENSG00000124164	10	0.8002051272746731	10	VAPB
ENSG00000124172	10	0.8025493639882035	10	ATP5F1E
ENSG00000124193	20	0.7834921230878827	20	SRSF6
ENSG00000124194	10	0.8811537802066142	10	GDAP1L1
ENSG00000124222	16	0.9529027473589383	16	STX16
ENSG00000124243	1	0.7117988286448788	1	BCAS4
ENSG00000124299	1	0.8673990335780017	1	PEPD
ENSG00000124357	4	0.8117645174858003	4	NAGK
ENSG00000124383	1	0.820808735697552	1	MPHOSPH10
ENSG00000124479	4	0.9110266676412014	4	NDP
ENSG00000124486	13	0.8814810305560138	13	USP9X
ENSG00000124508	2	0.9169773398376314	2	BTN2A2
ENSG00000124562	1	0.8536093658362948	1	SNRPC
